Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.000815,11.206985,[97  9] ; [98 33],[87.21518987 18.78481013] ; [107.78481013  23.21518987],1
r4,1,0.011025,6.46135,[87 20] ; [88 44],[78.34728033 28.65271967] ; [96.65271967 35.34728033],0
p3,1,0.027736,4.844399,[29 78] ; [53 77],[37.02109705 69.97890295] ; [44.97890295 85.02109705],0
s7,1,0.032632,4.564964,[33 70] ; [54 63],[40.73181818 62.26818182] ; [46.26818182 70.73181818],0
s2,1,0.039749,4.228584,[35 70] ; [61 70],[42.71186441 62.28813559] ; [53.28813559 77.71186441],0
p2,1,0.076548,3.136701,[76 31] ; [78 52],[69.52742616 37.47257384] ; [84.47257384 45.52742616],0
p8,1,0.084359,2.97886,[36 69] ; [31 98],[30.06410256 74.93589744] ; [36.93589744 92.06410256],0
s6,1,0.08518,2.963188,[51 55] ; [76 52],[57.52991453 48.47008547] ; [69.47008547 58.52991453],0
p1,1,0.096401,2.764097,[  5 100] ; [ 14 117],[ 8.45338983 96.54661017] ; [ 10.54661017 120.45338983],0
n2,1,0.118818,2.432838,[28  9] ; [33 22],[24.5326087 12.4673913] ; [36.4673913 18.5326087],0
n6,1,0.119033,2.429997,[77 29] ; [82 48],[71.41525424 34.58474576] ; [87.58474576 42.41525424],0
s4,1,0.124851,2.355383,[13 92] ; [ 26 105],[17.35169492 87.64830508] ; [ 21.64830508 109.35169492],0
v4,1,0.128028,2.316257,[95 12] ; [107  24],[90.81512605 16.18487395] ; [111.18487395  19.81512605],0
a1,1,0.13164,2.273056,[  5 102] ; [ 13 119],[ 8.05857741 98.94142259] ; [  9.94142259 122.05857741],0
p9,1,0.145411,2.119743,[44 59] ; [66 60],[49.47598253 53.52401747] ; [60.52401747 65.47598253],0
a6,1,0.145998,2.113575,[64 43] ; [66 65],[58.44537815 48.55462185] ; [71.55462185 59.44537815],0
v2,1,0.146557,2.107721,[49 55] ; [49 81],[43.55555556 60.44444444] ; [54.44444444 75.55555556],0
s5,1,0.156557,2.007173,[24 79] ; [40 86],[28.7860262 74.2139738] ; [35.2139738 90.7860262],0
n1,1,0.185992,1.749081,[12 25] ; [25 29],[15.04395604 21.95604396] ; [21.95604396 32.04395604],0
b4,1,0.18644,1.745528,[69 38] ; [74 58],[64.0209205 42.9790795] ; [78.9790795 53.0209205],0
n5,1,0.190788,1.711522,[58 49] ; [82 49],[62.94117647 44.05882353] ; [77.05882353 53.94117647],0
r1,1,0.22993,1.441293,[79 28] ; [88 44],[74.76569038 32.23430962] ; [92.23430962 39.76569038],0
a2,1,0.270906,1.212154,[16 91] ; [ 27 105],[19.25104603 87.74895397] ; [ 23.74895397 108.25104603],0
d5,1,0.276903,1.182227,[73 34] ; [97 33],[76.75105485 30.24894515] ; [93.24894515 36.75105485],0
r2,1,0.297719,1.084383,[94 12] ; [110  21],[91.24050633 14.75949367] ; [112.75949367  18.24050633],0
s1,1,0.299258,1.077499,[  4 101] ; [  9 121],[ 5.80851064 99.19148936] ; [  7.19148936 122.80851064],0
p4,1,0.327942,0.957007,[41 66] ; [58 72],[44.69620253 62.30379747] ; [54.30379747 75.69620253],0
a3,1,0.331243,0.944032,[64 43] ; [87 45],[67.60251046 39.39748954] ; [83.39748954 48.60251046],0
s3,1,0.358373,0.843585,[45 60] ; [64 67],[48.49576271 56.50423729] ; [60.50423729 70.49576271],0
n3,1,0.367277,0.812858,[28 10] ; [35 19],[26.02173913 11.97826087] ; [36.97826087 17.02173913],0
a8,1,0.369953,0.803821,[14 82] ; [ 13 110],[11.83561644 84.16438356] ; [ 15.16438356 107.83561644],0
a5,1,0.408439,0.683339,[60 47] ; [81 51],[63.12552301 43.87447699] ; [77.87447699 54.12552301],0
