Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,142.042034,[250  28] ; [32 75],[203.62597403  74.37402597] ; [78.37402597 28.62597403],1
p11,1,0.0,56.922423,[219  60] ; [43 68],[187.43076923  91.56923077] ; [74.56923077 36.43076923],1
p2,1,0.0,38.129645,[230  46] ; [59 52],[206.10852713  69.89147287] ; [82.89147287 28.10852713],1
p8,1,0.0,25.976305,[156 121] ; [30 79],[133.47668394 143.52331606] ; [52.52331606 56.47668394],1
p7,1,1e-06,23.87875,[192  81] ; [48 62],[171.07049608 101.92950392] ; [68.92950392 41.07049608],1
p4,1,4e-06,21.344858,[182  97] ; [44 67],[161.67692308 117.32307692] ; [64.32307692 46.67692308],1
p3,1,0.00018,14.033132,[163 114] ; [42 69],[146.35309278 130.64690722] ; [58.64690722 52.35309278],1
p6,1,0.003812,8.371033,[115 160] ; [28 80],[102.67624021 172.32375979] ; [40.32375979 67.67624021],0
p5,1,0.010789,6.499739,[ 41 235] ; [  6 104],[ 33.60621762 242.39378238] ; [13.39378238 96.60621762],0
p12,1,0.02326,5.14897,[ 22 255] ; [  2 109],[ 17.13402062 259.86597938] ; [  6.86597938 104.13402062],0
p1,1,0.507658,0.438891,[ 26 251] ; [  8 102],[ 24.33591731 252.66408269] ; [  9.66408269 100.33591731],0
