Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,196.555148,[ 24 104] ; [304  49],[87.28482328 40.71517672] ; [240.71517672 112.28482328],1
p2,1,0.0,42.889567,[60 70] ; [272  80],[89.54356846 40.45643154] ; [242.45643154 109.54356846],1
p11,1,0.0,34.885217,[59 71] ; [262  92],[86.21900826 43.78099174] ; [234.78099174 119.21900826],1
p4,1,0.000136,14.558182,[35 94] ; [164 189],[53.2593361 75.7406639] ; [145.7406639 207.2593361],1
b1,1,0.000562,11.897778,[70 60] ; [129 225],[53.45041322 76.54958678] ; [145.54958678 208.45041322],1
p6,1,0.001358,10.262415,[ 15 113] ; [ 89 262],[ 27.79123173 100.20876827] ; [ 76.20876827 274.79123173],0
p7,1,0.002468,9.164341,[38 90] ; [156 190],[52.38818565 75.61181435] ; [141.61181435 204.38818565],0
p3,1,0.008363,6.954113,[31 98] ; [130 223],[43.08921162 85.91078838] ; [117.91078838 235.08921162],0
p12,1,0.045425,4.002789,[  2 127] ; [ 21 333],[  6.14285714 122.85714286] ; [ 16.85714286 337.14285714],0
p5,1,0.117939,2.444473,[  3 127] ; [ 20 328],[  6.25523013 123.74476987] ; [ 16.74476987 331.25523013],0
p1,1,0.397044,0.717261,[ 10 119] ; [ 20 334],[  8.01242236 120.98757764] ; [ 21.98757764 332.01242236],0
