Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,0.030677,4.670956,[ 63 175] ; [3 1],[ 64.90909091 173.09090909] ; [1.09090909 2.90909091],0
p8,1,0.050022,3.840705,[ 71 169] ; [3 1],[ 72.78688525 167.21311475] ; [1.21311475 2.78688525],0
s8,1,0.062932,3.458376,[ 76 167] ; [3 1],[ 77.72064777 165.27935223] ; [1.27935223 2.72064777],0
v1,1,0.167492,1.905246,[ 99 144] ; [3 1],[100.34817814 142.65182186] ; [1.65182186 2.34817814],0
a8,1,0.200408,1.639396,[ 23 199] ; [1 2],[ 23.68 198.32] ; [0.32 2.68],0
b4,1,0.230334,1.438798,[135 110] ; [1 3],[133.81526104 111.18473896] ; [2.18473896 1.81526104],0
p1,1,0.252701,1.30831,[ 21 223] ; [1 3],[ 21.64516129 222.35483871] ; [0.35483871 3.64516129],0
d2,1,0.301715,1.066601,[119 124] ; [3 1],[120.0242915 122.9757085] ; [1.9757085 2.0242915],0
d1,1,0.317291,1.000082,[122 123] ; [3 1],[122.99196787 122.00803213] ; [2.00803213 1.99196787],0
b1,1,0.374389,0.789045,[129 116] ; [3 1],[129.87951807 115.12048193] ; [2.12048193 1.87951807],0
b3,1,0.4575,0.552003,[41 86] ; [2 2],[41.6870229 85.3129771] ; [1.3129771 2.6870229],0
b2,1,0.4575,0.552003,[41 86] ; [2 2],[41.6870229 85.3129771] ; [1.3129771 2.6870229],0
p9,1,0.507349,0.43953,[137  97] ; [3 1],[137.64705882  96.35294118] ; [2.35294118 1.64705882],0
p3,1,0.561918,0.336394,[ 87 155] ; [2 2],[ 87.55284553 154.44715447] ; [1.44715447 2.55284553],0
d3,1,0.574395,0.315385,[154  88] ; [2 2],[153.46341463  88.53658537] ; [2.53658537 1.46341463],0
p2,1,0.576889,0.311291,[149  94] ; [3 1],[149.53846154  93.46153846] ; [2.46153846 1.53846154],0
u1,1,0.585038,0.298161,[ 37 208] ; [1 3],[ 37.38955823 207.61044177] ; [0.61044177 3.38955823],0
b5,1,0.597989,0.27804,[154  91] ; [2 2],[153.4939759  91.5060241] ; [2.5060241 1.4939759],0
a3,1,0.657847,0.196149,[155  86] ; [3 1],[155.42040816  85.57959184] ; [2.57959184 1.42040816],0
a7,1,0.73782,0.112052,[163  80] ; [3 1],[163.31174089  79.68825911] ; [2.68825911 1.31174089],0
a6,1,0.741756,0.108589,[142 102] ; [2 2],[141.67741935 102.32258065] ; [2.32258065 1.67741935],0
a4,1,0.759987,0.093329,[103 140] ; [2 2],[103.29959514 139.70040486] ; [1.70040486 2.29959514],0
v2,1,0.778569,0.079065,[101 134] ; [2 2],[101.27615063 133.72384937] ; [1.72384937 2.27615063],0
p7,1,0.8407,0.0404,[107 131] ; [2 2],[107.19834711 130.80165289] ; [1.80165289 2.19834711],0
s5,1,0.861001,0.03066,[ 67 164] ; [1 3],[ 66.84255319 164.15744681] ; [1.15744681 2.84255319],0
a2,1,0.887463,0.020026,[ 54 191] ; [1 3],[ 54.11646586 190.88353414] ; [0.88353414 3.11646586],0
d4,1,0.996244,2.2e-05,[182  61] ; [3 1],[182.00404858  60.99595142] ; [2.99595142 1.00404858],0
