Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,8.9e-05,15.359385,[11  1] ; [35 70],[4.71794872 7.28205128] ; [41.28205128 63.71794872],1
s8,1,0.000192,13.909041,[10  2] ; [31 75],[4.16949153 7.83050847] ; [36.83050847 69.16949153],1
s7,1,0.00051,12.079722,[10  2] ; [33 70],[4.48695652 7.51304348] ; [38.51304348 64.48695652],1
p12,1,0.000922,10.978015,[3 9] ; [  3 103],[ 0.61016949 11.38983051] ; [  5.38983051 100.61016949],1
p9,1,0.001316,10.319916,[11  1] ; [44 59],[5.73913043 6.26086957] ; [49.26086957 53.73913043],0
s3,1,0.001344,10.281292,[11  1] ; [45 60],[5.74358974 6.25641026] ; [50.25641026 54.74358974],0
p5,1,0.002995,8.81031,[3 9] ; [  4 103],[ 0.70588235 11.29411765] ; [  6.29411765 100.70588235],0
a2,1,0.003021,8.794528,[6 6] ; [16 91],[2.21848739 9.78151261] ; [19.78151261 87.21848739],0
b3,1,0.003138,8.725502,[9 3] ; [22 50],[4.42857143 7.57142857] ; [26.57142857 45.42857143],0
b2,1,0.003138,8.725502,[9 3] ; [22 50],[4.42857143 7.57142857] ; [26.57142857 45.42857143],0
p3,1,0.00499,7.883041,[8 4] ; [29 78],[3.73109244 8.26890756] ; [33.26890756 73.73109244],0
d2,1,0.006034,7.540027,[11  1] ; [53 53],[6.50847458 5.49152542] ; [57.49152542 48.50847458],0
n5,1,0.012666,6.21517,[11  1] ; [58 49],[6.95798319 5.04201681] ; [62.04201681 44.95798319],0
p4,1,0.014639,5.959429,[9 3] ; [41 66],[5.04201681 6.95798319] ; [44.95798319 62.04201681],0
u1,1,0.01515,5.898933,[5 7] ; [15 92],[2.01680672 9.98319328] ; [17.98319328 89.01680672],0
s6,1,0.020665,5.354837,[10  2] ; [51 55],[6.20338983 5.79661017] ; [54.79661017 51.20338983],0
a4,1,0.02515,5.013496,[9 3] ; [44 63],[5.34453782 6.65546218] ; [47.65546218 59.34453782],0
p8,1,0.028256,4.812382,[8 4] ; [36 69],[4.51282051 7.48717949] ; [39.48717949 65.51282051],0
p6,1,0.0435,4.075847,[7 5] ; [31 74],[3.8974359 8.1025641] ; [34.1025641 70.8974359],0
v1,1,0.066782,3.36039,[7 3] ; [42 63],[4.26086957 5.73913043] ; [44.73913043 60.26086957],0
a5,1,0.068861,3.309969,[10  2] ; [60 47],[7.05882353 4.94117647] ; [62.94117647 44.05882353],0
n4,1,0.0813,3.038715,[11  1] ; [72 35],[8.3697479 3.6302521] ; [74.6302521 32.3697479],0
d5,1,0.09103,2.856062,[11  1] ; [73 34],[8.47058824 3.52941176] ; [75.52941176 31.47058824],0
n1,1,0.093138,2.819283,[3 1] ; [12 25],[1.46341463 2.53658537] ; [13.53658537 23.46341463],0
p1,1,0.099511,2.713358,[ 2 10] ; [  5 100],[ 0.71794872 11.28205128] ; [ 6.28205128 98.71794872],0
a3,1,0.111111,2.538351,[10  2] ; [64 43],[7.46218487 4.53781513] ; [66.53781513 40.46218487],0
b4,1,0.122167,2.389312,[5 7] ; [69 38],[7.46218487 4.53781513] ; [66.53781513 40.46218487],0
n6,1,0.15142,2.057888,[11  1] ; [77 29],[8.94915254 3.05084746] ; [79.05084746 26.94915254],0
v2,1,0.16678,1.911655,[7 3] ; [49 55],[4.9122807 5.0877193] ; [51.0877193 52.9122807],0
r1,1,0.172378,1.86214,[11  1] ; [79 28],[9.07563025 2.92436975] ; [80.92436975 26.07563025],0
v3,1,0.195816,1.673307,[4 4] ; [30 76],[2.38596491 5.61403509] ; [31.61403509 74.38596491],0
n2,1,0.270896,1.212203,[2 2] ; [28  9],[2.92682927 1.07317073] ; [27.07317073  9.92682927],0
n3,1,0.318587,0.994737,[2 2] ; [28 10],[2.85714286 1.14285714] ; [27.14285714 10.85714286],0
p2,1,0.363986,0.824094,[7 5] ; [76 31],[8.3697479 3.6302521] ; [74.6302521 32.3697479],0
s1,1,0.462957,0.538737,[ 1 11] ; [  4 101],[ 0.51282051 11.48717949] ; [  4.48717949 100.51282051],0
d3,1,0.560441,0.338941,[8 4] ; [62 45],[7.05882353 4.94117647] ; [62.94117647 44.05882353],0
a1,1,0.582657,0.301959,[ 1 11] ; [  5 102],[ 0.60504202 11.39495798] ; [  5.39495798 101.60504202],0
a8,1,0.619196,0.247,[ 1 10] ; [14 82],[1.54205607 9.45794393] ; [13.45794393 82.54205607],0
a7,1,0.627625,0.235296,[8 4] ; [63 43],[7.22033898 4.77966102] ; [63.77966102 42.22033898],0
a6,1,0.645135,0.212088,[8 4] ; [64 43],[7.2605042 4.7394958] ; [64.7394958 42.2605042],0
s4,1,0.682352,0.167491,[ 1 11] ; [13 92],[ 1.43589744 10.56410256] ; [12.56410256 92.43589744],0
v4,1,0.761557,0.092074,[11  1] ; [95 12],[10.68907563  1.31092437] ; [95.31092437 11.68907563],0
b5,1,0.771697,0.08419,[7 5] ; [67 40],[7.46218487 4.53781513] ; [66.53781513 40.46218487],0
s5,1,0.812824,0.056067,[2 8] ; [24 79],[2.30088496 7.69911504] ; [23.69911504 79.30088496],0
p7,1,0.843968,0.038738,[5 6] ; [51 54],[5.31034483 5.68965517] ; [50.68965517 54.31034483],0
u3,1,0.871503,0.026163,[1 1] ; [24 19],[1.11111111 0.88888889] ; [23.88888889 19.11111111],0
u2,1,0.947487,0.004338,[1 1] ; [20 22],[0.95454545 1.04545455] ; [20.04545455 21.95454545],0
