Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,6e-06,20.538489,[ 98 249] ; [87 94],[121.58143939 225.41856061] ; [ 63.41856061 117.58143939],1
p3,1,8e-06,19.873636,[ 66 284] ; [ 67 117],[ 87.17228464 262.82771536] ; [ 45.82771536 138.17228464],1
p2,1,7e-05,15.803509,[227 122] ; [150  34],[246.85365854 102.14634146] ; [130.14634146  53.85365854],1
p10,1,0.061765,3.489348,[232 115] ; [136  46],[241.39130435 105.60869565] ; [126.60869565  55.39130435],0
p9,1,0.137714,2.203319,[244  96] ; [140  40],[251.07692308  88.92307692] ; [132.92307692  47.07692308],0
p11,1,0.206078,1.598768,[239 112] ; [135  49],[245.37196262 105.62803738] ; [128.62803738  55.37196262],0
b1,1,0.481592,0.495255,[134 217] ; [ 76 108],[137.77570093 213.22429907] ; [ 72.22429907 111.77570093],0
p12,1,0.838188,0.041703,[ 14 334] ; [  8 174],[ 14.44528302 333.55471698] ; [  7.55471698 174.44528302],0
p1,1,0.905115,0.014209,[ 16 332] ; [  8 175],[ 15.72881356 332.27118644] ; [  8.27118644 174.72881356],0
p5,1,0.950287,0.003887,[ 11 337] ; [  6 178],[ 11.12030075 336.87969925] ; [  5.87969925 178.12030075],0
