Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,1e-06,24.093453,[32 75] ; [137  97],[53.02932551 53.97067449] ; [115.97067449 118.02932551],1
a7,1,0.01195,6.318271,[59 52] ; [163  80],[69.61016949 41.38983051] ; [152.38983051  90.61016949],0
s5,1,0.04834,3.89813,[20 86] ; [ 67 164],[27.36498516 78.63501484] ; [ 59.63501484 171.36498516],0
d3,1,0.052581,3.757197,[58 52] ; [154  88],[66.25 43.75] ; [145.75  96.25],0
s2,1,0.059905,3.540018,[37 73] ; [108 136],[45.05649718 64.94350282] ; [ 99.94350282 144.05649718],0
r2,1,0.081994,3.024937,[89 21] ; [211  29],[94.28571429 15.71428571] ; [205.71428571  34.28571429],0
s7,1,0.087808,2.914104,[30 70] ; [ 89 134],[36.84210526 63.15789474] ; [ 82.15789474 140.84210526],0
a3,1,0.093764,2.808527,[61 50] ; [155  86],[68.11363636 42.88636364] ; [147.88636364  93.11363636],0
p2,1,0.147731,2.095523,[59 52] ; [149  94],[65.22033898 45.77966102] ; [142.77966102 100.22033898],0
a6,1,0.150818,2.063955,[55 55] ; [142 102],[61.21468927 48.78531073] ; [135.78531073 108.21468927],0
s8,1,0.170214,1.881054,[26 82] ; [ 76 167],[31.38461538 76.61538462] ; [ 70.61538462 172.38461538],0
s3,1,0.194366,1.684211,[45 65] ; [117 125],[50.625 59.375] ; [111.375 130.625],0
u3,1,0.207752,1.58702,[30 20] ; [43 45],[26.44927536 23.55072464] ; [46.55072464 41.44927536],0
r4,1,0.21325,1.549223,[72 39] ; [175  70],[77.01404494 33.98595506] ; [169.98595506  75.01404494],0
r1,1,0.224327,1.476476,[69 42] ; [167  76],[74. 37.] ; [162.  81.],0
s6,1,0.226316,1.463864,[53 55] ; [134 105],[58.20172911 49.79827089] ; [128.79827089 110.20172911],0
s4,1,0.24293,1.363511,[17 92] ; [ 51 193],[20.99716714 88.00283286] ; [ 47.00283286 196.99716714],0
d1,1,0.251552,1.314663,[48 63] ; [122 123],[53.00561798 57.99438202] ; [116.99438202 128.00561798],0
n6,1,0.265685,1.238891,[65 46] ; [156  85],[69.69034091 41.30965909] ; [151.30965909  89.69034091],0
u1,1,0.276313,1.185136,[12 99] ; [ 37 208],[15.27808989 95.72191011] ; [ 33.72191011 211.27808989],0
d5,1,0.291427,1.113017,[76 34] ; [181  62],[80.08498584 29.91501416] ; [176.91501416  66.08498584],0
n4,1,0.371203,0.799634,[74 37] ; [150  93],[70.23728814 40.76271186] ; [153.76271186  89.23728814],0
n5,1,0.379876,0.771102,[61 50] ; [145  97],[64.77620397 46.22379603] ; [141.22379603 100.77620397],0
v2,1,0.381048,0.767317,[41 67] ; [101 134],[44.71137026 63.28862974] ; [ 97.28862974 137.71137026],0
v3,1,0.384366,0.75669,[29 77] ; [ 75 159],[32.42352941 73.57647059] ; [ 71.57647059 162.42352941],0
n1,1,0.389449,0.740663,[22 24] ; [39 58],[19.62237762 26.37762238] ; [41.37762238 55.62237762],0
b5,1,0.390104,0.738618,[75 36] ; [154  91],[71.40168539 39.59831461] ; [157.59831461  87.40168539],0
v1,1,0.400374,0.707203,[40 71] ; [ 99 144],[43.58474576 67.41525424] ; [ 95.41525424 147.58474576],0
v4,1,0.418314,0.655048,[88 22] ; [203  40],[90.67988669 19.32011331] ; [200.32011331  42.67988669],0
a5,1,0.432881,0.61508,[64 47] ; [152  93],[67.34831461 43.65168539] ; [148.65168539  96.34831461],0
d2,1,0.485401,0.486705,[49 60] ; [119 124],[52.02272727 56.97727273] ; [115.97727273 127.02272727],0
a1,1,0.49432,0.467109,[ 10 101] ; [ 17 228],[  8.41853933 102.58146067] ; [ 18.58146067 226.41853933],0
a2,1,0.503419,0.447722,[21 90] ; [ 54 191],[23.38483146 87.61516854] ; [ 51.61516854 193.38483146],0
d4,1,0.509953,0.434163,[78 31] ; [182  61],[80.51136364 28.48863636] ; [179.48863636  63.51136364],0
b4,1,0.542605,0.370734,[65 46] ; [135 110],[62.35955056 48.64044944] ; [137.64044944 107.35955056],0
r3,1,0.557714,0.343677,[85 26] ; [192  50],[87.101983 23.898017] ; [189.898017  52.101983],0
a8,1,0.565627,0.330054,[13 91] ; [ 23 199],[11.48466258 92.51533742] ; [ 24.51533742 197.48466258],0
n2,1,0.568239,0.325638,[27 19] ; [63 36],[28.55172414 17.44827586] ; [61.44827586 37.55172414],0
p5,1,0.671065,0.180359,[  6 104] ; [ 16 225],[  6.89458689 103.10541311] ; [ 15.10541311 225.89458689],0
p1,1,0.671931,0.179352,[  8 102] ; [ 21 223],[  9.01129944 100.98870056] ; [ 19.98870056 224.01129944],0
p4,1,0.687756,0.161526,[44 67] ; [101 140],[45.72443182 65.27556818] ; [ 99.27556818 141.72443182],0
p12,1,0.69127,0.157714,[  2 109] ; [  6 236],[  2.51558074 108.48441926] ; [  5.48441926 236.51558074],0
p8,1,0.69405,0.154736,[30 79] ; [ 71 169],[31.54441261 77.45558739] ; [ 69.45558739 170.54441261],0
p3,1,0.732421,0.1169,[42 69] ; [ 87 155],[40.56373938 70.43626062] ; [ 88.43626062 153.56373938],0
u2,1,0.80938,0.05819,[22 26] ; [38 49],[21.33333333 26.66666667] ; [38.66666667 48.33333333],0
p7,1,0.817594,0.053195,[48 62] ; [107 131],[48.99425287 61.00574713] ; [106.00574713 131.99425287],0
b3,1,0.893777,0.017829,[21 46] ; [41 86],[21.41237113 45.58762887] ; [40.58762887 86.41237113],0
b2,1,0.893777,0.017829,[21 46] ; [41 86],[21.41237113 45.58762887] ; [40.58762887 86.41237113],0
p6,1,0.915083,0.01137,[28 80] ; [ 63 175],[28.40462428 79.59537572] ; [ 62.59537572 175.40462428],0
a4,1,0.920194,0.010038,[46 64] ; [103 140],[46.4305949 63.5694051] ; [102.5694051 140.4305949],0
s1,1,0.938559,0.005942,[  8 103] ; [ 18 224],[  8.17563739 102.82436261] ; [ 17.82436261 224.17563739],0
n3,1,0.974676,0.001008,[28 17] ; [60 36],[28.08510638 16.91489362] ; [59.91489362 36.08510638],0
