Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p5,1,0.0,32.057848,[ 57 344] ; [26 32],[ 72.51198257 328.48801743] ; [10.48801743 47.51198257],1
p12,1,0.001412,10.19011,[ 35 367] ; [13 45],[ 41.94782609 360.05217391] ; [ 6.05217391 51.94782609],0
p6,1,0.018936,5.507454,[181 216] ; [36 22],[189.33846154 207.66153846] ; [27.66153846 30.33846154],0
p8,1,0.188779,1.727124,[255 146] ; [42 16],[259.47058824 141.52941176] ; [37.52941176 20.47058824],0
p7,1,0.19603,1.671708,[307  93] ; [40 18],[303.05676856  96.94323144] ; [43.94323144 14.05676856],0
p9,1,0.348113,0.880322,[349  52] ; [53  5],[351.20261438  49.79738562] ; [50.79738562  7.20261438],0
b1,1,0.460429,0.544851,[181 223] ; [23 35],[178.38961039 225.61038961] ; [25.61038961 32.38961039],0
p10,1,0.466562,0.530107,[337  63] ; [51  7],[338.86462882  61.13537118] ; [49.13537118  8.86462882],0
p2,1,0.522095,0.409753,[350  54] ; [52  6],[351.53246753  52.46753247] ; [50.46753247  7.53246753],0
p11,1,0.733436,0.11598,[328  76] ; [46 12],[327.04761905  76.95238095] ; [46.95238095 11.04761905],0
p4,1,0.909477,0.012927,[323  81] ; [46 12],[322.67532468  81.32467532] ; [46.32467532 11.67532468],0
