Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,25.424249,[497  84] ; [271 104],[466.74476987 114.25523013] ; [301.25523013  73.74476987],1
p11,1,1e-06,24.324838,[478 116] ; [256 129],[445.34831461 148.65168539] ; [288.65168539  96.34831461],1
n6,1,2.1e-05,18.114716,[497  88] ; [283 100],[471.38429752 113.61570248] ; [308.61570248  74.38429752],1
r3,1,8e-05,15.547469,[558  31] ; [335  47],[541.68589083  47.31410917] ; [351.31410917  30.68589083],1
a7,1,0.000128,14.678201,[440 151] ; [241 142],[413.21457906 177.78542094] ; [267.78542094 115.21457906],1
r2,1,0.0004,12.531093,[551  32] ; [336  45],[536.43257261  46.56742739] ; [350.56742739  30.43257261],1
r4,1,0.000596,11.788269,[523  71] ; [308  77],[504.20224719  89.79775281] ; [326.79775281  58.20224719],1
a1,1,0.00075,11.360576,[ 18 576] ; [ 30 355],[ 29.12359551 564.87640449] ; [ 18.87640449 366.12359551],1
n1,1,0.001572,9.992153,[ 44 105] ; [48 49],[55.72357724 93.27642276] ; [36.27642276 60.72357724],0
p10,1,0.001717,9.829599,[469 113] ; [271 106],[449.09280501 132.90719499] ; [290.90719499  86.09280501],0
d3,1,0.002504,9.13734,[415 177] ; [232 150],[393.24845996 198.75154004] ; [253.75154004 128.24845996],0
a6,1,0.00312,8.735832,[410 182] ; [230 153],[388.59487179 203.40512821] ; [251.40512821 131.59487179],0
p2,1,0.005368,7.751039,[485 104] ; [284  95],[467.9142562 121.0857438] ; [301.0857438  77.9142562],0
v2,1,0.008097,7.011798,[326 244] ; [179 191],[306.22340426 263.77659574] ; [198.77659574 171.22340426],0
p3,1,0.008598,6.904491,[255 335] ; [197 183],[274.92783505 315.07216495] ; [177.07216495 202.92783505],0
v4,1,0.010039,6.627944,[553  35] ; [342  40],[542.53608247  45.46391753] ; [352.46391753  29.53608247],0
u3,1,0.033078,4.541744,[100  96] ; [70 40],[108.88888889  87.11111111] ; [61.11111111 48.88888889],0
a4,1,0.046374,3.967957,[238 353] ; [179 204],[253.02566735 337.97433265] ; [163.97433265 219.02566735],0
d2,1,0.089802,2.877912,[263 327] ; [192 191],[275.89928058 314.10071942] ; [179.10071942 203.89928058],0
d5,1,0.11392,2.498983,[474 119] ; [289  93],[464.06051282 128.93948718] ; [298.93948718  83.06051282],0
d1,1,0.135057,2.233392,[339 255] ; [201 184],[327.64044944 266.35955056] ; [212.35955056 172.64044944],0
p12,1,0.146408,2.10928,[ 47 540] ; [ 21 357],[ 41.36373057 545.63626943] ; [ 26.63626943 351.36373057],0
r1,1,0.158299,1.990402,[461 129] ; [285  99],[451.88911704 138.11088296] ; [294.11088296  89.88911704],0
n2,1,0.171186,1.872524,[112  38] ; [66 33],[107.22891566  42.77108434] ; [70.77108434 28.22891566],0
a3,1,0.174778,1.84148,[396 193] ; [274 110],[405.58067831 183.41932169] ; [264.41932169 119.58067831],0
p6,1,0.192036,1.701924,[189 392] ; [137 237],[198.33089005 382.66910995] ; [127.66910995 246.33089005],0
b5,1,0.1975,1.660764,[364 230] ; [220 165],[354.33707865 239.66292135] ; [229.66292135 155.33707865],0
b2,1,0.239805,1.381739,[134 219] ; [ 77 155],[127.32136752 225.67863248] ; [ 83.67863248 148.32136752],0
b3,1,0.239805,1.381739,[134 219] ; [ 77 155],[127.32136752 225.67863248] ; [ 83.67863248 148.32136752],0
p7,1,0.258614,1.276163,[339 232] ; [237 139],[347.3030623 223.6969377] ; [228.6969377 147.3030623],0
p8,1,0.263498,1.250286,[295 286] ; [177 199],[286.553814 294.446186] ; [185.446186 190.553814],0
d4,1,0.306957,1.043722,[477 114] ; [298  84],[470.7348407 120.2651593] ; [304.2651593  77.7348407],0
u2,1,0.332477,0.939225,[103  93] ; [63 45],[107.02631579  88.97368421] ; [58.97368421 49.02631579],0
s6,1,0.343552,0.89713,[375 208] ; [228 144],[368.11413613 214.88586387] ; [234.88586387 137.11413613],0
