Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,197.625911,[209  19] ; [124 252],[125.70198675 102.29801325] ; [207.29801325 168.70198675],1
p4,1,0.0,158.174085,[200  30] ; [132 249],[124.97545008 105.02454992] ; [207.02454992 173.97545008],1
p3,1,0.0,109.202919,[168  62] ; [113 269],[105.60457516 124.39542484] ; [175.39542484 206.60457516],1
p5,1,0.0,57.562185,[ 60 171] ; [ 18 359],[ 29.63486842 201.36513158] ; [ 48.36513158 328.63486842],1
p2,1,0.0,53.933708,[210  21] ; [245 137],[171.46003263  59.53996737] ; [283.53996737  98.46003263],1
p10,1,0.0,37.653342,[202  28] ; [246 131],[169.75288303  60.24711697] ; [278.24711697  98.75288303],1
p9,1,0.0,36.750277,[210  21] ; [262 113],[179.92079208  51.07920792] ; [292.07920792  82.92079208],1
p11,1,0.0,33.413653,[200  31] ; [250 133],[169.29967427  61.70032573] ; [280.70032573 102.29967427],1
p12,1,2e-06,22.559748,[ 38 192] ; [ 19 362],[ 21.45662848 208.54337152] ; [ 35.54337152 345.45662848],1
p1,1,4e-06,21.328138,[ 37 193] ; [ 19 363],[ 21.04575163 208.95424837] ; [ 34.95424837 347.04575163],1
b1,1,0.576071,0.31263,[100 131] ; [157 226],[ 96.68892508 134.31107492] ; [160.31107492 222.68892508],0
