Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a8,1,0.000567,11.880553,[3 2] ; [ 23 199],[0.57268722 4.42731278] ; [ 25.42731278 196.57268722],1
s8,1,0.009472,6.731545,[6 2] ; [ 76 167],[2.61354582 5.38645418] ; [ 79.38645418 163.61354582],0
b2,1,0.013897,6.051165,[6 2] ; [41 86],[2.78518519 5.21481481] ; [44.21481481 82.78518519],0
b3,1,0.013897,6.051165,[6 2] ; [41 86],[2.78518519 5.21481481] ; [44.21481481 82.78518519],0
p5,1,0.027468,4.861158,[2 5] ; [ 16 225],[0.50806452 6.49193548] ; [ 17.49193548 223.50806452],0
v3,1,0.029259,4.752331,[5 2] ; [ 75 159],[2.32365145 4.67634855] ; [ 77.67634855 156.32365145],0
s7,1,0.047506,3.927383,[6 2] ; [ 89 134],[3.29004329 4.70995671] ; [ 91.70995671 131.29004329],0
a1,1,0.056464,3.638325,[2 6] ; [ 17 228],[0.60079051 7.39920949] ; [ 18.39920949 226.60079051],0
p4,1,0.062875,3.459884,[6 2] ; [101 140],[3.437751 4.562249] ; [103.562249 137.437751],0
a2,1,0.064124,3.427386,[4 4] ; [ 54 191],[1.83399209 6.16600791] ; [ 56.16600791 188.83399209],0
p10,1,0.07383,3.195745,[6 1] ; [122 115],[3.67213115 3.32786885] ; [124.32786885 112.67213115],0
u1,1,0.087498,2.919805,[3 5] ; [ 37 208],[1.26482213 6.73517787] ; [ 38.73517787 206.26482213],0
p12,1,0.090968,2.857155,[1 7] ; [  6 236],[0.224 7.776] ; [  6.776 235.224],0
p7,1,0.093518,2.812744,[6 2] ; [107 131],[3.67479675 4.32520325] ; [109.32520325 128.67479675],0
p2,1,0.132997,2.257173,[7 1] ; [149  94],[4.97211155 3.02788845] ; [151.02788845  91.97211155],0
v2,1,0.134908,2.235097,[5 2] ; [101 134],[3.0661157 3.9338843] ; [102.9338843 132.0661157],0
s3,1,0.137919,2.201026,[6 2] ; [117 125],[3.936 4.064] ; [119.064 122.936],0
d2,1,0.147402,2.09893,[6 2] ; [119 124],[3.98406375 4.01593625] ; [121.01593625 121.98406375],0
d1,1,0.160577,1.968785,[6 2] ; [122 123],[4.04743083 3.95256917] ; [123.95256917 121.04743083],0
d3,1,0.165466,1.923547,[7 1] ; [154  88],[5.152 2.848] ; [155.848  86.152],0
n4,1,0.196471,1.668413,[6 1] ; [150  93],[4.368 2.632] ; [151.632  91.368],0
p8,1,0.216153,1.529732,[4 4] ; [ 71 169],[2.41935484 5.58064516] ; [ 72.58064516 167.41935484],0
a4,1,0.258249,1.278119,[5 3] ; [103 140],[3.44223108 4.55776892] ; [104.55776892 138.44223108],0
s2,1,0.307435,1.041664,[5 3] ; [108 136],[3.58730159 4.41269841] ; [109.41269841 134.58730159],0
r1,1,0.337082,0.921498,[6 1] ; [167  76],[4.844 2.156] ; [168.156  74.844],0
a6,1,0.342153,0.902347,[6 2] ; [142 102],[4.6984127 3.3015873] ; [143.3015873 100.6984127],0
d5,1,0.40353,0.697783,[7 1] ; [181  62],[5.99203187 2.00796813] ; [182.00796813  60.99203187],0
d4,1,0.41607,0.661388,[7 1] ; [182  61],[6.02390438 1.97609562] ; [182.97609562  60.02390438],0
p3,1,0.416458,0.660289,[4 4] ; [ 87 155],[2.912 5.088] ; [ 88.088 153.912],0
b5,1,0.483313,0.491378,[6 2] ; [154  91],[5.05928854 2.94071146] ; [154.94071146  90.05928854],0
p6,1,0.488598,0.479612,[3 5] ; [ 63 175],[2.14634146 5.85365854] ; [ 63.85365854 174.14634146],0
s5,1,0.603687,0.26947,[3 5] ; [ 67 164],[2.34309623 5.65690377] ; [ 67.65690377 163.34309623],0
a7,1,0.638308,0.220962,[6 2] ; [163  80],[5.38645418 2.61354582] ; [163.61354582  79.38645418],0
b4,1,0.678737,0.171551,[5 3] ; [135 110],[4.42687747 3.57312253] ; [135.57312253 109.42687747],0
