Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p12,1,0.0,47.724448,[ 40 602] ; [26 66],[ 57.72752044 584.27247956] ; [ 8.27247956 83.72752044],1
p1,1,0.0,43.177484,[ 40 604] ; [25 68],[ 56.79782904 587.20217096] ; [ 8.20217096 84.79782904],1
p3,1,0.0,34.888573,[300 346] ; [73 19],[326.50135501 319.49864499] ; [46.49864499 45.50135501],1
p6,1,0.0,29.955711,[214 424] ; [57 33],[237.49725275 400.50274725] ; [33.50274725 56.49725275],1
p4,1,0.0,27.855943,[368 276] ; [79 13],[391.125 252.875] ; [55.875 36.125],1
p8,1,0.0,27.190697,[335 301] ; [75 17],[358.18681319 277.81318681] ; [51.81318681 40.18681319],1
p7,1,9.5e-05,15.228334,[401 229] ; [76 14],[417.375 212.625] ; [59.625 30.375],1
p10,1,0.002948,8.839476,[539 103] ; [88  4],[548.41144414  93.58855586] ; [78.58855586 13.41144414],0
p9,1,0.004409,8.107263,[553  88] ; [89  3],[561.42155525  79.57844475] ; [80.57844475 11.42155525],0
b1,1,0.064016,3.430152,[222 426] ; [41 52],[229.99190283 418.00809717] ; [33.00809717 59.99190283],0
p2,1,0.478414,0.502477,[550  95] ; [81 11],[552.23202171  92.76797829] ; [78.76797829 13.23202171],0
