Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,70.20307,[497  84] ; [66 60],[462.66336634 118.33663366] ; [100.33663366  25.66336634],1
p10,1,0.0,62.770235,[469 113] ; [60 68],[433.63098592 148.36901408] ; [95.36901408 32.63098592],1
r3,1,0.0,52.54711,[558  31] ; [98 33],[536.64444444  52.35555556] ; [119.35555556  11.64444444],1
r4,1,0.0,37.033307,[523  71] ; [88 44],[499.90909091  94.09090909] ; [111.09090909  20.90909091],1
n6,1,0.0,33.059478,[497  88] ; [82 48],[473.72727273 111.27272727] ; [105.27272727  24.72727273],1
p2,1,0.0,31.292174,[485 104] ; [78 52],[461.20584145 127.79415855] ; [101.79415855  28.20584145],1
p8,1,0.0,30.402722,[295 286] ; [31 98],[266.76901408 314.23098592] ; [59.23098592 69.76901408],1
v4,1,3e-06,21.756882,[553  35] ; [107  24],[539.74965229  48.25034771] ; [120.25034771  10.74965229],1
r2,1,3.2e-05,17.297394,[551  32] ; [110  21],[539.72408964  43.27591036] ; [121.27591036   9.72408964],1
a6,1,3.8e-05,16.99045,[410 182] ; [66 65],[389.7538036 202.2461964] ; [86.2461964 44.7538036],1
v2,1,5.7e-05,16.18456,[326 244] ; [49 81],[305.35714286 264.64285714] ; [69.64285714 60.35714286],1
a1,1,0.000457,12.282525,[ 18 576] ; [ 13 119],[ 25.36363636 568.63636364] ; [  5.63636364 126.36363636],1
a7,1,0.002023,9.52891,[440 151] ; [80 51],[425.65096953 165.34903047] ; [94.34903047 36.65096953],0
p7,1,0.002854,8.898472,[339 232] ; [58 71],[323.83857143 247.16142857] ; [73.16142857 55.83857143],0
d3,1,0.002945,8.841447,[415 177] ; [73 56],[400.68793343 191.31206657] ; [87.31206657 41.68793343],0
r1,1,0.005261,7.78736,[461 129] ; [88 44],[448.62880886 141.37119114] ; [100.37119114  31.62880886],0
d1,1,0.023285,5.14714,[339 255] ; [61 71],[327.27272727 266.72727273] ; [72.72727273 59.27272727],0
n1,1,0.025854,4.965763,[ 44 105] ; [25 29],[50.6453202 98.3546798] ; [18.3546798 35.6453202],0
p4,1,0.028466,4.799605,[323 262] ; [58 72],[311.72727273 273.27272727] ; [69.27272727 60.72727273],0
v1,1,0.029866,4.717001,[297 281] ; [54 78],[285.74366197 292.25633803] ; [65.25633803 66.74366197],0
n4,1,0.034227,4.483332,[434 156] ; [85 47],[424.11357341 165.88642659] ; [94.88642659 37.11357341],0
n2,1,0.040863,4.181686,[112  38] ; [33 22],[106.09756098  43.90243902] ; [38.90243902 16.09756098],0
n5,1,0.047211,3.937844,[417 167] ; [82 49],[407.57482517 176.42517483] ; [91.42517483 39.57482517],0
p12,1,0.047857,3.914992,[ 47 540] ; [  4 126],[ 41.75313808 545.24686192] ; [  9.24686192 120.75313808],0
d4,1,0.051635,3.787548,[477 114] ; [95 35],[468.86546463 122.13453537] ; [103.13453537  26.86546463],0
v3,1,0.068402,3.320949,[219 349] ; [38 89],[210.03741007 357.96258993] ; [46.96258993 80.03741007],0
a5,1,0.070716,3.26632,[412 181] ; [81 51],[403.24 189.76] ; [89.76 42.24],0
d2,1,0.078395,3.097865,[263 327] ; [69 61],[272.05555556 317.94444444] ; [59.94444444 70.05555556],0
s1,1,0.088102,2.908721,[ 21 562] ; [  9 121],[ 24.53015428 558.46984572] ; [  5.46984572 124.53015428],0
p5,1,0.100154,2.703088,[ 59 528] ; [  7 122],[ 54.10893855 532.89106145] ; [ 11.89106145 117.10893855],0
s8,1,0.162489,1.950906,[234 356] ; [43 87],[226.98611111 363.01388889] ; [50.01388889 79.98611111],0
d5,1,0.17784,1.815584,[474 119] ; [97 33],[468.33056708 124.66943292] ; [102.66943292  27.33056708],0
b2,1,0.20659,1.595162,[134 219] ; [22 51],[129.26760563 223.73239437] ; [26.73239437 46.26760563],0
b3,1,0.20659,1.595162,[134 219] ; [22 51],[129.26760563 223.73239437] ; [26.73239437 46.26760563],0
u3,1,0.21418,1.542944,[100  96] ; [27 17],[103.71666667  92.28333333] ; [23.28333333 20.71666667],0
p6,1,0.253215,1.305478,[189 392] ; [35 93],[183.55994358 397.44005642] ; [40.44005642 87.55994358],0
u1,1,0.263472,1.250422,[100 494] ; [ 17 115],[ 95.72727273 498.27272727] ; [ 21.27272727 110.72727273],0
s6,1,0.292614,1.107553,[375 208] ; [76 52],[369.80731364 213.19268636] ; [81.19268636 46.80731364],0
s3,1,0.388486,0.743676,[307 272] ; [64 67],[302.54788732 276.45211268] ; [68.45211268 62.54788732],0
a4,1,0.399204,0.710723,[238 353] ; [58 73],[242.29362881 348.70637119] ; [53.70637119 77.29362881],0
p1,1,0.463758,0.536809,[ 51 538] ; [ 14 117],[ 53.17361111 535.82638889] ; [ 11.82638889 119.17361111],0
n3,1,0.499477,0.456047,[104  45] ; [35 19],[102.02463054  46.97536946] ; [36.97536946 17.02463054],0
a8,1,0.505963,0.442407,[ 68 465] ; [ 13 110],[ 65.8125 467.1875] ; [ 15.1875 107.8125],0
b4,1,0.546225,0.364124,[350 244] ; [74 58],[346.90909091 247.09090909] ; [77.09090909 54.90909091],0
s4,1,0.566996,0.327735,[104 483] ; [ 26 105],[106.28133705 480.71866295] ; [ 23.71866295 107.28133705],0
p3,1,0.609119,0.26146,[255 335] ; [53 77],[252.38888889 337.61111111] ; [55.61111111 74.38888889],0
u2,1,0.658932,0.194824,[103  93] ; [21 22],[101.69037657  94.30962343] ; [22.30962343 20.69037657],0
a3,1,0.770084,0.085419,[396 193] ; [87 45],[394.57281553 194.42718447] ; [88.42718447 43.57281553],0
s7,1,0.830239,0.045965,[256 312] ; [54 63],[257.05109489 310.94890511] ; [52.94890511 64.05109489],0
s2,1,0.841482,0.039999,[279 308] ; [61 70],[277.96657382 309.03342618] ; [62.03342618 68.96657382],0
s5,1,0.867746,0.02773,[185 384] ; [40 86],[184.20863309 384.79136691] ; [40.79136691 85.20863309],0
a2,1,0.948319,0.004201,[123 471] ; [ 27 105],[122.72727273 471.27272727] ; [ 27.27272727 104.72727273],0
b5,1,0.985671,0.000323,[364 230] ; [81 51],[364.09090909 229.90909091] ; [80.90909091 51.09090909],0
