Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,235.742051,[44 67] ; [457  17],[95.06153846 15.93846154] ; [405.93846154  68.06153846],1
p11,1,0.0,56.660012,[64 50] ; [413  62],[92.32258065 21.67741935] ; [384.67741935  90.32258065],1
v4,1,0.0,32.751357,[94 19] ; [457  14],[106.61472603   6.38527397] ; [444.38527397  26.61472603],1
n6,1,0.0,30.575568,[76 35] ; [420  51],[94.59793814 16.40206186] ; [401.40206186  69.59793814],1
p2,1,0.0,30.217482,[74 40] ; [411  63],[94.03061224 19.96938776] ; [390.96938776  83.03061224],1
s6,1,0.0,27.527096,[50 64] ; [327 140],[73.97246127 40.02753873] ; [303.02753873 163.97246127],1
p7,1,2e-06,22.443428,[45 67] ; [298 163],[67.04363002 44.95636998] ; [275.95636998 185.04363002],1
r4,1,3e-06,22.123589,[87 27] ; [436  39],[101.22580645  12.77419355] ; [421.77419355  53.22580645],1
p4,1,4e-06,21.294137,[41 72] ; [284 187],[62.88527397 50.11472603] ; [262.11472603 208.88527397],1
p8,1,5e-06,20.985528,[35 77] ; [259 209],[56.77241379 55.22758621] ; [237.22758621 230.77241379],1
p3,1,7e-06,20.182609,[28 85] ; [228 246],[49.28109029 63.71890971] ; [206.71890971 267.28109029],1
s8,1,9e-06,19.798235,[25 89] ; [211 261],[45.9112628 68.0887372] ; [190.0887372 281.9112628],1
r3,1,1e-05,19.447303,[97 15] ; [458  15],[106.25641026   5.74358974] ; [448.74358974  24.25641026],1
n5,1,1.2e-05,19.158763,[62 50] ; [358 113],[80.68610635 31.31389365] ; [339.31389365 131.68610635],1
s2,1,9.1e-05,15.319717,[35 77] ; [244 227],[53.59862779 58.40137221] ; [225.40137221 245.59862779],1
n4,1,0.000192,13.905042,[67 45] ; [366 109],[82.61669506 29.38330494] ; [350.38330494 124.61669506],1
v1,1,0.000318,12.958942,[41 70] ; [259 204],[58.01393728 52.98606272] ; [241.98606272 221.01393728],1
