Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,225.724203,[44 59] ; [600  31],[90.37057221 12.62942779] ; [553.62942779  77.37057221],1
n5,1,0.0,35.603943,[58 49] ; [506 122],[82.10612245 24.89387755] ; [481.89387755 146.10612245],1
p3,1,0.0,27.673157,[29 78] ; [344 286],[54.15332429 52.84667571] ; [318.84667571 311.15332429],1
p4,1,0.0,26.733684,[41 66] ; [407 222],[65.13043478 41.86956522] ; [382.86956522 246.13043478],1
p8,1,2e-06,22.95748,[36 69] ; [370 253],[58.55769231 46.44230769] ; [347.44230769 275.55769231],1
a5,1,1e-05,19.444092,[60 47] ; [483 149],[78.62110961 28.37889039] ; [464.37889039 167.62110961],1
p2,1,1.1e-05,19.376996,[76 31] ; [550  79],[91.00815217 15.99184783] ; [534.99184783  94.00815217],1
n6,1,2e-05,18.237023,[77 29] ; [554  74],[91.1253406 14.8746594] ; [539.8746594  88.1253406],1
s6,1,2.5e-05,17.754462,[51 55] ; [427 191],[69.98342541 36.01657459] ; [408.01657459 209.98342541],1
p7,1,4.7e-05,16.580213,[51 54] ; [424 191],[69.27083333 35.72916667] ; [405.72916667 209.27083333],1
s2,1,0.000283,13.182745,[35 70] ; [328 297],[52.21232877 52.78767123] ; [310.78767123 314.21232877],1
s7,1,0.000332,12.88309,[33 70] ; [311 297],[49.83403657 53.16596343] ; [294.16596343 313.83403657],1
s8,1,0.000609,11.748057,[31 75] ; [296 332],[47.22343324 58.77656676] ; [279.77656676 348.22343324],1
v4,1,0.000737,11.392923,[95 12] ; [602  23],[101.88387978   5.11612022] ; [595.11612022  29.88387978],1
d5,1,0.001091,10.666364,[73 34] ; [516 114],[85.51289009 21.48710991] ; [503.48710991 126.51289009],0
v1,1,0.001192,10.502295,[42 63] ; [348 262],[57.27272727 47.72727273] ; [332.72727273 277.27272727],0
r4,1,0.001222,10.456628,[87 20] ; [578  54],[96.28552097 10.71447903] ; [568.71447903  63.28552097],0
n4,1,0.00231,9.285414,[72 35] ; [508 124],[83.97834912 23.02165088] ; [496.02165088 135.97834912],0
p5,1,0.002948,8.839476,[  4 103] ; [ 88 539],[13.41144414 93.58855586] ; [ 78.58855586 548.41144414],0
a7,1,0.004192,8.198683,[63 43] ; [461 170],[75.36499322 30.63500678] ; [448.63500678 182.36499322],0
s3,1,0.00453,8.058304,[45 60] ; [358 262],[58.36551724 46.63448276] ; [344.63448276 275.36551724],0
a3,1,0.005803,7.610437,[64 43] ; [460 171],[75.97289973 31.02710027] ; [448.02710027 182.97289973],0
r3,1,0.006587,7.382326,[97  9] ; [609  19],[101.95640327   4.04359673] ; [604.04359673  23.95640327],0
d1,1,0.009369,6.751077,[50 57] ; [380 252],[62.25981055 44.74018945] ; [367.74018945 264.25981055],0
v3,1,0.010801,6.497717,[30 76] ; [251 355],[41.83426966 64.16573034] ; [239.16573034 366.83426966],0
p12,1,0.01667,5.730772,[  3 103] ; [ 63 566],[ 9.51836735 96.48163265] ; [ 56.48163265 572.51836735],0
d3,1,0.018925,5.508419,[62 45] ; [438 193],[72.49322493 34.50677507] ; [427.50677507 203.49322493],0
s5,1,0.019018,5.49984,[24 79] ; [214 396],[34.38148668 68.61851332] ; [203.61851332 406.38148668],0
v2,1,0.022081,5.239403,[49 55] ; [356 246],[59.66005666 44.33994334] ; [345.33994334 256.66005666],0
r2,1,0.026744,4.907245,[94 12] ; [589  35],[99.17534247  6.82465753] ; [583.82465753  40.17534247],0
d4,1,0.036166,4.389245,[79 27] ; [523 107],[86.70108696 19.29891304] ; [515.29891304 114.70108696],0
a6,1,0.039146,4.254515,[64 43] ; [440 190],[73.17232022 33.82767978] ; [430.82767978 199.17232022],0
a2,1,0.051347,3.796917,[16 91] ; [148 484],[23.74560217 83.25439783] ; [140.25439783 491.74560217],0
u2,1,0.076763,3.132136,[20 22] ; [107  64],[25.04225352 16.95774648] ; [101.95774648  69.04225352],0
p6,1,0.094103,2.802745,[31 74] ; [237 386],[38.65384615 66.34615385] ; [229.34615385 393.65384615],0
r1,1,0.10974,2.557957,[79 28] ; [506 122],[85.16326531 21.83673469] ; [499.83673469 128.16326531],0
p1,1,0.121413,2.398996,[  5 100] ; [ 59 571],[ 9.14285714 95.85714286] ; [ 54.85714286 575.14285714],0
b3,1,0.132081,2.267873,[22 50] ; [157 236],[27.71612903 44.28387097] ; [151.28387097 241.71612903],0
b2,1,0.132081,2.267873,[22 50] ; [157 236],[27.71612903 44.28387097] ; [151.28387097 241.71612903],0
b4,1,0.247103,1.339608,[69 38] ; [370 262],[63.56292287 43.43707713] ; [375.43707713 256.56292287],0
b1,1,0.268366,1.225078,[43 64] ; [219 413],[37.93504736 69.06495264] ; [224.06495264 407.93504736],0
s4,1,0.284974,1.143213,[13 92] ; [103 521],[16.70781893 88.29218107] ; [ 99.29218107 524.70781893],0
u1,1,0.347772,0.881571,[15 92] ; [112 520],[18.38836265 88.61163735] ; [108.61163735 523.38836265],0
b5,1,0.410589,0.677096,[67 40] ; [369 263],[63.1285521 43.8714479] ; [372.8714479 259.1285521],0
s1,1,0.467982,0.526736,[  4 101] ; [ 16 609],[  2.87671233 102.12328767] ; [ 17.12328767 607.87671233],0
n1,1,0.500022,0.454889,[12 25] ; [44 70],[13.7218543 23.2781457] ; [42.2781457 71.7218543],0
a4,1,0.530741,0.392973,[44 63] ; [280 351],[46.97560976 60.02439024] ; [277.02439024 353.97560976],0
d2,1,0.534079,0.386624,[53 53] ; [294 335],[50.04353741 55.95646259] ; [296.95646259 332.04353741],0
u4,1,0.625329,0.238448,[  3 104] ; [ 13 618],[  2.3197832 104.6802168] ; [ 13.6802168 617.3197832],0
u3,1,0.677854,0.172552,[24 19] ; [102  70],[25.2 17.8] ; [100.8  71.2],0
a8,1,0.86679,0.028136,[14 82] ; [ 81 500],[13.47119645 82.52880355] ; [ 81.52880355 499.47119645],0
a1,1,0.973437,0.001109,[  5 102] ; [ 30 602],[  5.067659 101.932341] ; [ 29.932341 602.067659],0
n2,1,0.997688,8e-06,[28  9] ; [87 28],[27.99342105  9.00657895] ; [87.00657895 27.99342105],0
n3,1,1.0,0.0,[28 10] ; [84 30],[28. 10.] ; [84. 30.],0
