Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,29.137239,[137  97] ; [32 83],[113.31232092 120.68767908] ; [55.68767908 59.31232092],1
s5,1,0.004122,8.229328,[ 67 164] ; [17 97],[ 56.24347826 174.75652174] ; [27.75652174 86.24347826],0
s8,1,0.004959,7.894339,[ 76 167] ; [20 96],[ 64.98050139 178.01949861] ; [31.01949861 84.98050139],0
p2,1,0.01914,5.488713,[149  94] ; [57 61],[138.66481994 104.33518006] ; [67.33518006 50.66481994],0
s2,1,0.021873,5.255848,[108 136] ; [37 80],[ 98.00554017 145.99445983] ; [46.99445983 70.00554017],0
r4,1,0.046306,3.970421,[175  70] ; [72 46],[166.70798898  78.29201102] ; [80.29201102 37.70798898],0
s6,1,0.046727,3.955193,[134 105] ; [52 64],[125.22253521 113.77746479] ; [60.77746479 55.22253521],0
v4,1,0.054821,3.687528,[203  40] ; [87 29],[196.29526462  46.70473538] ; [93.70473538 22.29526462],0
p6,1,0.064857,3.408621,[ 63 175] ; [20 94],[ 56.11931818 181.88068182] ; [26.88068182 87.11931818],0
s7,1,0.068614,3.315859,[ 89 134] ; [32 76],[ 81.51963746 141.48036254] ; [39.48036254 68.51963746],0
n6,1,0.081991,3.024982,[156  85] ; [64 52],[148.51540616  92.48459384] ; [71.48459384 44.51540616],0
r1,1,0.084438,2.977341,[167  76] ; [69 47],[159.74373259  83.25626741] ; [76.25626741 39.74373259],0
p7,1,0.103947,2.643909,[107 131] ; [42 75],[ 99.89295775 138.10704225] ; [49.10704225 67.89295775],0
r2,1,0.117385,2.451874,[211  29] ; [94 21],[206.1971831  33.8028169] ; [98.8028169 16.1971831],0
v2,1,0.141998,2.156177,[101 134] ; [40 75],[ 94.67142857 140.32857143] ; [46.32857143 68.67142857],0
r3,1,0.157046,2.00244,[192  50] ; [85 32],[186.72423398  55.27576602] ; [90.27576602 26.72423398],0
v1,1,0.175757,1.833137,[ 99 144] ; [39 78],[ 93.15 149.85] ; [44.85 72.15],0
n2,1,0.230477,1.437917,[63 36] ; [29 25],[59.52941176 39.47058824] ; [32.47058824 21.52941176],0
a7,1,0.233498,1.419423,[163  80] ; [71 46],[157.95  85.05] ; [76.05 40.95],0
d3,1,0.244756,1.352991,[154  88] ; [67 50],[148.97493036  93.02506964] ; [72.02506964 44.97493036],0
p12,1,0.292537,1.107909,[  6 236] ; [  1 117],[  4.70555556 237.29444444] ; [  2.29444444 115.70555556],0
d5,1,0.294104,1.100739,[181  62] ; [81 36],[176.85  66.15] ; [85.15 31.85],0
d1,1,0.306187,1.047052,[122 123] ; [52 66],[117.43801653 127.56198347] ; [56.56198347 61.43801653],0
v3,1,0.306935,1.043819,[ 75 159] ; [29 80],[ 70.95043732 163.04956268] ; [33.04956268 75.95043732],0
d4,1,0.310142,1.030072,[182  61] ; [81 35],[178.01949861  64.98050139] ; [84.98050139 31.01949861],0
a3,1,0.34431,0.894318,[155  86] ; [68 47],[150.96348315  90.03651685] ; [72.03651685 42.96348315],0
p8,1,0.367151,0.813284,[ 71 169] ; [29 87],[ 67.41573034 172.58426966] ; [32.58426966 83.41573034],0
n3,1,0.371018,0.800253,[60 36] ; [28 23],[57.46938776 38.53061224] ; [30.53061224 20.46938776],0
b1,1,0.372904,0.793966,[129 116] ; [68 50],[132.96143251 112.03856749] ; [64.03856749 53.96143251],0
s4,1,0.394293,0.725662,[ 51 193] ; [20 97],[ 47.98891967 196.01108033] ; [23.01108033 93.98891967],0
a1,1,0.425356,0.635469,[ 17 228] ; [ 11 107],[ 18.89807163 226.10192837] ; [  9.10192837 108.89807163],0
p4,1,0.43673,0.604859,[101 140] ; [44 73],[ 97.61173184 143.38826816] ; [47.38826816 69.61173184],0
u3,1,0.43706,0.603988,[43 45] ; [21 29],[40.8115942 47.1884058] ; [23.1884058 26.8115942],0
s3,1,0.479296,0.500466,[117 125] ; [51 64],[113.88235294 128.11764706] ; [54.11764706 60.88235294],0
n5,1,0.485041,0.487508,[145  97] ; [65 51],[141.95530726 100.04469274] ; [68.04469274 47.95530726],0
s1,1,0.522187,0.409573,[ 18 224] ; [ 11 106],[ 19.54874652 222.45125348] ; [  9.45125348 107.54874652],0
n1,1,0.547049,0.362631,[39 58] ; [24 29],[40.74 56.26] ; [22.26 30.74],0
p5,1,0.576639,0.3117,[ 16 225] ; [  6 111],[ 14.81005587 226.18994413] ; [  7.18994413 109.81005587],0
a6,1,0.634867,0.225519,[142 102] ; [65 52],[139.91135734 104.08864266] ; [67.08864266 49.91135734],0
u2,1,0.644725,0.212616,[38 49] ; [19 29],[36.73333333 50.26666667] ; [20.26666667 27.73333333],0
d2,1,0.667878,0.184094,[119 124] ; [54 62],[117.10027855 125.89972145] ; [55.89972145 60.10027855],0
n4,1,0.683293,0.166443,[150  93] ; [69 47],[148.2367688  94.7632312] ; [70.7632312 45.2367688],0
u1,1,0.696616,0.152016,[ 37 208] ; [ 16 102],[ 35.77134986 209.22865014] ; [ 17.22865014 100.77134986],0
b2,1,0.725492,0.123291,[41 86] ; [25 47],[42.12060302 84.87939698] ; [23.87939698 48.12060302],0
b3,1,0.725492,0.123291,[41 86] ; [25 47],[42.12060302 84.87939698] ; [23.87939698 48.12060302],0
a5,1,0.73153,0.117712,[152  93] ; [71 47],[150.50964187  94.49035813] ; [72.49035813 45.50964187],0
p1,1,0.822152,0.050525,[ 21 223] ; [ 11 107],[ 21.56906077 222.43093923] ; [ 10.43093923 107.56906077],0
a4,1,0.856487,0.032706,[103 140] ; [48 68],[102.20891365 140.79108635] ; [48.79108635 67.20891365],0
p3,1,0.866352,0.028323,[ 87 155] ; [41 76],[ 86.28412256 155.71587744] ; [41.71587744 75.28412256],0
b4,1,0.876768,0.024046,[135 110] ; [64 54],[134.31129477 110.68870523] ; [64.68870523 53.31129477],0
b5,1,0.978599,0.00072,[154  91] ; [74 44],[153.88429752  91.11570248] ; [74.11570248 43.88429752],0
a8,1,0.982187,0.000499,[ 23 199] ; [11 96],[ 22.94224924 199.05775076] ; [11.05775076 95.94224924],0
a2,1,0.998812,2e-06,[ 54 191] ; [26 92],[ 53.99449036 191.00550964] ; [26.00550964 91.99449036],0
