Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a8,1,0.00243,9.192914,[3 2] ; [ 47 313],[0.68493151 4.31506849] ; [ 49.31506849 310.68493151],0
b2,1,0.014505,5.975565,[6 2] ; [ 77 155],[2.76666667 5.23333333] ; [ 80.23333333 151.76666667],0
b3,1,0.014505,5.975565,[6 2] ; [ 77 155],[2.76666667 5.23333333] ; [ 80.23333333 151.76666667],0
v3,1,0.051032,3.807238,[5 2] ; [134 242],[2.54046997 4.45953003] ; [136.45953003 239.54046997],0
s8,1,0.06047,3.524442,[6 2] ; [159 221],[3.40206186 4.59793814] ; [161.59793814 218.40206186],0
a2,1,0.068971,3.307337,[4 4] ; [ 87 298],[1.8524173 6.1475827] ; [ 89.1475827 295.8524173],0
u1,1,0.077321,3.120331,[3 5] ; [ 57 328],[1.22137405 6.77862595] ; [ 58.77862595 326.22137405],0
a1,1,0.078164,3.102676,[2 6] ; [ 30 355],[0.65139949 7.34860051] ; [ 31.34860051 353.65139949],0
s7,1,0.113881,2.499525,[6 2] ; [167 190],[3.79178082 4.20821918] ; [169.20821918 187.79178082],0
d3,1,0.123992,2.366154,[7 1] ; [232 150],[4.9025641 3.0974359] ; [234.0974359 147.9025641],0
d2,1,0.163778,1.938989,[6 2] ; [192 191],[4.0511509 3.9488491] ; [193.9488491 189.0511509],0
p5,1,0.169901,1.883815,[2 5] ; [ 44 335],[0.83419689 6.16580311] ; [ 45.16580311 333.83419689],0
d1,1,0.201264,1.633175,[6 2] ; [201 184],[4.21374046 3.78625954] ; [202.78625954 182.21374046],0
p11,1,0.211336,1.562253,[7 1] ; [256 129],[5.35368957 2.64631043] ; [257.64631043 127.35368957],0
v2,1,0.22679,1.460882,[5 2] ; [179 191],[3.41644562 3.58355438] ; [180.58355438 189.41644562],0
s3,1,0.234173,1.415335,[6 2] ; [204 175],[4.34108527 3.65891473] ; [205.65891473 173.34108527],0
p4,1,0.307146,1.042911,[6 2] ; [217 164],[4.58611825 3.41388175] ; [218.41388175 162.58611825],0
b5,1,0.311883,1.022686,[6 2] ; [220 165],[4.60050891 3.39949109] ; [221.39949109 163.60050891],0
a4,1,0.376647,0.781617,[5 3] ; [179 204],[3.76470588 4.23529412] ; [180.23529412 202.76470588],0
a6,1,0.39231,0.731771,[6 2] ; [230 153],[4.8286445 3.1713555] ; [231.1713555 151.8286445],0
p12,1,0.401797,0.702943,[1 7] ; [ 21 357],[0.45595855 7.54404145] ; [ 21.54404145 356.45595855],0
p2,1,0.41542,0.663235,[7 1] ; [284  95],[6.01550388 1.98449612] ; [284.98449612  94.01550388],0
s2,1,0.417679,0.656837,[5 3] ; [183 198],[3.86632391 4.13367609] ; [184.13367609 196.86632391],0
p10,1,0.418667,0.654055,[6 1] ; [271 106],[5.04947917 1.95052083] ; [271.95052083 105.04947917],0
d5,1,0.438179,0.601048,[7 1] ; [289  93],[6.07179487 1.92820513] ; [289.92820513  92.07179487],0
a7,1,0.483406,0.49117,[6 2] ; [241 142],[5.05370844 2.94629156] ; [241.94629156 141.05370844],0
p7,1,0.487124,0.482873,[6 2] ; [237 139],[5.0625 2.9375] ; [237.9375 138.0625],0
r1,1,0.489658,0.477278,[6 1] ; [285  99],[5.20971867 1.79028133] ; [285.79028133  98.20971867],0
d4,1,0.519952,0.413989,[7 1] ; [298  84],[6.25641026 1.74358974] ; [298.74358974  83.25641026],0
n4,1,0.526413,0.40131,[6 1] ; [290  95],[5.28571429 1.71428571] ; [290.71428571  94.28571429],0
s5,1,0.740668,0.109541,[3 5] ; [118 251],[2.56763926 5.43236074] ; [118.43236074 250.56763926],0
b4,1,0.772831,0.083333,[5 3] ; [221 164],[4.60050891 3.39949109] ; [221.39949109 163.60050891],0
p8,1,0.869708,0.026906,[4 4] ; [177 199],[3.77083333 4.22916667] ; [177.22916667 198.77083333],0
p3,1,0.91781,0.010649,[4 4] ; [197 183],[4.1443299 3.8556701] ; [196.8556701 183.1443299],0
p6,1,0.959746,0.002547,[3 5] ; [137 237],[2.93193717 5.06806283] ; [137.06806283 236.93193717],0
