Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,8e-06,20.013113,[340  68] ; [447 181],[309.93822394  98.06177606] ; [477.06177606 150.93822394],1
p3,1,0.000861,11.104238,[268 145] ; [349 291],[241.99525166 171.00474834] ; [375.00474834 264.99525166],1
p4,1,0.003728,8.411741,[309 104] ; [425 215],[287.88414055 125.11585945] ; [446.11585945 193.88414055],0
p6,1,0.008301,6.96726,[202 211] ; [258 377],[181.27862595 231.72137405] ; [278.72137405 356.27862595],0
p5,1,0.023081,5.162407,[ 78 337] ; [ 87 553],[ 64.90521327 350.09478673] ; [100.09478673 539.90521327],0
p1,1,0.093318,2.816187,[ 50 363] ; [ 57 583],[ 41.96676163 371.03323837] ; [ 65.03323837 574.96676163],0
p11,1,0.112096,2.524415,[370  45] ; [550  91],[361.5530303  53.4469697] ; [558.4469697  82.5530303],0
p12,1,0.129286,2.301052,[ 48 365] ; [ 56 583],[ 40.82889734 372.17110266] ; [ 63.17110266 575.82889734],0
b1,1,0.573286,0.317216,[156 259] ; [230 411],[151.69507576 263.30492424] ; [234.30492424 406.69507576],0
p9,1,0.873919,0.02518,[394  21] ; [609  31],[394.5450237  20.4549763] ; [608.4549763  31.5450237],0
