Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,27.37436,[ 66 217] ; [194 266],[ 99.03095559 183.96904441] ; [160.96904441 299.03095559],1
p8,1,0.01619,5.782087,[104 176] ; [211 246],[119.6743555 160.3256445] ; [195.3256445 261.6743555],0
p2,1,0.048995,3.875541,[215  68] ; [377  83],[225.4858681  57.5141319] ; [366.5141319  93.4858681],0
p5,1,0.064488,3.418039,[ 12 270] ; [ 35 421],[ 17.95934959 264.04065041] ; [ 29.04065041 426.95934959],0
p11,1,0.066089,3.377577,[222  62] ; [386  76],[231.46380697  52.53619303] ; [376.53619303  85.46380697],0
p7,1,0.272617,1.203531,[136 136] ; [245 207],[143.13812155 128.86187845] ; [237.86187845 214.13812155],0
p9,1,0.620846,0.24468,[258  25] ; [425  36],[259.79704301  23.20295699] ; [423.20295699  37.79704301],0
p12,1,0.758103,0.094847,[ 15 267] ; [ 27 434],[ 15.94078062 266.05921938] ; [ 26.05921938 434.94078062],0
b1,1,0.894074,0.017729,[ 97 187] ; [160 302],[ 97.83914209 186.16085791] ; [159.16085791 302.83914209],0
p1,1,0.92223,0.009531,[ 19 265] ; [ 30 431],[ 18.67919463 265.32080537] ; [ 30.32080537 430.67919463],0
