Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a8,1,0.029273,4.751515,[ 1 10] ; [3 2],[2.75 8.25] ; [1.25 3.75],0
s2,1,0.110149,2.552083,[11  1] ; [5 3],[9.6 2.4] ; [6.4 1.6],0
p2,1,0.163187,1.944444,[7 5] ; [7 1],[8.4 3.6] ; [5.6 2.4],0
p7,1,0.197796,1.658574,[5 6] ; [6 2],[6.36842105 4.63157895] ; [4.63157895 3.36842105],0
p10,1,0.215508,1.534035,[7 5] ; [6 1],[8.21052632 3.78947368] ; [4.78947368 2.21052632],0
d3,1,0.291841,1.111111,[8 4] ; [7 1],[9. 3.] ; [6. 2.],0
d2,1,0.306488,1.045752,[11  1] ; [6 2],[10.2  1.8] ; [6.8 1.2],0
s3,1,0.306488,1.045752,[11  1] ; [6 2],[10.2  1.8] ; [6.8 1.2],0
a1,1,0.306488,1.045752,[ 1 11] ; [2 6],[ 1.8 10.2] ; [1.2 6.8],0
b4,1,0.36131,0.833333,[5 7] ; [5 3],[6. 6.] ; [4. 4.],0
p6,1,0.36131,0.833333,[7 5] ; [3 5],[6. 6.] ; [4. 4.],0
v3,1,0.398025,0.714286,[4 4] ; [5 2],[4.8 3.2] ; [4.2 2.8],0
s5,1,0.410117,0.678462,[2 8] ; [3 5],[2.77777778 7.22222222] ; [2.22222222 5.77777778],0
b5,1,0.443939,0.586081,[7 5] ; [6 2],[7.8 4.2] ; [5.2 2.8],0
p3,1,0.456057,0.555556,[8 4] ; [4 4],[7.2 4.8] ; [4.8 3.2],0
p8,1,0.456057,0.555556,[8 4] ; [4 4],[7.2 4.8] ; [4.8 3.2],0
p11,1,0.493563,0.46875,[9 3] ; [7 1],[9.6 2.4] ; [6.4 1.6],0
p12,1,0.493563,0.46875,[3 9] ; [1 7],[2.4 9.6] ; [1.6 6.4],0
a4,1,0.550097,0.357143,[9 3] ; [5 3],[8.4 3.6] ; [5.6 2.4],0
s7,1,0.648077,0.208333,[10  2] ; [6 2],[9.6 2.4] ; [6.4 1.6],0
s8,1,0.648077,0.208333,[10  2] ; [6 2],[9.6 2.4] ; [6.4 1.6],0
r1,1,0.683406,0.166317,[11  1] ; [6 1],[10.73684211  1.26315789] ; [6.26315789 0.73684211],0
n4,1,0.683406,0.166317,[11  1] ; [6 1],[10.73684211  1.26315789] ; [6.26315789 0.73684211],0
a7,1,0.690328,0.15873,[8 4] ; [6 2],[8.4 3.6] ; [5.6 2.4],0
a6,1,0.690328,0.15873,[8 4] ; [6 2],[8.4 3.6] ; [5.6 2.4],0
d5,1,0.760907,0.092593,[11  1] ; [7 1],[10.8  1.2] ; [7.2 0.8],0
u1,1,0.852179,0.034722,[5 7] ; [3 5],[4.8 7.2] ; [3.2 4.8],0
p5,1,0.864591,0.029082,[3 9] ; [2 5],[3.15789474 8.84210526] ; [1.84210526 5.15789474],0
v2,1,0.949272,0.004048,[7 3] ; [5 2],[7.05882353 2.94117647] ; [4.94117647 2.05882353],0
b3,1,1.0,0.0,[9 3] ; [6 2],[9. 3.] ; [6. 2.],0
p4,1,1.0,0.0,[9 3] ; [6 2],[9. 3.] ; [6. 2.],0
a2,1,1.0,0.0,[6 6] ; [4 4],[6. 6.] ; [4. 4.],0
b2,1,1.0,0.0,[9 3] ; [6 2],[9. 3.] ; [6. 2.],0
