Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
u3,1,0.051243,3.800327,[24 19] ; [15 28],[19.5 23.5] ; [19.5 23.5],0
p6,1,0.135344,2.230116,[31 74] ; [23 88],[26.25 78.75] ; [27.75 83.25],0
s8,1,0.213266,1.549118,[31 75] ; [25 89],[26.98181818 79.01818182] ; [29.01818182 84.98181818],0
p7,1,0.213505,1.547498,[51 54] ; [45 67],[46.4516129 58.5483871] ; [49.5483871 62.4516129],0
v4,1,0.232851,1.423358,[95 12] ; [94 19],[91.92272727 15.07727273] ; [97.07727273 15.92272727],0
r3,1,0.247763,1.335874,[97  9] ; [97 15],[94.33027523 11.66972477] ; [99.66972477 12.33027523],0
a7,1,0.248921,1.329348,[63 43] ; [75 37],[67.10091743 38.89908257] ; [70.89908257 41.10091743],0
n4,1,0.251241,1.316387,[72 35] ; [67 45],[67.91324201 39.08675799] ; [71.08675799 40.91324201],0
u4,1,0.282983,1.152709,[  3 104] ; [  1 113],[  1.93665158 105.06334842] ; [  2.06334842 111.93665158],0
n3,1,0.329546,0.950681,[28 10] ; [28 16],[25.95121951 12.04878049] ; [30.04878049 13.95121951],0
p2,1,0.33055,0.946742,[76 31] ; [74 40],[72.62443439 34.37556561] ; [77.37556561 36.62443439],0
r4,1,0.364696,0.821658,[87 20] ; [87 27],[84.24434389 22.75565611] ; [89.75565611 24.24434389],0
n2,1,0.372276,0.796055,[28  9] ; [30 15],[26.17073171 10.82926829] ; [31.82926829 13.17073171],0
s1,1,0.404146,0.695955,[  4 101] ; [  7 104],[ 5.34722222 99.65277778] ; [  5.65277778 105.34722222],0
s5,1,0.431876,0.617774,[24 79] ; [21 90],[21.6588785 81.3411215] ; [23.3411215 87.6588785],0
a6,1,0.434049,0.611966,[64 43] ; [74 40],[66.81447964 40.18552036] ; [71.18552036 42.81447964],0
b4,1,0.459122,0.548034,[69 38] ; [68 46],[66.33031674 40.66968326] ; [70.66968326 43.33031674],0
p1,1,0.470252,0.521383,[  5 100] ; [  8 105],[ 6.26146789 98.73853211] ; [  6.73853211 106.26146789],0
b5,1,0.47359,0.513587,[67 40] ; [66 48],[64.39366516 42.60633484] ; [68.60633484 45.39366516],0
a2,1,0.490161,0.476173,[16 91] ; [21 93],[17.91402715 89.08597285] ; [19.08597285 94.91402715],0
n6,1,0.500409,0.45407,[77 29] ; [76 35],[74.73732719 31.26267281] ; [78.26267281 32.73732719],0
