Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,0.0,127.726148,[600 107] ; [59 83],[548.77856302 158.22143698] ; [110.22143698  31.77856302],1
p2,1,0.0,97.474517,[609  94] ; [72 70],[566.55976331 136.44023669] ; [114.44023669  27.55976331],1
p8,1,0.0,42.843148,[394 304] ; [ 37 104],[358.56734207 339.43265793] ; [72.43265793 68.56734207],1
p7,1,0.0,39.358028,[463 227] ; [55 86],[430.10830325 259.89169675] ; [87.89169675 53.10830325],1
p4,1,0.0,33.089783,[446 258] ; [53 89],[415.24349882 288.75650118] ; [83.75650118 58.24349882],1
p3,1,1e-06,23.606751,[378 327] ; [44 97],[351.66666667 353.33333333] ; [70.33333333 70.66666667],1
p6,1,1e-05,19.448456,[275 425] ; [ 27 111],[252.2673031 447.7326969] ; [49.7326969 88.2673031],1
b1,1,9.4e-05,15.251106,[250 457] ; [75 67],[270.64193168 436.35806832] ; [54.35806832 87.64193168],1
p5,1,0.000714,11.453121,[ 96 605] ; [  5 136],[ 84.08669834 616.91330166] ; [ 16.91330166 124.08669834],1
p12,1,0.001194,10.499577,[ 68 636] ; [  2 139],[ 58.31952663 645.68047337] ; [ 11.68047337 129.31952663],0
p1,1,0.387141,0.747902,[ 66 638] ; [ 10 131],[ 63.3183432 640.6816568] ; [ 12.6816568 128.3183432],0
