Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,196.353882,[ 26 114] ; [336  67],[93.33333333 46.66666667] ; [268.66666667 134.33333333],1
p7,1,0.0,143.190306,[ 31 105] ; [317  82],[88.4635514 47.5364486] ; [259.5364486 139.4635514],1
p8,1,0.0,118.792206,[ 22 120] ; [274 126],[77.5498155 64.4501845] ; [218.4501845 181.5498155],1
p9,1,0.0,94.872291,[72 64] ; [363  37],[110.37313433  25.62686567] ; [324.62686567  75.37313433],1
p10,1,0.0,87.871478,[68 71] ; [349  50],[107.73791822  31.26208178] ; [309.26208178  89.73791822],1
p11,1,0.0,64.356052,[70 73] ; [335  68],[106.07142857  36.92857143] ; [298.92857143 104.07142857],1
p6,1,0.0,62.353896,[ 17 124] ; [198 198],[56.45251397 84.54748603] ; [158.54748603 237.45251397],1
p5,1,6.7e-05,15.884774,[  7 133] ; [ 77 325],[ 21.69741697 118.30258303] ; [ 62.30258303 339.69741697],1
p12,1,0.053833,3.717881,[  8 134] ; [ 45 356],[ 13.86003683 128.13996317] ; [ 39.13996317 361.86003683],0
p1,1,0.147189,2.101143,[ 12 131] ; [ 52 350],[ 16.79266055 126.20733945] ; [ 47.20733945 354.79266055],0
b1,1,0.253615,1.30328,[70 73] ; [175 228],[64.16666667 78.83333333] ; [180.83333333 222.16666667],0
