Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
u1,1,0.009073,6.808343,[ 28 191] ; [3 3],[ 30.17333333 188.82666667] ; [0.82666667 5.17333333],0
p9,1,0.01152,6.38331,[ 71 141] ; [5 1],[ 73.90825688 138.09174312] ; [2.09174312 3.90825688],0
s7,1,0.053577,3.725828,[ 61 144] ; [4 2],[ 63.15165877 141.84834123] ; [1.84834123 4.15165877],0
s6,1,0.065875,3.382938,[ 98 118] ; [5 1],[100.21621622 115.78378378] ; [2.78378378 3.21621622],0
s2,1,0.069363,3.298025,[ 68 148] ; [4 2],[ 70.05405405 145.94594595] ; [1.94594595 4.05405405],0
b1,1,0.091322,2.850918,[106 113] ; [5 1],[108.04 110.96] ; [2.96 3.04],0
s8,1,0.110603,2.54558,[ 48 168] ; [3 3],[ 49.62162162 166.37837838] ; [1.37837838 4.62162162],0
p6,1,0.116479,2.464042,[ 48 165] ; [3 3],[ 49.60273973 163.39726027] ; [1.39726027 4.60273973],0
v1,1,0.119505,2.423795,[ 77 139] ; [4 2],[ 78.81081081 137.18918919] ; [2.18918919 3.81081081],0
n1,1,0.143818,2.136628,[33 53] ; [3 1],[34.4 51.6] ; [1.6 2.4],0
n5,1,0.159483,1.979117,[118  99] ; [5 1],[119.69058296  97.30941704] ; [3.30941704 2.69058296],0
v2,1,0.188113,1.732336,[ 85 128] ; [4 2],[ 86.56164384 126.43835616] ; [2.43835616 3.56164384],0
p2,1,0.192976,1.694752,[131  88] ; [2 4],[129.45333333  89.54666667] ; [3.54666667 2.45333333],0
a4,1,0.199938,1.64283,[ 88 129] ; [4 2],[ 89.52466368 127.47533632] ; [2.47533632 3.52466368],0
a5,1,0.206181,1.598039,[126  93] ; [5 1],[127.50666667  91.49333333] ; [3.49333333 2.50666667],0
s3,1,0.248772,1.330185,[ 92 122] ; [4 2],[ 93.38181818 120.61818182] ; [2.61818182 3.38181818],0
p8,1,0.261805,1.259186,[ 62 153] ; [3 3],[ 63.23529412 151.76470588] ; [1.76470588 4.23529412],0
n6,1,0.306586,1.045326,[136  80] ; [5 1],[137.18918919  78.81081081] ; [3.81081081 2.18918919],0
p7,1,0.315604,1.007078,[ 92 125] ; [1 4],[ 90.90540541 126.09459459] ; [2.09459459 2.90540541],0
a2,1,0.350014,0.873408,[ 40 179] ; [2 4],[ 40.88 178.12] ; [1.12 4.88],0
b3,1,0.354212,0.858312,[44 94] ; [3 3],[45.04166667 92.95833333] ; [1.95833333 4.04166667],0
b2,1,0.354212,0.858312,[44 94] ; [3 3],[45.04166667 92.95833333] ; [1.95833333 4.04166667],0
p1,1,0.361094,0.834086,[ 15 202] ; [1 5],[ 15.56950673 201.43049327] ; [0.43049327 5.56950673],0
p4,1,0.537391,0.380397,[ 82 136] ; [3 3],[ 82.72321429 135.27678571] ; [2.27678571 3.72321429],0
n2,1,0.601171,0.273233,[54 33] ; [3 1],[54.49450549 32.50549451] ; [2.50549451 1.49450549],0
n3,1,0.608813,0.261906,[53 32] ; [3 1],[53.48314607 31.51685393] ; [2.51685393 1.48314607],0
b4,1,0.645424,0.211718,[130  89] ; [3 3],[129.45333333  89.54666667] ; [3.54666667 2.45333333],0
d3,1,0.648346,0.207992,[125  93] ; [4 2],[125.54464286  92.45535714] ; [3.45535714 2.54464286],0
a6,1,0.702983,0.145388,[126  92] ; [3 3],[125.54464286  92.45535714] ; [3.45535714 2.54464286],0
v3,1,0.705925,0.142381,[ 58 152] ; [1 4],[ 57.62790698 152.37209302] ; [1.37209302 3.62790698],0
a3,1,0.71546,0.132884,[128  88] ; [4 2],[128.43243243  87.56756757] ; [3.56756757 2.43243243],0
a7,1,0.738765,0.111215,[130  87] ; [4 2],[130.39461883  86.60538117] ; [3.60538117 2.39461883],0
b5,1,0.83732,0.042158,[137  82] ; [4 2],[137.24  81.76] ; [3.76 2.24],0
u2,1,0.847421,0.037022,[38 50] ; [1 1],[38.13333333 49.86666667] ; [0.86666667 1.13333333],0
p11,1,0.903273,0.014769,[104 115] ; [3 3],[104.14666667 114.85333333] ; [2.85333333 3.14666667],0
p3,1,0.91114,0.012455,[ 68 150] ; [2 4],[ 68.125 149.875] ; [1.875 4.125],0
v4,1,0.912258,0.012142,[177  40] ; [5 1],[177.10313901  39.89686099] ; [4.89686099 1.10313901],0
u3,1,0.963197,0.002129,[44 47] ; [1 1],[44.03225806 46.96774194] ; [0.96774194 1.03225806],0
