Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,89.334259,[174  68] ; [124 252],[116.69255663 125.30744337] ; [181.30744337 194.69255663],1
p2,1,0.0,49.817162,[220  26] ; [245 137],[182.14968153  63.85031847] ; [282.85031847  99.14968153],1
p4,1,0.0,39.381934,[148  98] ; [132 249],[109.85645933 136.14354067] ; [170.14354067 210.85645933],1
p10,1,0.0,33.186519,[211  34] ; [246 131],[180.00803859  64.99196141] ; [276.99196141 100.00803859],1
p3,1,0.0,28.195264,[125 122] ; [113 269],[ 93.45945946 153.54054054] ; [144.54054054 237.45945946],1
p11,1,1e-06,23.770955,[206  42] ; [250 133],[179.22028526  68.77971474] ; [276.77971474 106.22028526],1
p9,1,4e-06,21.420216,[210  34] ; [262 113],[186.0549273  57.9450727] ; [285.9450727  89.0549273],1
p5,1,0.025284,5.004346,[ 23 224] ; [ 18 359],[ 16.22916667 230.77083333] ; [ 24.77083333 352.22916667],0
b1,1,0.057223,3.616084,[ 83 165] ; [157 226],[ 94.32646593 153.67353407] ; [145.67353407 237.32646593],0
p1,1,0.106657,2.603064,[ 20 225] ; [ 19 363],[ 15.23923445 229.76076555] ; [ 23.76076555 358.23923445],0
p12,1,0.767848,0.087138,[ 11 235] ; [ 19 362],[ 11.77033493 234.22966507] ; [ 18.22966507 362.77033493],0
