Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1.1e-05,19.367545,[61 42] ; [22 60],[46.21081081 56.78918919] ; [36.78918919 45.21081081],1
p4,1,5.3e-05,16.347999,[54 50] ; [19 64],[40.59893048 63.40106952] ; [32.40106952 50.59893048],1
p8,1,0.000154,14.320887,[44 60] ; [14 70],[32.08510638 71.91489362] ; [25.91489362 58.08510638],1
p11,1,0.000483,12.180073,[62 42] ; [29 56],[50.07407407 53.92592593] ; [40.92592593 44.07407407],1
p6,1,0.002091,9.467876,[28 73] ; [ 8 75],[19.76086957 81.23913043] ; [16.23913043 66.76086957],0
p10,1,0.032592,4.567058,[31 72] ; [14 70],[24.78609626 78.21390374] ; [20.21390374 63.78609626],0
p3,1,0.073479,3.203535,[37 66] ; [20 64],[31.39572193 71.60427807] ; [25.60427807 58.39572193],0
p5,1,0.499108,0.456832,[  3 101] ; [ 4 80],[  3.87234043 100.12765957] ; [ 3.12765957 80.87234043],0
b1,1,0.600884,0.273665,[56 48] ; [49 36],[57.77777778 46.22222222] ; [47.22222222 37.77777778],0
p12,1,0.891222,0.018703,[  1 102] ; [ 1 84],[  1.09574468 101.90425532] ; [ 0.90425532 84.09574468],0
p1,1,0.906114,0.01391,[ 8 95] ; [ 7 78],[ 8.21808511 94.78191489] ; [ 6.78191489 78.21808511],0
