Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p1,1,0.0,49.574972,[ 30 426] ; [29 63],[ 49.09489051 406.90510949] ; [ 9.90510949 82.09489051],1
p12,1,0.0,44.009626,[ 27 431] ; [26 66],[ 44.13454545 413.86545455] ; [ 8.86545455 83.13454545],1
p3,1,7.6e-05,15.661905,[291 167] ; [78 14],[307.27636364 150.72363636] ; [61.72363636 30.27636364],1
p8,1,0.000122,14.759895,[275 180] ; [75 17],[291.13345521 163.86654479] ; [58.86654479 33.13345521],1
p6,1,0.000241,13.477978,[207 248] ; [60 30],[222.90825688 232.09174312] ; [44.09174312 45.90825688],1
p7,1,0.006354,7.446998,[321 133] ; [77 14],[331.54495413 122.45504587] ; [66.45504587 24.54495413],0
p9,1,0.016491,5.749722,[389  67] ; [87  5],[396.08759124  59.91240876] ; [79.91240876 12.08759124],0
p10,1,0.051166,3.802824,[378  76] ; [84  8],[384.15384615  69.84615385] ; [77.84615385 14.15384615],0
p11,1,0.202611,1.623455,[368  91] ; [79 13],[372.36479129  86.63520871] ; [74.63520871 17.36479129],0
p2,1,0.383549,0.759296,[408  49] ; [84  7],[410.29927007  46.70072993] ; [81.70072993  9.29927007],0
b1,1,0.425122,0.636113,[184 275] ; [41 51],[187.43194192 271.56805808] ; [37.56805808 54.43194192],0
