Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b3,1,0.000365,12.703659,[13  3] ; [170 288],[6.17721519 9.82278481] ; [176.82278481 281.17721519],1
b2,1,0.000365,12.703659,[13  3] ; [170 288],[6.17721519 9.82278481] ; [176.82278481 281.17721519],1
a2,1,0.000829,11.176068,[9 7] ; [156 578],[ 3.52 12.48] ; [161.48 572.52],1
d2,1,0.001008,10.812871,[14  2] ; [336 394],[7.50670241 8.49329759] ; [342.49329759 387.50670241],0
s8,1,0.002719,8.987115,[13  3] ; [317 410],[7.10632571 8.89367429] ; [322.89367429 404.10632571],0
d1,1,0.003198,8.690957,[15  1] ; [418 316],[9.23733333 6.76266667] ; [423.76266667 310.23733333],0
u1,1,0.003839,8.358446,[7 9] ; [120 614],[ 2.70933333 13.29066667] ; [124.29066667 609.70933333],0
a1,1,0.005725,7.63504,[ 3 13] ; [ 31 703],[ 0.72533333 15.27466667] ; [ 33.27466667 700.72533333],0
a4,1,0.010565,6.537064,[12  4] ; [314 417],[6.98259705 9.01740295] ; [319.01740295 411.98259705],0
v3,1,0.011865,6.330886,[9 3] ; [278 432],[4.7700831 7.2299169] ; [282.2299169 427.7700831],0
p5,1,0.01319,6.143496,[ 5 10] ; [ 87 638],[ 1.86486486 13.13513514] ; [ 90.13513514 634.86486486],0
p12,1,0.022691,5.191996,[ 4 12] ; [ 62 661],[ 1.42895805 14.57104195] ; [ 64.57104195 658.42895805],0
v1,1,0.028695,4.785797,[11  2] ; [386 327],[7.10881543 5.89118457] ; [389.89118457 323.10881543],0
s7,1,0.029963,4.711397,[12  4] ; [334 368],[7.71030641 8.28969359] ; [338.28969359 363.71030641],0
s3,1,0.036811,4.359133,[13  3] ; [394 322],[8.89617486 7.10382514] ; [398.10382514 317.89617486],0
s2,1,0.038846,4.267603,[12  4] ; [354 370],[7.91351351 8.08648649] ; [358.08648649 365.91351351],0
a3,1,0.041637,4.149916,[15  1] ; [515 217],[11.3368984  4.6631016] ; [518.6631016 213.3368984],0
p2,1,0.062055,3.481588,[11  5] ; [620 105],[13.62483131  2.37516869] ; [617.37516869 107.62483131],0
s6,1,0.066237,3.373904,[14  2] ; [469 247],[10.55737705  5.44262295] ; [472.44262295 243.55737705],0
b1,1,0.076843,3.130438,[9 7] ; [256 478],[ 5.65333333 10.34666667] ; [259.34666667 474.65333333],0
n5,1,0.102669,2.663593,[15  1] ; [554 172],[12.26954178  3.73045822] ; [556.73045822 169.26954178],0
n1,1,0.1062,2.609884,[3 1] ; [53 96],[1.46405229 2.53594771] ; [54.53594771 94.46405229],0
v2,1,0.156026,2.012322,[10  3] ; [404 301],[7.49582173 5.50417827] ; [406.50417827 298.49582173],0
a5,1,0.194274,1.684902,[14  2] ; [535 198],[11.72763685  4.27236315] ; [537.27236315 195.72763685],0
n2,1,0.217949,1.517826,[2 2] ; [115  35],[3.03896104 0.96103896] ; [113.96103896  36.03896104],0
d3,1,0.239704,1.382335,[13  3] ; [493 239],[10.82352941  5.17647059] ; [495.17647059 236.82352941],0
n3,1,0.266844,1.232901,[2 2] ; [112  38],[2.96103896 1.03896104] ; [111.03896104  38.96103896],0
p3,1,0.327901,0.95717,[10  6] ; [365 363],[8.06451613 7.93548387] ; [366.93548387 361.06451613],0
s4,1,0.330504,0.946921,[ 1 14] ; [115 608],[ 2.35772358 12.64227642] ; [113.64227642 609.35772358],0
a8,1,0.333465,0.935396,[ 3 10] ; [ 92 579],[ 1.80555556 11.19444444] ; [ 93.19444444 577.80555556],0
n6,1,0.366557,0.815304,[15  1] ; [624 103],[13.76043069  2.23956931] ; [625.23956931 101.76043069],0
n4,1,0.380675,0.768522,[14  2] ; [574 158],[12.57754011  3.42245989] ; [575.42245989 156.57754011],0
s1,1,0.408476,0.683233,[ 1 15] ; [ 20 701],[ 0.45590231 15.54409769] ; [ 20.54409769 700.45590231],0
b5,1,0.413707,0.668124,[11  5] ; [430 304],[9.408 6.592] ; [431.592 302.408],0
r1,1,0.417253,0.658038,[14  2] ; [579 152],[12.70147256  3.29852744] ; [580.29852744 150.70147256],0
d5,1,0.431927,0.617636,[14  2] ; [582 150],[12.7486631  3.2513369] ; [583.2513369 148.7486631],0
p4,1,0.506554,0.44118,[11  5] ; [439 286],[9.71659919 6.28340081] ; [440.28340081 284.71659919],0
a6,1,0.558926,0.341568,[12  4] ; [498 233],[10.92369478  5.07630522] ; [499.07630522 231.92369478],0
p6,1,0.562047,0.336172,[7 9] ; [263 454],[ 5.89358799 10.10641201] ; [264.10641201 452.89358799],0
p7,1,0.618753,0.247624,[9 6] ; [469 240],[9.90331492 5.09668508] ; [468.09668508 240.90331492],0
p10,1,0.625329,0.238448,[13  3] ; [618 104],[13.6802168  2.3197832] ; [617.3197832 104.6802168],0
s5,1,0.705346,0.14297,[ 4 10] ; [236 471],[4.66019417 9.33980583] ; [235.33980583 471.66019417],0
p1,1,0.732237,0.117067,[ 1 15] ; [ 63 663],[ 1.38005391 14.61994609] ; [ 62.61994609 663.38005391],0
v4,1,0.791349,0.069992,[15  1] ; [692  35],[15.22476447  0.77523553] ; [691.77523553  35.22476447],0
b4,1,0.799649,0.064415,[9 7] ; [436 298],[9.49333333 6.50666667] ; [435.50666667 298.49333333],0
a7,1,0.854158,0.033788,[11  5] ; [518 213],[11.33065596  4.66934404] ; [517.66934404 213.33065596],0
p8,1,0.979496,0.000661,[9 7] ; [401 316],[8.94952251 7.05047749] ; [401.05047749 315.94952251],0
