Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,6.5e-05,15.936669,[69 35] ; [386  76],[83.60424028 20.39575972] ; [371.39575972  90.60424028],1
p4,1,0.009836,6.664441,[66 38] ; [227 232],[54.12433393 49.87566607] ; [238.87566607 220.12433393],0
p7,1,0.021828,5.259458,[68 34] ; [245 207],[57.62815884 44.37184116] ; [255.37184116 196.62815884],0
p9,1,0.033494,4.520364,[89 15] ; [425  36],[94.61238938  9.38761062] ; [419.38761062  41.61238938],0
b1,1,0.140761,2.169623,[44 60] ; [160 302],[37.48409894 66.51590106] ; [166.51590106 295.48409894],0
p5,1,0.166238,1.916546,[  4 100] ; [ 35 421],[ 7.24285714 96.75714286] ; [ 31.75714286 424.24285714],0
p12,1,0.222066,1.49097,[  3 101] ; [ 27 434],[ 5.52212389 98.47787611] ; [ 24.47787611 436.52212389],0
p1,1,0.264346,1.245855,[10 94] ; [ 30 431],[ 7.36283186 96.63716814] ; [ 32.63716814 428.36283186],0
p3,1,0.458945,0.548467,[48 56] ; [194 266],[44.62411348 59.37588652] ; [197.37588652 262.62411348],0
p2,1,0.68232,0.167526,[87 17] ; [377  83],[85.56028369 18.43971631] ; [378.43971631  81.56028369],0
