Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,95.060754,[44 59] ; [250  28],[79.48031496 23.51968504] ; [214.51968504  63.48031496],1
p3,1,0.0,31.107122,[29 78] ; [163 114],[53.5 53.5] ; [138.5 138.5],1
n5,1,0.0,30.276082,[58 49] ; [227  51],[79.20779221 27.79220779] ; [205.79220779  72.20779221],1
p4,1,2e-06,22.965643,[41 66] ; [182  97],[61.81606218 45.18393782] ; [161.18393782 117.81606218],1
a5,1,3.2e-05,17.292154,[60 47] ; [216  63],[76.50777202 30.49222798] ; [199.49222798  79.50777202],1
p7,1,7.7e-05,15.636923,[51 54] ; [192  81],[67.5 37.5] ; [175.5  97.5],1
s2,1,8.9e-05,15.354142,[35 70] ; [154 122],[52.08661417 52.91338583] ; [136.91338583 139.08661417],1
s7,1,9.3e-05,15.27469,[33 70] ; [145 120],[49.82065217 53.17934783] ; [128.17934783 136.82065217],1
p8,1,0.000121,14.783745,[36 69] ; [156 121],[52.77486911 52.22513089] ; [139.22513089 137.77486911],1
s8,1,0.000155,14.310315,[31 75] ; [141 137],[47.47916667 58.52083333] ; [124.52083333 153.47916667],1
a3,1,0.000221,13.64659,[64 43] ; [218  60],[78.37402597 28.62597403] ; [203.62597403  74.37402597],1
s6,1,0.000683,11.535198,[51 55] ; [181  89],[65.40425532 40.59574468] ; [166.59574468 103.40425532],1
s3,1,0.001498,10.080649,[45 60] ; [167 107],[58.73350923 46.26649077] ; [153.26649077 120.73350923],0
p5,1,0.002433,9.190063,[  4 103] ; [ 41 235],[12.57180157 94.42819843] ; [ 32.42819843 243.57180157],0
p2,1,0.007016,7.268815,[76 31] ; [230  46],[85.48825065 21.51174935] ; [220.51174935  55.48825065],0
n4,1,0.008831,6.856611,[72 35] ; [223  56],[81.7746114 25.2253886] ; [213.2253886  65.7746114],0
v1,1,0.009037,6.815535,[42 63] ; [148 121],[53.34224599 51.65775401] ; [136.65775401 132.34224599],0
s5,1,0.013973,6.041606,[24 79] ; [ 98 169],[33.96216216 69.03783784] ; [ 88.03783784 178.96216216],0
d5,1,0.02069,5.352703,[73 34] ; [220  57],[81.64322917 25.35677083] ; [211.35677083  65.64322917],0
a2,1,0.022902,5.175954,[16 91] ; [ 72 207],[24.39378238 82.60621762] ; [ 63.60621762 215.39378238],0
p6,1,0.027573,4.854557,[31 74] ; [115 160],[40.34210526 64.65789474] ; [105.65789474 169.34210526],0
u2,1,0.035731,4.409882,[20 22] ; [41 19],[25.11764706 16.88235294] ; [35.88235294 24.11764706],0
d1,1,0.045125,4.013977,[50 57] ; [162 117],[58.76683938 48.23316062] ; [153.23316062 125.76683938],0
n6,1,0.053969,3.713647,[77 29] ; [226  51],[83.85900783 22.14099217] ; [219.14099217  57.85900783],0
v3,1,0.062726,3.4638,[30 76] ; [104 166],[37.77659574 68.22340426] ; [ 96.22340426 173.77659574],0
n1,1,0.066754,3.361083,[12 25] ; [28 26],[16.26373626 20.73626374] ; [23.73626374 30.26373626],0
p12,1,0.069975,3.283609,[  3 103] ; [ 22 255],[ 6.91906005 99.08093995] ; [ 18.08093995 258.91906005],0
b5,1,0.10271,2.662944,[67 40] ; [149 130],[59.87564767 47.12435233] ; [156.12435233 122.87564767],0
a4,1,0.110744,2.543569,[44 63] ; [140 139],[51.00518135 55.99481865] ; [132.99481865 146.00518135],0
d4,1,0.120739,2.407704,[79 27] ; [227  51],[84.46875 21.53125] ; [221.53125  56.46875],0
a7,1,0.137529,2.205386,[63 43] ; [187  90],[69.19060052 36.80939948] ; [180.80939948  96.19060052],0
p1,1,0.139489,2.183585,[  5 100] ; [ 26 251],[ 8.52094241 96.47905759] ; [ 22.47905759 254.52094241],0
b4,1,0.16045,1.969981,[69 38] ; [158 121],[62.92487047 44.07512953] ; [164.07512953 114.92487047],0
v4,1,0.163212,1.944208,[95 12] ; [257  19],[98.33942559  8.66057441] ; [253.66057441  22.33942559],0
r4,1,0.211968,1.557935,[87 20] ; [241  38],[90.92227979 16.07772021] ; [237.07772021  41.92227979],0
r1,1,0.23678,1.39966,[79 28] ; [220  57],[83.31510417 23.68489583] ; [215.68489583  61.31510417],0
u3,1,0.262795,1.253975,[24 19] ; [40 20],[26.7184466 16.2815534] ; [37.2815534 22.7184466],0
a1,1,0.268028,1.226813,[  5 102] ; [ 22 257],[ 7.48445596 99.51554404] ; [ 19.51554404 259.48445596],0
d3,1,0.280506,1.164639,[62 45] ; [177 100],[66.59635417 40.40364583] ; [172.40364583 104.59635417],0
v2,1,0.338766,0.915098,[49 55] ; [139 125],[53.13043478 50.86956522] ; [134.86956522 129.13043478],0
u1,1,0.359091,0.841071,[15 92] ; [ 50 229],[18.01813472 88.98186528] ; [ 46.98186528 232.01813472],0
a6,1,0.367905,0.810728,[64 43] ; [180  98],[67.81298701 39.18701299] ; [176.18701299 101.81298701],0
b2,1,0.379996,0.770716,[22 50] ; [ 63 110],[24.97959184 47.02040816] ; [ 60.02040816 112.97959184],0
b3,1,0.379996,0.770716,[22 50] ; [ 63 110],[24.97959184 47.02040816] ; [ 60.02040816 112.97959184],0
s4,1,0.383902,0.758169,[13 92] ; [ 44 232],[15.70866142 89.29133858] ; [ 41.29133858 234.70866142],0
r2,1,0.438021,0.601462,[94 12] ; [251  24],[95.98425197 10.01574803] ; [249.01574803  25.98425197],0
d2,1,0.508822,0.436489,[53 53] ; [150 129],[55.89090909 50.10909091] ; [147.10909091 131.89090909],0
a8,1,0.711894,0.136392,[14 82] ; [ 34 226],[12.94382022 83.05617978] ; [ 35.05617978 224.94382022],0
n2,1,0.752159,0.099725,[28  9] ; [40 15],[27.34782609  9.65217391] ; [40.65217391 14.34782609],0
r3,1,0.774198,0.082305,[97  9] ; [255  21],[97.67539267  8.32460733] ; [254.32460733  21.67539267],0
u4,1,0.874525,0.024937,[  3 104] ; [  7 271],[  2.77922078 104.22077922] ; [  7.22077922 270.77922078],0
s1,1,0.926217,0.008576,[  4 101] ; [ 10 267],[  3.84816754 101.15183246] ; [ 10.15183246 266.84816754],0
n3,1,0.966554,0.001758,[28 10] ; [40 14],[28.08695652  9.91304348] ; [39.91304348 14.08695652],0
