Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,0.0,49.991527,[76 57] ; [563 106],[105.96882793  27.03117207] ; [533.03117207 135.96882793],1
p8,1,4.1e-05,16.824884,[51 79] ; [388 272],[72.24050633 57.75949367] ; [366.75949367 293.24050633],1
p4,1,0.000131,14.622582,[63 69] ; [436 231],[82.43804756 49.56195244] ; [416.56195244 250.43804756],1
p7,1,0.000401,12.52911,[71 61] ; [457 199],[88.44670051 43.55329949] ; [439.55329949 216.44670051],1
p3,1,0.000444,12.337316,[50 83] ; [363 306],[68.49002494 64.50997506] ; [344.50997506 324.49002494],1
p5,1,0.003661,8.444781,[  6 127] ; [ 90 578],[ 15.94007491 117.05992509] ; [ 80.05992509 587.94007491],0
p12,1,0.011117,6.44653,[  3 129] ; [ 58 609],[ 10.077597 121.922403] ; [ 50.922403 616.077597],0
p6,1,0.015782,5.826974,[38 91] ; [270 392],[50.2300885 78.7699115] ; [257.7699115 404.2300885],0
b1,1,0.033919,4.498765,[59 74] ; [232 437],[48.25810474 84.74189526] ; [242.74189526 426.25810474],0
p1,1,0.617684,0.249137,[ 10 121] ; [ 60 608],[ 11.47684606 119.52315394] ; [ 58.52315394 609.47684606],0
