Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b3,1,0.000271,13.261224,[13  3] ; [17 39],[6.66666667 9.33333333] ; [23.33333333 32.66666667],1
b2,1,0.000271,13.261224,[13  3] ; [17 39],[6.66666667 9.33333333] ; [23.33333333 32.66666667],1
p12,1,0.001454,10.136485,[ 4 12] ; [  5 117],[ 1.04347826 14.95652174] ; [  7.95652174 114.04347826],0
p5,1,0.001852,9.691034,[ 5 10] ; [  9 112],[ 1.54411765 13.45588235] ; [ 12.45588235 108.54411765],0
a2,1,0.004696,7.992873,[9 7] ; [28 94],[ 4.28985507 11.71014493] ; [32.71014493 89.28985507],0
d1,1,0.004914,7.910814,[15  1] ; [70 52],[9.85507246 6.14492754] ; [75.14492754 46.85507246],0
s8,1,0.00784,7.069672,[13  3] ; [56 66],[8. 8.] ; [61. 61.],0
v3,1,0.009121,6.798998,[9 3] ; [44 77],[4.78195489 7.21804511] ; [48.21804511 72.78195489],0
d2,1,0.00928,6.768199,[14  2] ; [65 57],[9.15942029 6.84057971] ; [69.84057971 52.15942029],0
v1,1,0.012882,6.185216,[11  2] ; [59 63],[6.74074074 6.25925926] ; [63.25925926 58.74074074],0
u1,1,0.013075,6.15897,[7 9] ; [ 21 101],[ 3.24637681 12.75362319] ; [24.75362319 97.24637681],0
n5,1,0.02114,5.31523,[15  1] ; [79 42],[10.97810219  5.02189781] ; [83.02189781 37.97810219],0
a4,1,0.024362,5.068644,[12  4] ; [55 67],[7.76811594 8.23188406] ; [59.23188406 62.76811594],0
a1,1,0.035125,4.439096,[ 3 13] ; [  6 116],[ 1.04347826 14.95652174] ; [  7.95652174 114.04347826],0
s3,1,0.039006,4.260611,[13  3] ; [66 56],[9.15942029 6.84057971] ; [69.84057971 52.15942029],0
a3,1,0.041075,4.172902,[15  1] ; [84 37],[11.5620438  4.4379562] ; [87.4379562 33.5620438],0
p3,1,0.071196,3.255227,[10  6] ; [47 74],[6.65693431 9.34306569] ; [50.34306569 70.65693431],0
v2,1,0.073642,3.199912,[10  3] ; [60 58],[6.94656489 6.05343511] ; [63.05343511 54.94656489],0
s7,1,0.086356,2.941029,[12  4] ; [59 54],[8.80620155 7.19379845] ; [62.19379845 50.80620155],0
a5,1,0.086536,2.937661,[14  2] ; [81 41],[11.01449275  4.98550725] ; [83.98550725 38.01449275],0
n4,1,0.086536,2.937661,[14  2] ; [81 41],[11.01449275  4.98550725] ; [83.98550725 38.01449275],0
n1,1,0.099009,2.721433,[3 1] ; [14 28],[1.47826087 2.52173913] ; [15.52173913 26.47826087],0
s6,1,0.109988,2.554387,[14  2] ; [81 38],[11.25925926  4.74074074] ; [83.74074074 35.25925926],0
n6,1,0.117087,2.45586,[15  1] ; [92 28],[12.58823529  3.41176471] ; [94.41176471 25.58823529],0
a8,1,0.124638,2.358048,[ 3 10] ; [10 99],[ 1.3852459 11.6147541] ; [11.6147541 97.3852459],0
s4,1,0.130645,2.284826,[ 1 14] ; [29 93],[ 3.28467153 11.71532847] ; [26.71532847 95.28467153],0
p4,1,0.132774,2.25977,[11  5] ; [59 62],[8.17518248 7.82481752] ; [61.82481752 59.17518248],0
p8,1,0.135622,2.226947,[9 7] ; [45 77],[6.26086957 9.73913043] ; [47.73913043 74.26086957],0
s2,1,0.177092,1.821857,[12  4] ; [70 52],[9.50724638 6.49275362] ; [72.49275362 49.50724638],0
n2,1,0.25435,1.299253,[2 2] ; [32 10],[2.95652174 1.04347826] ; [31.04347826 10.95652174],0
a6,1,0.265586,1.239406,[12  4] ; [74 48],[9.97101449 6.02898551] ; [76.02898551 45.97101449],0
s5,1,0.33053,0.94682,[ 4 10] ; [48 66],[5.6875 8.3125] ; [46.3125 67.6875],0
d3,1,0.349963,0.873592,[13  3] ; [84 36],[11.41176471  4.58823529] ; [85.58823529 34.41176471],0
n3,1,0.373468,0.792092,[2 2] ; [30 12],[2.7826087 1.2173913] ; [29.2173913 12.7826087],0
r1,1,0.373955,0.790479,[14  2] ; [95 27],[12.63768116  3.36231884] ; [96.36231884 25.63768116],0
d5,1,0.481962,0.494419,[14  2] ; [97 24],[12.96350365  3.03649635] ; [98.03649635 22.96350365],0
p2,1,0.577853,0.309718,[11  5] ; [91 30],[11.91240876  4.08759124] ; [90.08759124 30.91240876],0
b1,1,0.59488,0.282787,[9 7] ; [60 62],[8. 8.] ; [61. 61.],0
b5,1,0.614999,0.252959,[11  5] ; [76 46],[10.08695652  5.91304348] ; [76.91304348 45.08695652],0
p6,1,0.640179,0.218509,[7 9] ; [46 76],[6.14492754 9.85507246] ; [46.85507246 75.14492754],0
a7,1,0.738413,0.111526,[11  5] ; [88 33],[11.5620438  4.4379562] ; [87.4379562 33.5620438],0
p7,1,0.738661,0.111307,[9 6] ; [66 53],[8.39552239 6.60447761] ; [66.60447761 52.39552239],0
p1,1,0.780498,0.077657,[ 1 15] ; [ 10 111],[ 1.28467153 14.71532847] ; [  9.71532847 111.28467153],0
v4,1,0.786911,0.073075,[15  1] ; [112  10],[14.72463768  1.27536232] ; [112.27536232   9.72463768],0
s1,1,0.940592,0.005554,[ 1 15] ; [  7 114],[ 0.93430657 15.06569343] ; [  7.06569343 113.93430657],0
b4,1,0.981395,0.000544,[9 7] ; [69 53],[9.04347826 6.95652174] ; [68.95652174 53.04347826],0
