Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a8,1,0.000472,12.223713,[3 2] ; [10 99],[0.57017544 4.42982456] ; [12.42982456 96.57017544],1
b2,1,0.01383,6.059688,[6 2] ; [17 39],[2.875 5.125] ; [20.125 35.875],0
b3,1,0.01383,6.059688,[6 2] ; [17 39],[2.875 5.125] ; [20.125 35.875],0
a1,1,0.022039,5.24271,[2 6] ; [  6 116],[0.49230769 7.50769231] ; [  7.50769231 114.49230769],0
p5,1,0.05242,3.762306,[2 5] ; [  9 112],[0.6015625 6.3984375] ; [ 10.3984375 110.6015625],0
v3,1,0.063496,3.443628,[5 2] ; [44 77],[2.6796875 4.3203125] ; [46.3203125 74.6796875],0
a2,1,0.085336,2.960229,[4 4] ; [28 94],[1.96923077 6.03076923] ; [30.03076923 91.96923077],0
s8,1,0.110422,2.548177,[6 2] ; [56 66],[3.81538462 4.18461538] ; [58.18461538 63.81538462],0
p4,1,0.150542,2.066752,[6 2] ; [59 62],[4.03100775 3.96899225] ; [60.96899225 60.03100775],0
u1,1,0.151945,2.052612,[3 5] ; [ 21 101],[1.47692308 6.52307692] ; [22.52307692 99.47692308],0
s7,1,0.211599,1.560451,[6 2] ; [59 54],[4.29752066 3.70247934] ; [60.70247934 52.29752066],0
d2,1,0.231916,1.429075,[6 2] ; [65 57],[4.36923077 3.63076923] ; [66.63076923 55.36923077],0
s3,1,0.249273,1.327374,[6 2] ; [66 56],[4.43076923 3.56923077] ; [67.56923077 54.43076923],0
p12,1,0.272567,1.203783,[1 7] ; [  5 117],[0.36923077 7.63076923] ; [  5.63076923 116.36923077],0
p7,1,0.280336,1.16546,[6 2] ; [66 53],[4.53543307 3.46456693] ; [67.46456693 51.53543307],0
n4,1,0.288745,1.125463,[6 1] ; [81 41],[4.72093023 2.27906977] ; [82.27906977 39.72093023],0
v2,1,0.289616,1.121407,[5 2] ; [60 58],[3.64 3.36] ; [61.36 56.64],0
d3,1,0.29042,1.117672,[7 1] ; [84 36],[5.6875 2.3125] ; [85.3125 34.6875],0
d1,1,0.327147,0.960159,[6 2] ; [70 52],[4.67692308 3.32307692] ; [71.32307692 50.67692308],0
a4,1,0.33839,0.91652,[5 3] ; [55 67],[3.69230769 4.30769231] ; [56.30769231 65.69230769],0
a6,1,0.419162,0.652664,[6 2] ; [74 48],[4.92307692 3.07692308] ; [75.07692308 46.92307692],0
p2,1,0.430608,0.621184,[7 1] ; [91 30],[6.07751938 1.92248062] ; [91.92248062 29.07751938],0
p8,1,0.458385,0.549835,[4 4] ; [45 77],[3.01538462 4.98461538] ; [45.98461538 76.01538462],0
b5,1,0.470699,0.520334,[6 2] ; [76 46],[5.04615385 2.95384615] ; [76.95384615 45.04615385],0
p3,1,0.531906,0.390748,[4 4] ; [47 74],[3.1627907 4.8372093] ; [47.8372093 73.1627907],0
d5,1,0.611236,0.258379,[7 1] ; [97 24],[6.4496124 1.5503876] ; [97.5503876 23.4496124],0
r1,1,0.624369,0.239774,[6 1] ; [95 27],[5.48062016 1.51937984] ; [95.51937984 26.48062016],0
d4,1,0.653705,0.201261,[7 1] ; [99 23],[6.52307692 1.47692308] ; [99.47692308 22.52307692],0
b4,1,0.742288,0.108126,[5 3] ; [69 53],[4.55384615 3.44615385] ; [69.44615385 52.55384615],0
s2,1,0.776317,0.080725,[5 3] ; [70 52],[4.61538462 3.38461538] ; [70.38461538 51.61538462],0
s5,1,0.798507,0.065168,[3 5] ; [48 66],[3.3442623 4.6557377] ; [47.6557377 66.3442623],0
a7,1,0.888646,0.019605,[6 2] ; [88 33],[5.82945736 2.17054264] ; [88.17054264 32.82945736],0
p6,1,0.990756,0.000134,[3 5] ; [46 76],[3.01538462 4.98461538] ; [45.98461538 76.01538462],0
