Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a8,1,0.003005,8.804351,[3 2] ; [ 92 579],[0.70266272 4.29733728] ; [ 94.29733728 576.70266272],0
a1,1,0.004579,8.038543,[2 6] ; [ 31 703],[0.35579515 7.64420485] ; [ 32.64420485 701.35579515],0
b2,1,0.028449,4.800635,[6 2] ; [170 288],[3.02145923 4.97854077] ; [172.97854077 285.02145923],0
b3,1,0.028449,4.800635,[6 2] ; [170 288],[3.02145923 4.97854077] ; [172.97854077 285.02145923],0
a2,1,0.049259,3.866516,[4 4] ; [156 578],[1.72506739 6.27493261] ; [158.27493261 575.72506739],0
s8,1,0.075168,3.166393,[6 2] ; [317 410],[3.51564626 4.48435374] ; [319.48435374 407.51564626],0
v3,1,0.082142,3.022006,[5 2] ; [278 432],[2.76290098 4.23709902] ; [280.23709902 429.76290098],0
d2,1,0.102172,2.671302,[6 2] ; [336 394],[3.70731707 4.29268293] ; [338.29268293 391.70731707],0
u1,1,0.109588,2.560149,[3 5] ; [120 614],[1.32614555 6.67385445] ; [121.67385445 612.32614555],0
s7,1,0.122632,2.383373,[6 2] ; [334 368],[3.83098592 4.16901408] ; [336.16901408 365.83098592],0
p5,1,0.181824,1.78265,[2 5] ; [ 87 638],[0.8510929 6.1489071] ; [ 88.1489071 636.8510929],0
d3,1,0.225935,1.466268,[7 1] ; [493 239],[5.40540541 2.59459459] ; [494.59459459 237.40540541],0
s3,1,0.258572,1.276388,[6 2] ; [394 322],[4.4198895 3.5801105] ; [395.5801105 320.4198895],0
a4,1,0.266975,1.232224,[5 3] ; [314 417],[3.45331529 4.54668471] ; [315.54668471 415.45331529],0
d1,1,0.304813,1.05302,[6 2] ; [418 316],[4.57142857 3.42857143] ; [419.42857143 314.57142857],0
b5,1,0.348157,0.880165,[6 2] ; [430 304],[4.70080863 3.29919137] ; [431.29919137 302.70080863],0
p4,1,0.40532,0.692487,[6 2] ; [439 286],[4.85675307 3.14324693] ; [440.14324693 284.85675307],0
s2,1,0.443952,0.586046,[5 3] ; [354 370],[3.92349727 4.07650273] ; [355.07650273 368.92349727],0
v2,1,0.452021,0.565578,[5 2] ; [404 301],[4.02106742 2.97893258] ; [404.97893258 300.02106742],0
d5,1,0.576949,0.311193,[7 1] ; [582 150],[6.36756757 1.63243243] ; [582.63243243 149.36756757],0
p7,1,0.598589,0.277129,[6 2] ; [469 240],[5.29986053 2.70013947] ; [469.70013947 239.29986053],0
n4,1,0.639992,0.218753,[6 1] ; [574 158],[5.49391069 1.50608931] ; [574.50608931 157.49391069],0
d4,1,0.651157,0.204444,[7 1] ; [593 137],[6.50406504 1.49593496] ; [593.49593496 136.50406504],0
r1,1,0.672508,0.178683,[6 1] ; [579 152],[5.54878049 1.45121951] ; [579.45121951 151.54878049],0
a6,1,0.677969,0.172421,[6 2] ; [498 233],[5.45602165 2.54397835] ; [498.54397835 232.45602165],0
p12,1,0.694039,0.154748,[1 7] ; [ 62 661],[0.68946648 7.31053352] ; [ 62.31053352 660.68946648],0
p8,1,0.737045,0.112741,[4 4] ; [401 316],[4.46896552 3.53103448] ; [400.53103448 316.46896552],0
a7,1,0.797719,0.06569,[6 2] ; [518 213],[5.67253045 2.32746955] ; [518.32746955 212.67253045],0
s5,1,0.805982,0.060326,[3 5] ; [236 471],[2.67412587 5.32587413] ; [236.32587413 470.67412587],0
b4,1,0.859058,0.031532,[5 3] ; [436 298],[4.75471698 3.24528302] ; [436.24528302 297.75471698],0
p2,1,0.874,0.025148,[7 1] ; [620 105],[6.8431105 1.1568895] ; [620.1568895 104.8431105],0
p6,1,0.961859,0.002287,[3 5] ; [263 454],[2.93517241 5.06482759] ; [263.06482759 453.93517241],0
p10,1,0.992897,7.9e-05,[6 1] ; [618 104],[5.99176955 1.00823045] ; [618.00823045 103.99176955],0
p3,1,0.993834,6e-05,[4 4] ; [365 363],[4.01086957 3.98913043] ; [364.98913043 363.01086957],0
