Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,2e-06,23.010641,[425  63] ; [38 22],[412.30656934  75.69343066] ; [50.69343066  9.30656934],1
p7,1,4e-06,21.466952,[371 118] ; [28 31],[356.0419708 132.9580292] ; [42.9580292 16.0419708],1
p9,1,9e-06,19.794817,[436  54] ; [41 19],[424.96363636  65.03636364] ; [52.03636364  7.96363636],1
p8,1,0.00011,14.958607,[325 165] ; [24 35],[311.49362477 178.50637523] ; [37.50637523 21.49362477],1
p11,1,0.002693,9.004789,[408  85] ; [40 20],[399.39240506  93.60759494] ; [48.60759494 11.39240506],0
p6,1,0.016529,5.74575,[247 243] ; [20 39],[238.30601093 251.69398907] ; [28.69398907 30.30601093],0
p3,1,0.070526,3.270726,[336 156] ; [34 26],[329.7826087 162.2173913] ; [40.2173913 19.7826087],0
p1,1,0.130896,2.281842,[ 56 436] ; [ 3 57],[ 52.58695652 439.41304348] ; [ 6.41304348 53.58695652],0
p5,1,0.383549,0.759296,[ 84 408] ; [ 7 49],[ 81.70072993 410.29927007] ; [ 9.29927007 46.70072993],0
b1,1,0.47138,0.51874,[198 295] ; [27 33],[200.58770344 292.41229656] ; [24.41229656 35.58770344],0
p12,1,0.727413,0.1215,[ 48 445] ; [ 5 55],[ 47.24954792 445.75045208] ; [ 5.75045208 54.24954792],0
