Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.146575,2.107537,[66 65] ; [142 102],[72.66133333 58.33866667] ; [135.33866667 108.66133333],0
u3,1,0.17494,1.840092,[27 17] ; [43 45],[23.33333333 20.66666667] ; [46.66666667 41.33333333],0
d3,1,0.184668,1.759648,[73 56] ; [154  88],[78.92991914 50.07008086] ; [148.07008086  93.92991914],0
a7,1,0.245163,1.350661,[80 51] ; [163  80],[85.11497326 45.88502674] ; [157.88502674  85.11497326],0
p8,1,0.255459,1.2932,[31 98] ; [ 71 169],[35.65853659 93.34146341] ; [ 66.34146341 173.65853659],0
p9,1,0.260478,1.266217,[66 60] ; [137  97],[71.05 54.95] ; [131.95 102.05],0
s7,1,0.26789,1.227519,[54 63] ; [ 89 134],[49.20882353 67.79117647] ; [ 93.79117647 129.20882353],0
r2,1,0.287286,1.132296,[110  21] ; [211  29],[113.34501348  17.65498652] ; [207.65498652  32.34501348],0
r3,1,0.315386,1.007987,[98 33] ; [192  50],[101.84986595  29.15013405] ; [188.15013405  53.84986595],0
a1,1,0.319355,0.991585,[ 13 119] ; [ 17 228],[ 10.50397878 121.49602122] ; [ 19.49602122 225.50397878],0
v2,1,0.325613,0.966267,[49 81] ; [101 134],[53.42465753 76.57534247] ; [ 96.57534247 138.42465753],0
r4,1,0.336922,0.922109,[88 44] ; [175  70],[92.08488064 39.91511936] ; [170.91511936  74.08488064],0
p3,1,0.360344,0.836694,[53 77] ; [ 87 155],[48.92473118 81.07526882] ; [ 91.07526882 150.92473118],0
p10,1,0.401437,0.704017,[60 68] ; [122 115],[63.82465753 64.17534247] ; [118.17534247 118.82465753],0
d2,1,0.449823,0.571097,[69 61] ; [119 124],[65.5227882 64.4772118] ; [122.4772118 120.5227882],0
n1,1,0.467931,0.526858,[25 29] ; [39 58],[22.88741722 31.11258278] ; [41.11258278 55.88741722],0
d1,1,0.506603,0.441078,[61 71] ; [122 123],[64.07427056 67.92572944] ; [118.92572944 126.07427056],0
p1,1,0.509069,0.43598,[ 14 117] ; [ 21 223],[ 12.22666667 118.77333333] ; [ 22.77333333 221.22666667],0
s6,1,0.541564,0.372649,[76 52] ; [134 105],[73.24250681 54.75749319] ; [136.75749319 102.24250681],0
u1,1,0.556665,0.345512,[ 17 115] ; [ 37 208],[ 18.9071618 113.0928382] ; [ 35.0928382 209.9071618],0
u2,1,0.578294,0.309001,[21 22] ; [38 49],[19.51538462 23.48461538] ; [39.48461538 47.51538462],0
s5,1,0.588948,0.29199,[40 86] ; [ 67 164],[37.76470588 88.23529412] ; [ 69.23529412 161.76470588],0
n4,1,0.610279,0.259769,[85 47] ; [150  93],[82.72 49.28] ; [152.28  90.72],0
n5,1,0.612956,0.255893,[82 49] ; [145  97],[79.72386059 51.27613941] ; [147.27613941  94.72386059],0
p4,1,0.615234,0.252623,[58 72] ; [101 140],[55.71428571 74.28571429] ; [103.28571429 137.71428571],0
p5,1,0.645248,0.211944,[  7 122] ; [ 16 225],[  8.01891892 120.98108108] ; [ 14.98108108 226.01891892],0
v4,1,0.648705,0.207537,[107  24] ; [203  40],[108.5828877  22.4171123] ; [201.4171123  41.5828877],0
n2,1,0.655418,0.199138,[33 22] ; [63 36],[34.28571429 20.71428571] ; [61.71428571 37.28571429],0
s2,1,0.669194,0.182546,[61 70] ; [108 136],[59.03733333 71.96266667] ; [109.96266667 134.03733333],0
v3,1,0.676856,0.173686,[38 89] ; [ 75 159],[39.7534626 87.2465374] ; [ 73.2465374 160.7534626],0
r1,1,0.683309,0.166425,[88 44] ; [167  76],[89.76 42.24] ; [165.24  77.76],0
d4,1,0.701607,0.146806,[95 35] ; [182  61],[96.54155496 33.45844504] ; [180.45844504  62.54155496],0
a2,1,0.720561,0.127956,[ 27 105] ; [ 54 191],[ 28.36074271 103.63925729] ; [ 52.63925729 192.36074271],0
s8,1,0.722116,0.126475,[43 87] ; [ 76 167],[41.47453083 88.52546917] ; [ 77.52546917 165.47453083],0
a4,1,0.725005,0.123748,[58 73] ; [103 140],[56.39304813 74.60695187] ; [104.60695187 138.39304813],0
p12,1,0.734023,0.115449,[  4 126] ; [  6 236],[  3.49462366 126.50537634] ; [  6.50537634 235.49462366],0
n6,1,0.751375,0.100379,[82 48] ; [156  85],[83.39622642 46.60377358] ; [154.60377358  86.39622642],0
b2,1,0.753057,0.09898,[22 51] ; [41 86],[22.995 50.005] ; [40.005 86.995],0
b3,1,0.753057,0.09898,[22 51] ; [41 86],[22.995 50.005] ; [40.005 86.995],0
a3,1,0.757827,0.095071,[87 45] ; [155  86],[85.64075067 46.35924933] ; [156.35924933  84.64075067],0
