Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.079008,3.085185,[4 4] ; [8 1],[5.64705882 2.35294118] ; [6.35294118 2.64705882],0
p2,1,0.143687,2.138024,[7 5] ; [11  2],[8.64 3.36] ; [9.36 3.64],0
a8,1,0.222969,1.48516,[ 1 10] ; [3 7],[2.0952381 8.9047619] ; [1.9047619 8.0952381],0
b3,1,0.238271,1.390797,[9 3] ; [12  1],[10.08  1.92] ; [10.92  2.08],0
b2,1,0.238271,1.390797,[9 3] ; [12  1],[10.08  1.92] ; [10.92  2.08],0
p7,1,0.239113,1.385814,[5 6] ; [9 4],[6.41666667 4.58333333] ; [7.58333333 5.41666667],0
v1,1,0.263552,1.25,[7 3] ; [9 1],[8. 2.] ; [8. 2.],0
d3,1,0.293803,1.102114,[8 4] ; [11  2],[9.12 2.88] ; [9.88 3.12],0
a1,1,0.315086,1.009234,[ 1 11] ; [ 3 10],[ 1.92 10.08] ; [ 2.08 10.92],0
p5,1,0.386476,0.75,[3 9] ; [5 7],[4. 8.] ; [4. 8.],0
s5,1,0.407094,0.687273,[2 8] ; [4 7],[2.85714286 7.14285714] ; [3.14285714 7.85714286],0
a5,1,0.490279,0.475913,[10  2] ; [12  1],[10.56  1.44] ; [11.44  1.56],0
p1,1,0.490279,0.475913,[ 2 10] ; [ 1 12],[ 1.44 10.56] ; [ 1.56 11.44],0
s8,1,0.490279,0.475913,[10  2] ; [12  1],[10.56  1.44] ; [11.44  1.56],0
s6,1,0.490279,0.475913,[10  2] ; [12  1],[10.56  1.44] ; [11.44  1.56],0
b4,1,0.542541,0.37085,[5 7] ; [7 6],[5.76 6.24] ; [6.24 6.76],0
p4,1,0.548186,0.360577,[9 3] ; [11  2],[9.6 2.4] ; [10.4  2.6],0
a2,1,0.561471,0.337163,[6 6] ; [8 5],[6.72 5.28] ; [7.28 5.72],0
a6,1,0.568261,0.3256,[8 4] ; [10  3],[8.64 3.36] ; [9.36 3.64],0
p3,1,0.568261,0.3256,[8 4] ; [10  3],[8.64 3.36] ; [9.36 3.64],0
s2,1,0.587793,0.293803,[11  1] ; [11  2],[10.56  1.44] ; [11.44  1.56],0
r1,1,0.587793,0.293803,[11  1] ; [11  2],[10.56  1.44] ; [11.44  1.56],0
n4,1,0.587793,0.293803,[11  1] ; [11  2],[10.56  1.44] ; [11.44  1.56],0
d5,1,0.587793,0.293803,[11  1] ; [11  2],[10.56  1.44] ; [11.44  1.56],0
d2,1,0.587793,0.293803,[11  1] ; [11  2],[10.56  1.44] ; [11.44  1.56],0
v2,1,0.605577,0.266667,[7 3] ; [8 2],[7.5 2.5] ; [7.5 2.5],0
p12,1,0.748233,0.103022,[3 9] ; [4 9],[3.36 8.64] ; [3.64 9.36],0
p6,1,0.821348,0.050991,[7 5] ; [7 6],[6.72 5.28] ; [7.28 5.72],0
u1,1,0.87018,0.026709,[5 7] ; [5 8],[4.8 7.2] ; [5.2 7.8],0
b5,1,0.87018,0.026709,[7 5] ; [8 5],[7.2 4.8] ; [7.8 5.2],0
a7,1,0.890787,0.018854,[8 4] ; [9 4],[8.16 3.84] ; [8.84 4.16],0
p8,1,0.890787,0.018854,[8 4] ; [9 4],[8.16 3.84] ; [8.84 4.16],0
a4,1,0.910443,0.012652,[9 3] ; [10  3],[9.12 2.88] ; [9.88 3.12],0
s7,1,0.930388,0.007631,[10  2] ; [11  2],[10.08  1.92] ; [10.92  2.08],0
s3,1,0.952933,0.003484,[11  1] ; [12  1],[11.04  0.96] ; [11.96  1.04],0
s4,1,0.952933,0.003484,[ 1 11] ; [ 1 12],[ 0.96 11.04] ; [ 1.04 11.96],0
s1,1,0.952933,0.003484,[ 1 11] ; [ 1 12],[ 0.96 11.04] ; [ 1.04 11.96],0
