Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,1.4e-05,18.892864,[425  50] ; [48 20],[413.76611418  61.23388582] ; [59.23388582  8.76611418],1
p11,1,0.001686,9.863611,[389  88] ; [45 24],[379.15384615  97.84615385] ; [54.84615385 14.15384615],0
p7,1,0.00318,8.701164,[247 220] ; [47 18],[258.07894737 208.92105263] ; [35.92105263 29.07894737],0
p1,1,0.015026,5.913373,[ 30 445] ; [10 59],[ 34.92647059 440.07352941] ; [ 5.07352941 63.92647059],0
p3,1,0.12435,2.361651,[198 278] ; [22 47],[192.14678899 283.85321101] ; [27.85321101 41.14678899],0
p2,1,0.140216,2.175588,[392  82] ; [52 17],[387.5801105  86.4198895] ; [56.4198895 12.5801105],0
b1,1,0.155347,2.018941,[159 318] ; [29 40],[164.24175824 312.75824176] ; [23.75824176 45.24175824],0
p5,1,0.296945,1.087862,[ 37 433] ; [ 3 66],[ 34.87940631 435.12059369] ; [ 5.12059369 63.87940631],0
p12,1,0.599229,0.276161,[ 29 447] ; [ 3 64],[ 28.05156538 447.94843462] ; [ 3.94843462 63.05156538],0
p8,1,0.953742,0.003365,[210 262] ; [30 38],[209.77777778 262.22222222] ; [30.22222222 37.77777778],0
