Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a1,1,0.000573,11.862277,[ 18 576] ; [2 6],[ 19.73421927 574.26578073] ; [0.26578073 7.73421927],1
a8,1,0.001893,9.650755,[ 68 465] ; [3 2],[ 70.3401487 462.6598513] ; [0.6598513 4.3401487],0
b2,1,0.033491,4.520491,[134 219] ; [6 2],[136.89750693 216.10249307] ; [3.10249307 4.89750693],0
b3,1,0.033491,4.520491,[134 219] ; [6 2],[136.89750693 216.10249307] ; [3.10249307 4.89750693],0
s8,1,0.042818,4.10258,[234 356] ; [6 2],[236.78929766 353.21070234] ; [3.21070234 4.78929766],0
a2,1,0.043674,4.069127,[123 471] ; [4 4],[125.31229236 468.68770764] ; [1.68770764 6.31229236],0
v3,1,0.076296,3.142082,[219 349] ; [5 2],[221.27304348 346.72695652] ; [2.72695652 4.27304348],0
d2,1,0.08577,2.952024,[263 327] ; [6 2],[265.40133779 324.59866221] ; [3.59866221 4.40133779],0
s7,1,0.091379,2.849909,[256 312] ; [6 2],[258.36111111 309.63888889] ; [3.63888889 4.36111111],0
p5,1,0.10857,2.574913,[ 59 528] ; [2 5],[ 60.28114478 526.71885522] ; [0.71885522 6.28114478],0
u1,1,0.123144,2.376869,[100 494] ; [3 5],[101.63122924 492.36877076] ; [1.36877076 6.63122924],0
a4,1,0.203413,1.617702,[238 353] ; [5 3],[239.75459098 351.24540902] ; [3.24540902 4.75459098],0
s3,1,0.215912,1.531335,[307 272] ; [6 2],[308.73424191 270.26575809] ; [4.26575809 3.73424191],0
p4,1,0.263376,1.250924,[323 262] ; [6 2],[324.56155143 260.43844857] ; [4.43844857 3.56155143],0
d3,1,0.284567,1.145148,[415 177] ; [7 1],[416.37333333 175.62666667] ; [5.62666667 2.37333333],0
d1,1,0.308482,1.037163,[339 255] ; [6 2],[340.41528239 253.58471761] ; [4.58471761 3.41528239],0
p7,1,0.37097,0.800413,[339 232] ; [6 2],[340.23316062 230.76683938] ; [4.76683938 3.23316062],0
s2,1,0.39979,0.708958,[279 308] ; [5 3],[280.18151261 306.81848739] ; [3.81848739 4.18151261],0
b5,1,0.428321,0.627373,[364 230] ; [6 2],[365.08305648 228.91694352] ; [4.91694352 3.08305648],0
v2,1,0.449079,0.572976,[326 244] ; [5 2],[326.98440208 243.01559792] ; [4.01559792 2.98440208],0
n4,1,0.467733,0.527326,[434 156] ; [6 1],[434.84087102 155.15912898] ; [5.15912898 1.84087102],0
d5,1,0.594824,0.282874,[474 119] ; [7 1],[474.59733777 118.40266223] ; [6.40266223 1.59733777],0
p11,1,0.617745,0.249049,[478 116] ; [7 1],[478.55481728 115.44518272] ; [6.44518272 1.55481728],0
d4,1,0.628178,0.23454,[477 114] ; [7 1],[477.53589316 113.46410684] ; [6.46410684 1.53589316],0
r1,1,0.629112,0.233267,[461 129] ; [6 1],[461.52428811 128.47571189] ; [5.47571189 1.52428811],0
p12,1,0.642996,0.214845,[ 47 540] ; [1 7],[ 47.35462185 539.64537815] ; [0.64537815 7.35462185],0
p3,1,0.700684,0.147761,[255 335] ; [4 4],[255.53511706 334.46488294] ; [3.46488294 4.53511706],0
p2,1,0.703536,0.14482,[485 104] ; [7 1],[485.40703518 103.59296482] ; [6.59296482 1.40703518],0
a6,1,0.72639,0.122452,[410 182] ; [6 2],[410.45333333 181.54666667] ; [5.54666667 2.45333333],0
p10,1,0.732725,0.116624,[469 113] ; [6 1],[469.35483871 112.64516129] ; [5.64516129 1.35483871],0
s5,1,0.765052,0.089314,[185 384] ; [3 5],[185.39341421 383.60658579] ; [2.60658579 5.39341421],0
p6,1,0.765821,0.088712,[189 392] ; [3 5],[189.39219015 391.60780985] ; [2.60780985 5.39219015],0
b4,1,0.83809,0.041753,[350 244] ; [5 3],[350.28239203 243.71760797] ; [4.71760797 3.28239203],0
p8,1,0.965287,0.001894,[295 286] ; [4 4],[294.93887946 286.06112054] ; [4.06112054 3.93887946],0
a7,1,0.971739,0.001255,[440 151] ; [6 2],[440.04340568 150.95659432] ; [5.95659432 2.04340568],0
