Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,247.107493,[425  50] ; [ 36 111],[352.04983923 122.95016077] ; [108.95016077  38.04983923],1
p11,1,0.0,72.856244,[389  88] ; [68 80],[348.7824 128.2176] ; [108.2176  39.7824],1
p2,1,0.0,66.580791,[392  82] ; [73 75],[354.35691318 119.64308682] ; [110.64308682  37.35691318],1
p8,1,4e-06,21.420216,[210 262] ; [ 34 113],[186.0549273 285.9450727] ; [57.9450727 89.0549273],1
b1,1,4.2e-05,16.795338,[159 318] ; [77 71],[180.1152 296.8848] ; [55.8848 92.1152],1
p7,1,0.000339,12.840589,[247 220] ; [52 93],[228.15849673 238.84150327] ; [70.84150327 74.15849673],1
p3,1,0.001006,10.816186,[198 278] ; [ 39 108],[181.07865169 294.92134831] ; [55.92134831 91.07865169],0
p4,1,0.002257,9.327662,[231 244] ; [50 96],[214.93558776 260.06441224] ; [66.06441224 79.93558776],0
p12,1,0.007382,7.177586,[ 29 447] ; [  1 146],[ 22.92134831 453.07865169] ; [  7.07865169 139.92134831],0
p5,1,0.028628,4.789825,[ 37 433] ; [  4 143],[ 31.23176661 438.76823339] ; [  9.76823339 137.23176661],0
p1,1,0.932659,0.00714,[ 30 445] ; [  9 138],[ 29.7829582 445.2170418] ; [  9.2170418 137.7829582],0
