Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,8.3e-05,15.487967,[341  46] ; [36 17],[331.58863636  55.41136364] ; [45.41136364  7.58863636],1
p10,1,8.7e-05,15.406723,[340  46] ; [36 17],[330.60592255  55.39407745] ; [45.39407745  7.60592255],1
p2,1,0.000386,12.596669,[357  29] ; [41 12],[349.9498861  36.0501139] ; [48.0501139  4.9498861],1
p3,1,0.007744,7.091809,[261 125] ; [26 27],[252.35079727 133.64920273] ; [34.64920273 18.35079727],0
p5,1,0.018759,5.523836,[ 72 315] ; [ 3 50],[ 65.96590909 321.03409091] ; [ 9.03409091 43.96590909],0
p4,1,0.06754,3.34182,[299  87] ; [35 18],[293.67653759  92.32346241] ; [40.32346241 12.67653759],0
p1,1,0.248289,1.332907,[ 44 340] ; [ 9 44],[ 46.57208238 337.42791762] ; [ 6.42791762 46.57208238],0
b1,1,0.375403,0.7857,[156 231] ; [18 35],[153.04090909 233.95909091] ; [20.95909091 32.04090909],0
p12,1,0.749387,0.102047,[ 42 344] ; [ 5 48],[ 41.32574032 344.67425968] ; [ 5.67425968 47.32574032],0
p9,1,0.981537,0.000536,[341  44] ; [47  6],[341.05022831  43.94977169] ; [46.94977169  6.05022831],0
