Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
u1,1,0.01153,6.381703,[3 3] ; [ 17 115],[0.86956522 5.13043478] ; [ 19.13043478 112.86956522],0
p9,1,0.137343,2.207474,[5 1] ; [66 60],[3.22727273 2.77272727] ; [67.77272727 58.22727273],0
p8,1,0.152003,2.052034,[3 3] ; [31 98],[1.51111111 4.48888889] ; [32.48888889 96.51111111],0
v2,1,0.154785,2.024451,[4 2] ; [49 81],[2.33823529 3.66176471] ; [50.66176471 79.33823529],0
p2,1,0.194419,1.68381,[2 4] ; [78 52],[3.52941176 2.47058824] ; [76.47058824 53.52941176],0
v1,1,0.211259,1.562774,[4 2] ; [54 78],[2.52173913 3.47826087] ; [55.47826087 76.52173913],0
p6,1,0.228839,1.448062,[3 3] ; [35 93],[1.70149254 4.29850746] ; [36.29850746 91.70149254],0
s6,1,0.240784,1.376,[5 1] ; [76 52],[3.62686567 2.37313433] ; [77.37313433 50.62686567],0
n1,1,0.267642,1.228792,[3 1] ; [25 29],[1.93103448 2.06896552] ; [26.06896552 27.93103448],0
p7,1,0.269954,1.21698,[1 4] ; [58 71],[2.20149254 2.79850746] ; [56.79850746 72.20149254],0
a5,1,0.277429,1.179643,[5 1] ; [81 51],[3.73913043 2.26086957] ; [82.26086957 49.73913043],0
a4,1,0.281237,1.161102,[4 2] ; [58 73],[2.71532847 3.28467153] ; [59.28467153 71.71532847],0
n5,1,0.30217,1.064594,[5 1] ; [82 49],[3.81021898 2.18978102] ; [83.18978102 47.81021898],0
n6,1,0.312272,1.021041,[5 1] ; [82 48],[3.83823529 2.16176471] ; [83.16176471 46.83823529],0
b3,1,0.314604,1.011248,[3 3] ; [22 51],[1.89873418 4.10126582] ; [23.10126582 49.89873418],0
b2,1,0.314604,1.011248,[3 3] ; [22 51],[1.89873418 4.10126582] ; [23.10126582 49.89873418],0
s7,1,0.326251,0.963722,[4 2] ; [54 63],[2.82926829 3.17073171] ; [55.17073171 61.82926829],0
s2,1,0.334928,0.92975,[4 2] ; [61 70],[2.84671533 3.15328467] ; [62.15328467 68.84671533],0
s8,1,0.391647,0.733824,[3 3] ; [43 87],[2.02941176 3.97058824] ; [43.97058824 86.02941176],0
s3,1,0.393497,0.728108,[4 2] ; [64 67],[2.97810219 3.02189781] ; [65.02189781 65.97810219],0
a2,1,0.448873,0.573495,[2 4] ; [ 27 105],[1.26086957 4.73913043] ; [ 27.73913043 104.26086957],0
n2,1,0.552579,0.352717,[3 1] ; [33 22],[2.44067797 1.55932203] ; [33.55932203 21.44067797],0
d3,1,0.625938,0.237609,[4 2] ; [73 56],[3.42222222 2.57777778] ; [73.57777778 55.42222222],0
v3,1,0.633402,0.227475,[1 4] ; [38 89],[1.47727273 3.52272727] ; [37.52272727 89.47727273],0
p1,1,0.646455,0.210399,[1 5] ; [ 14 117],[0.65693431 5.34306569] ; [ 14.34306569 116.65693431],0
n3,1,0.679221,0.171004,[3 1] ; [35 19],[2.62068966 1.37931034] ; [35.37931034 18.62068966],0
p3,1,0.716717,0.13166,[2 4] ; [53 77],[2.42647059 3.57352941] ; [52.57352941 77.42647059],0
u3,1,0.747415,0.103716,[1 1] ; [27 17],[1.2173913 0.7826087] ; [26.7826087 17.2173913],0
b4,1,0.770017,0.08547,[3 3] ; [74 58],[3.34782609 2.65217391] ; [73.65217391 58.34782609],0
a7,1,0.783077,0.075796,[4 2] ; [80 51],[3.67883212 2.32116788] ; [80.32116788 50.67883212],0
b5,1,0.793936,0.068227,[4 2] ; [81 51],[3.69565217 2.30434783] ; [81.30434783 50.69565217],0
p4,1,0.795416,0.067228,[3 3] ; [58 72],[2.69117647 3.30882353] ; [58.30882353 71.69117647],0
v4,1,0.918306,0.01052,[5 1] ; [107  24],[4.90510949 1.09489051] ; [107.09489051  23.90510949],0
a3,1,0.969451,0.001467,[4 2] ; [87 45],[3.95652174 2.04347826] ; [87.04347826 44.95652174],0
u2,1,0.974346,0.001034,[1 1] ; [21 22],[0.97777778 1.02222222] ; [21.02222222 21.97777778],0
a6,1,0.985412,0.000334,[3 3] ; [66 65],[3.02189781 2.97810219] ; [65.97810219 65.02189781],0
