Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,0.0,118.967386,[59 83] ; [563 106],[108.90752158  33.09247842] ; [513.09247842 155.90752158],1
p8,1,0.0,49.412165,[ 37 104] ; [388 272],[74.81273408 66.18726592] ; [350.18726592 309.81273408],1
p7,1,0.0,47.483324,[55 86] ; [457 199],[90.57967378 50.42032622] ; [421.42032622 234.57967378],1
p4,1,0.0,38.509187,[53 89] ; [436 231],[85.83189122 56.16810878] ; [403.16810878 263.83189122],1
p3,1,1e-06,24.759339,[44 97] ; [363 306],[70.84814815 70.15185185] ; [336.15185185 332.84814815],1
p6,1,3e-06,22.029513,[ 27 111] ; [270 392],[51.2325 86.7675] ; [245.7675 416.2325],1
b1,1,5.2e-05,16.38168,[75 67] ; [232 437],[53.75339088 88.24660912] ; [253.24660912 415.75339088],1
p5,1,0.000877,11.070172,[  5 136] ; [ 90 578],[ 16.55747837 124.44252163] ; [ 78.44252163 589.55747837],1
p12,1,0.002749,8.966719,[  2 139] ; [ 58 609],[ 10.47029703 130.52970297] ; [ 49.52970297 617.47029703],0
p1,1,0.46826,0.526078,[ 10 131] ; [ 60 608],[ 12.20024722 128.79975278] ; [ 57.79975278 610.20024722],0
