Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.010316,6.579413,[515 217] ; [218  60],[531.24356436 200.75643564] ; [201.75643564  76.24356436],0
r3,1,0.013305,6.128137,[701  28] ; [255  21],[693.45671642  35.54328358] ; [262.54328358  13.45671642],0
p3,1,0.01351,6.101016,[365 363] ; [163 114],[382.47164179 345.52835821] ; [145.52835821 131.47164179],0
a1,1,0.019376,5.467248,[ 31 703] ; [ 22 257],[ 38.40276407 695.59723593] ; [ 14.59723593 264.40276407],0
d2,1,0.02783,4.838582,[336 394] ; [150 129],[351.61546085 378.38453915] ; [134.38453915 144.61546085],0
n1,1,0.036333,4.381409,[53 96] ; [28 26],[59.45320197 89.54679803] ; [21.54679803 32.45320197],0
a4,1,0.039042,4.259028,[314 417] ; [140 139],[328.58811881 402.41188119] ; [125.41188119 153.58811881],0
s8,1,0.042757,4.104991,[317 410] ; [141 137],[331.30945274 395.69054726] ; [126.69054726 151.30945274],0
s7,1,0.047664,3.92179,[334 368] ; [145 120],[347.73319545 354.26680455] ; [131.26680455 133.73319545],0
s2,1,0.050987,3.808711,[354 370] ; [154 122],[367.792 356.208] ; [140.208 135.792],0
n5,1,0.068219,3.325365,[554 172] ; [227  51],[564.74701195 161.25298805] ; [216.25298805  61.74701195],0
s3,1,0.092564,2.829207,[394 322] ; [167 107],[405.73333333 310.26666667] ; [155.26666667 118.73333333],0
n6,1,0.095349,2.78167,[624 103] ; [226  51],[615.48804781 111.51195219] ; [234.51195219  42.48804781],0
a2,1,0.121122,2.402753,[156 578] ; [ 72 207],[165.20434353 568.79565647] ; [ 62.79565647 216.20434353],0
p6,1,0.135843,2.224429,[263 454] ; [115 160],[273.21169355 443.78830645] ; [104.78830645 170.21169355],0
b5,1,0.136808,2.213504,[430 304] ; [149 130],[419.53208292 314.46791708] ; [159.46791708 119.53208292],0
a5,1,0.149862,2.073652,[535 198] ; [216  63],[543.9555336 189.0444664] ; [207.0444664  71.9555336],0
p4,1,0.171343,1.871153,[439 286] ; [182  97],[448.4312749 276.5687251] ; [172.5687251 106.4312749],0
r4,1,0.181365,1.786404,[656  78] ; [241  38],[649.94866732  84.05133268] ; [247.05133268  31.94866732],0
u2,1,0.188872,1.726392,[128  89] ; [41 19],[132.39350181  84.60649819] ; [36.60649819 23.39350181],0
v2,1,0.193821,1.68833,[404 301] ; [139 125],[395.0619195 309.9380805] ; [147.9380805 116.0619195],0
v4,1,0.19461,1.682369,[692  35] ; [257  19],[687.85942173  39.14057827] ; [261.14057827  14.85942173],0
p7,1,0.210889,1.565311,[469 240] ; [192  81],[477.23930754 231.76069246] ; [183.76069246  89.23930754],0
p5,1,0.226749,1.461138,[ 87 638] ; [ 41 235],[ 92.70729271 632.29270729] ; [ 35.29270729 240.70729271],0
u3,1,0.238855,1.38734,[127  91] ; [40 20],[130.95683453  87.04316547] ; [36.04316547 23.95683453],0
r2,1,0.252214,1.311001,[676  48] ; [251  24],[671.81981982  52.18018018] ; [255.18018018  19.81981982],0
p9,1,0.267925,1.227339,[631  91] ; [250  28],[636.082  85.918] ; [244.918  33.082],0
a7,1,0.300022,1.074096,[518 213] ; [187  90],[511.26488095 219.73511905] ; [193.73511905  83.26488095],0
d3,1,0.300352,1.072629,[493 239] ; [177 100],[486.0654113 245.9345887] ; [183.9345887  93.0654113],0
a6,1,0.307269,1.042379,[498 233] ; [180  98],[491.19722498 239.80277502] ; [186.80277502  91.19722498],0
s5,1,0.329682,0.950147,[236 471] ; [ 98 169],[242.44147844 464.55852156] ; [ 91.55852156 175.44147844],0
p2,1,0.388284,0.74431,[620 105] ; [230  46],[615.63436563 109.36563437] ; [234.36563437  41.63436563],0
b4,1,0.423924,0.639413,[436 298] ; [158 121],[430.40078973 303.59921027] ; [163.59921027 115.40078973],0
s1,1,0.488467,0.479901,[ 20 701] ; [ 10 267],[ 21.67334669 699.32665331] ; [  8.32665331 268.67334669],0
u1,1,0.549683,0.357886,[120 614] ; [ 50 229],[123.1786772 610.8213228] ; [ 46.8213228 232.1786772],0
n2,1,0.560603,0.338661,[115  35] ; [40 15],[113.41463415  36.58536585] ; [41.58536585 13.41463415],0
n4,1,0.59859,0.277128,[574 158] ; [223  56],[577.05637982 154.94362018] ; [219.94362018  59.05637982],0
s6,1,0.650363,0.205442,[469 247] ; [181  89],[472.00811359 243.99188641] ; [177.99188641  92.00811359],0
p1,1,0.724202,0.124502,[ 63 663] ; [ 26 251],[ 64.42073779 661.57926221] ; [ 24.57926221 252.42073779],0
p12,1,0.746684,0.104339,[ 62 661] ; [ 22 255],[ 60.732 662.268] ; [ 23.268 253.732],0
d1,1,0.74834,0.102931,[418 316] ; [162 117],[420.25666338 313.74333662] ; [159.74333662 119.25666338],0
a8,1,0.799737,0.064357,[ 92 579] ; [ 34 226],[ 90.81203008 580.18796992] ; [ 35.18796992 224.81203008],0
v1,1,0.804725,0.061126,[386 327] ; [148 121],[387.7209776 325.2790224] ; [146.2790224 122.7209776],0
v3,1,0.855185,0.033309,[278 432] ; [104 166],[276.75510204 433.24489796] ; [105.24489796 164.75510204],0
b3,1,0.87057,0.026548,[170 288] ; [ 63 110],[169.11885895 288.88114105] ; [ 63.88114105 109.11885895],0
b2,1,0.87057,0.026548,[170 288] ; [ 63 110],[169.11885895 288.88114105] ; [ 63.88114105 109.11885895],0
d4,1,0.877885,0.023609,[593 137] ; [227  51],[593.84920635 136.15079365] ; [226.15079365  51.84920635],0
p8,1,0.911514,0.01235,[401 316] ; [156 121],[401.77967807 315.22032193] ; [155.22032193 121.77967807],0
n3,1,0.931719,0.007341,[112  38] ; [40 14],[111.76470588  38.23529412] ; [40.23529412 13.76470588],0
r1,1,0.939856,0.005693,[579 152] ; [220  57],[579.43353175 151.56646825] ; [219.56646825  57.43353175],0
d5,1,0.975967,0.000908,[582 150] ; [220  57],[581.82755203 150.17244797] ; [220.17244797  56.82755203],0
s4,1,0.988878,0.000194,[115 608] ; [ 44 232],[115.07207207 607.92792793] ; [ 43.92792793 232.07207207],0
