Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.000282,13.183124,[97  9] ; [85 32],[86.51121076 19.48878924] ; [95.48878924 21.51121076],1
p2,1,0.000536,11.987769,[76 31] ; [57 61],[63.24888889 43.75111111] ; [69.75111111 48.24888889],1
r4,1,0.000842,11.146382,[87 20] ; [72 46],[75.61333333 31.38666667] ; [83.38666667 34.61333333],1
n6,1,0.006919,7.293795,[77 29] ; [64 52],[67.32432432 38.67567568] ; [73.67567568 42.32432432],0
v4,1,0.007932,7.048681,[95 12] ; [87 29],[87.32735426 19.67264574] ; [94.67264574 21.32735426],0
b1,1,0.008972,6.828472,[43 64] ; [68 50],[52.78666667 54.21333333] ; [58.21333333 59.78666667],0
p9,1,0.021245,5.306604,[44 59] ; [32 83],[35.90825688 67.09174312] ; [40.09174312 74.90825688],0
r1,1,0.02346,5.134143,[79 28] ; [69 47],[71.01345291 35.98654709] ; [76.98654709 39.01345291],0
n2,1,0.033321,4.529197,[28  9] ; [29 25],[23.17582418 13.82417582] ; [33.82417582 20.17582418],0
s8,1,0.033693,4.510197,[31 75] ; [20 96],[24.35135135 81.64864865] ; [26.64864865 89.35135135],0
p6,1,0.036128,4.391054,[31 74] ; [20 94],[24.45205479 80.54794521] ; [26.54794521 87.45205479],0
p7,1,0.056016,3.651593,[51 54] ; [42 75],[43.98648649 61.01351351] ; [49.01351351 67.98648649],0
v2,1,0.063512,3.443211,[49 55] ; [40 75],[42.26484018 61.73515982] ; [46.73515982 68.26484018],0
n3,1,0.069593,3.292585,[28 10] ; [28 23],[23.91011236 14.08988764] ; [32.08988764 18.91011236],0
s1,1,0.097448,2.746817,[  4 101] ; [ 11 106],[ 7.09459459 97.90540541] ; [  7.90540541 109.09459459],0
s5,1,0.11495,2.484812,[24 79] ; [17 97],[19.46082949 83.53917051] ; [21.53917051 92.46082949],0
b4,1,0.11838,2.438629,[69 38] ; [64 54],[63.24888889 43.75111111] ; [69.75111111 48.24888889],0
p8,1,0.1303,2.288929,[36 69] ; [29 87],[30.88235294 74.11764706] ; [34.11764706 81.88235294],0
r2,1,0.148121,2.091498,[94 12] ; [94 21],[90.1719457 15.8280543] ; [97.8280543 17.1719457],0
