Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,72.323307,[407  41] ; [59 44],[378.8892922  69.1107078] ; [87.1107078 15.8892922],1
p9,1,0.0,34.503887,[408  41] ; [72 32],[389.72875226  59.27124774] ; [90.27124774 13.72875226],1
p8,1,2e-06,22.690127,[305 142] ; [45 59],[283.93829401 163.06170599] ; [66.06170599 37.93829401],1
p7,1,1.8e-05,18.364846,[342 103] ; [59 46],[324.44545455 120.55454545] ; [76.55454545 28.44545455],1
b1,1,0.000851,11.127279,[169 282] ; [58 47],[184.13129496 266.86870504] ; [42.86870504 62.13129496],1
p2,1,0.002693,9.004789,[408  40] ; [85 20],[399.39240506  48.60759494] ; [93.60759494 11.39240506],0
p3,1,0.053418,3.730809,[310 140] ; [62 43],[301.62162162 148.37837838] ; [70.37837838 34.62162162],0
p12,1,0.06377,3.436529,[ 48 402] ; [  5 100],[ 42.97297297 407.02702703] ; [10.02702703 94.97297297],0
p6,1,0.064432,3.419468,[225 221] ; [42 62],[216.51272727 229.48727273] ; [50.48727273 53.51272727],0
p5,1,0.202611,1.623455,[ 79 368] ; [13 91],[ 74.63520871 372.36479129] ; [17.36479129 86.63520871],0
p1,1,0.749942,0.10158,[ 47 402] ; [12 92],[ 47.90415913 401.09584087] ; [11.09584087 92.90415913],0
