Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,71.029656,[122 115] ; [469 113],[171.02197802  65.97802198] ; [419.97802198 162.02197802],1
n2,1,0.06234,3.474009,[63 36] ; [112  38],[69.57831325 29.42168675] ; [105.42168675  44.57831325],0
d3,1,0.068779,3.311924,[154  88] ; [415 177],[165.10551559  76.89448441] ; [403.89448441 188.10551559],0
v3,1,0.082235,3.020158,[ 75 159] ; [219 349],[ 85.78054863 148.21945137] ; [208.21945137 359.78054863],0
d5,1,0.082509,3.014769,[181  62] ; [474 119],[190.38875598  52.61124402] ; [464.61124402 128.38875598],0
n1,1,0.083505,2.99532,[39 58] ; [ 44 105],[32.72764228 64.27235772] ; [50.27235772 98.72764228],0
p6,1,0.088018,2.910259,[ 63 175] ; [189 392],[ 73.23076923 164.76923077] ; [178.76923077 402.23076923],0
p5,1,0.120197,2.414758,[ 16 225] ; [ 59 528],[ 21.82971014 219.17028986] ; [ 53.17028986 533.82971014],0
u2,1,0.168359,1.897499,[38 49] ; [103  93],[43.34628975 43.65371025] ; [97.65371025 98.34628975],0
s7,1,0.187929,1.733778,[ 89 134] ; [256 312],[ 97.26295828 125.73704172] ; [247.73704172 320.26295828],0
s3,1,0.22162,1.493854,[117 125] ; [307 272],[124.97929354 117.02070646] ; [299.02070646 279.97929354],0
n3,1,0.235832,1.405338,[60 36] ; [104  45],[64.26122449 31.73877551] ; [99.73877551 49.26122449],0
d2,1,0.247218,1.338954,[119 124] ; [263 327],[111.43577431 131.56422569] ; [270.56422569 319.43577431],0
b2,1,0.254346,1.299273,[41 86] ; [134 219],[46.30208333 80.69791667] ; [128.69791667 224.30208333],0
b3,1,0.254346,1.299273,[41 86] ; [134 219],[46.30208333 80.69791667] ; [128.69791667 224.30208333],0
s4,1,0.283152,1.1519,[ 51 193] ; [104 483],[ 45.51143201 198.48856799] ; [109.48856799 477.51143201],0
b4,1,0.308278,1.03804,[135 110] ; [350 244],[141.62693683 103.37306317] ; [343.37306317 250.62693683],0
s5,1,0.332926,0.937483,[ 67 164] ; [185 384],[ 72.765 158.235] ; [179.235 389.765],0
a8,1,0.356576,0.849916,[ 23 199] ; [ 68 465],[ 26.75761589 195.24238411] ; [ 64.24238411 468.75761589],0
s2,1,0.389803,0.739556,[108 136] ; [279 308],[113.63176895 130.36823105] ; [273.36823105 313.63176895],0
a3,1,0.419317,0.652229,[155  86] ; [396 193],[159.98915663  81.01084337] ; [391.01084337 197.98915663],0
u1,1,0.53692,0.381278,[ 37 208] ; [100 494],[ 40.00595948 204.99404052] ; [ 96.99404052 497.00595948],0
a4,1,0.572191,0.319031,[103 140] ; [238 353],[ 99.35611511 143.64388489] ; [241.64388489 349.35611511],0
a2,1,0.666802,0.185366,[ 54 191] ; [123 471],[ 51.68653159 193.31346841] ; [125.31346841 468.68653159],0
b5,1,0.668999,0.182776,[154  91] ; [364 230],[151.26340882  93.73659118] ; [366.73659118 227.26340882],0
u3,1,0.736745,0.113008,[43 45] ; [100  96],[44.30985915 43.69014085] ; [98.69014085 97.30985915],0
p1,1,0.980539,0.000595,[ 21 223] ; [ 51 538],[ 21.09003601 222.90996399] ; [ 50.90996399 538.09003601],0
