Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,71.029656,[122 115] ; [469 113],[171.02197802  65.97802198] ; [419.97802198 162.02197802],1
p9,1,0.0,70.364496,[137  97] ; [497  84],[182.03190184  51.96809816] ; [451.96809816 129.03190184],1
r3,1,0.0,46.228945,[192  50] ; [558  31],[218.41155235  23.58844765] ; [531.58844765  57.41155235],1
n6,1,0.0,42.175042,[156  85] ; [497  88],[190.52421308  50.47578692] ; [462.47578692 122.52421308],1
p2,1,0.0,41.937945,[149  94] ; [485 104],[185.17067308  57.82932692] ; [448.82932692 140.17067308],1
r4,1,0.0,34.263134,[175  70] ; [523  71],[203.82598331  41.17401669] ; [494.17401669  99.82598331],1
p8,1,0.0,30.870871,[ 71 169] ; [295 286],[106.99147381 133.00852619] ; [259.00852619 321.99147381],1
v4,1,2e-06,23.125176,[203  40] ; [553  35],[221.06859206  21.93140794] ; [534.93140794  53.06859206],1
p7,1,0.000173,14.103962,[107 131] ; [339 232],[131.20889988 106.79110012] ; [314.79110012 256.20889988],1
v2,1,0.000239,13.497936,[101 134] ; [326 244],[124.65217391 110.34782609] ; [302.34782609 267.65217391],1
p4,1,0.000506,12.09451,[101 140] ; [323 262],[123.7094431 117.2905569] ; [300.2905569 284.7094431],1
n4,1,0.000698,11.49552,[150  93] ; [434 156],[170.36254502  72.63745498] ; [413.63745498 176.36254502],1
r2,1,0.00103,10.773487,[211  29] ; [551  32],[222.21142163  17.78857837] ; [539.78857837  43.21142163],0
n5,1,0.001273,10.381561,[145  97] ; [417 167],[164.65375303  77.34624697] ; [397.34624697 186.65375303],0
a6,1,0.002143,9.422658,[142 102] ; [410 182],[161.11004785  82.88995215] ; [390.88995215 201.11004785],0
p12,1,0.003099,8.748308,[  6 236] ; [ 47 540],[ 15.47165259 226.52834741] ; [ 37.52834741 549.47165259],0
r1,1,0.004151,8.216564,[167  76] ; [461 129],[183.19807923  59.80192077] ; [444.80192077 145.19807923],0
v1,1,0.005337,7.761563,[ 99 144] ; [297 281],[117.20828258 125.79171742] ; [278.79171742 299.20828258],0
a1,1,0.010037,6.628336,[ 17 228] ; [ 18 576],[ 10.2205006 234.7794994] ; [ 24.7794994 569.2205006],0
s1,1,0.018092,5.587254,[ 18 224] ; [ 21 562],[ 11.44 230.56] ; [ 27.56 555.44],0
s8,1,0.022857,5.179368,[ 76 167] ; [234 356],[ 90.43217287 152.56782713] ; [219.56782713 370.43217287],0
s6,1,0.026862,4.899655,[134 105] ; [375 208],[147.99391727  91.00608273] ; [361.00608273 221.99391727],0
a7,1,0.030642,4.672925,[163  80] ; [440 151],[175.6942446  67.3057554] ; [427.3057554 163.6942446],0
a5,1,0.036863,4.356751,[152  93] ; [412 181],[164.89260143  80.10739857] ; [399.10739857 193.89260143],0
p3,1,0.052917,3.746524,[ 87 155] ; [255 335],[ 99.47596154 142.52403846] ; [242.52403846 347.47596154],0
d1,1,0.054146,3.708195,[122 123] ; [339 255],[134.61859356 110.38140644] ; [326.38140644 267.61859356],0
d4,1,0.060996,3.510086,[182  61] ; [477 114],[192.01079137  50.98920863] ; [466.98920863 124.01079137],0
