Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,154.801036,[32 83] ; [250  28],[82.51908397 32.48091603] ; [199.48091603  78.51908397],1
p2,1,0.0,51.269429,[57 61] ; [230  46],[85.95431472 32.04568528] ; [201.04568528  74.95431472],1
p7,1,0.0,40.457875,[42 75] ; [192  81],[70.2 46.8] ; [163.8 109.2],1
s8,1,0.0,37.960978,[20 96] ; [141 137],[47.40101523 68.59898477] ; [113.59898477 164.40101523],1
p8,1,0.0,32.186568,[29 87] ; [156 121],[54.60559796 61.39440204] ; [130.39440204 146.60559796],1
r4,1,0.0,31.978171,[72 46] ; [241  38],[93.03274559 24.96725441] ; [219.96725441  59.03274559],1
n6,1,0.0,29.500563,[64 52] ; [226  51],[85.59796438 30.40203562] ; [204.40203562  72.59796438],1
n5,1,0.0,28.001468,[65 51] ; [227  51],[85.96954315 30.03045685] ; [206.03045685  71.96954315],1
r3,1,0.0,27.447526,[85 32] ; [255  21],[101.22137405  15.77862595] ; [238.77862595  37.22137405],1
p4,1,0.0,25.678416,[44 73] ; [182  97],[66.77272727 50.22727273] ; [159.22727273 119.77272727],1
v4,1,1e-06,24.944529,[87 29] ; [257  19],[101.79591837  14.20408163] ; [242.20408163  33.79591837],1
p6,1,5e-06,20.956265,[20 94] ; [115 160],[39.56298201 74.43701799] ; [ 95.43701799 179.56298201],1
s7,1,1.1e-05,19.366839,[32 76] ; [145 120],[51.24932976 56.75067024] ; [125.75067024 139.24932976],1
s2,1,1.2e-05,19.220734,[37 80] ; [154 122],[56.86259542 60.13740458] ; [134.13740458 141.86259542],1
p3,1,1.6e-05,18.664059,[41 76] ; [163 114],[60.5786802 56.4213198] ; [143.4213198 133.5786802],1
s5,1,2.2e-05,18.003187,[17 97] ; [ 98 169],[34.40944882 79.59055118] ; [ 80.59055118 186.40944882],1
n4,1,2.5e-05,17.767941,[69 47] ; [223  56],[85.75189873 30.24810127] ; [206.24810127  72.75189873],1
s6,1,4.3e-05,16.727743,[52 64] ; [181  89],[70.02072539 45.97927461] ; [162.97927461 107.02072539],1
r1,1,4.4e-05,16.704484,[69 47] ; [220  57],[85.30279898 30.69720102] ; [203.69720102  73.30279898],1
v1,1,8.9e-05,15.351817,[39 78] ; [148 121],[56.68134715 60.31865285] ; [130.31865285 138.68134715],1
a3,1,9.3e-05,15.272395,[68 47] ; [218  60],[83.68956743 31.31043257] ; [202.31043257  75.68956743],1
a5,1,0.000448,12.318943,[71 47] ; [216  63],[85.30478589 32.69521411] ; [201.69521411  77.30478589],1
v2,1,0.001358,10.262517,[40 75] ; [139 125],[54.31398417 60.68601583] ; [124.68601583 139.31398417],0
s3,1,0.00261,9.061874,[51 64] ; [167 107],[64.44730077 50.55269923] ; [153.55269923 120.44730077],0
u2,1,0.00281,8.926875,[19 29] ; [41 19],[26.66666667 21.33333333] ; [33.33333333 26.66666667],0
p12,1,0.005851,7.595669,[  1 117] ; [ 22 255],[  6.87088608 111.12911392] ; [ 16.12911392 260.87088608],0
p5,1,0.006583,7.383453,[  6 111] ; [ 41 235],[ 13.99236641 103.00763359] ; [ 33.00763359 242.99236641],0
r2,1,0.007207,7.220663,[94 21] ; [251  24],[101.73076923  13.26923077] ; [243.26923077  31.73076923],0
u3,1,0.009547,6.71752,[21 29] ; [40 20],[27.72727273 22.27272727] ; [33.27272727 26.72727273],0
d4,1,0.009589,6.709739,[81 35] ; [227  51],[90.68020305 25.31979695] ; [217.31979695  60.68020305],0
d1,1,0.010558,6.538293,[52 66] ; [162 117],[63.6070529 54.3929471] ; [150.3929471 128.6070529],0
s1,1,0.019367,5.468032,[ 11 106] ; [ 10 267],[  6.23604061 110.76395939] ; [ 14.76395939 262.23604061],0
v3,1,0.027836,4.838225,[29 80] ; [104 166],[38.25065963 70.74934037] ; [ 94.74934037 175.25065963],0
d5,1,0.029503,4.738035,[81 36] ; [220  57],[89.38324873 27.61675127] ; [211.61675127  65.38324873],0
n2,1,0.039371,4.244806,[29 25] ; [40 15],[34.18348624 19.81651376] ; [34.81651376 20.18348624],0
n3,1,0.039843,4.224571,[28 23] ; [40 14],[33.02857143 17.97142857] ; [34.97142857 19.02857143],0
a6,1,0.085651,2.954279,[65 52] ; [180  98],[72.56962025 44.43037975] ; [172.43037975 105.56962025],0
b5,1,0.087617,2.917613,[74 44] ; [149 130],[66.28211587 51.71788413] ; [156.71788413 122.28211587],0
a4,1,0.110726,2.543822,[48 68] ; [140 139],[55.21012658 60.78987342] ; [132.78987342 146.21012658],0
d2,1,0.191457,1.706369,[54 62] ; [150 129],[59.90886076 56.09113924] ; [144.09113924 134.90886076],0
a7,1,0.192906,1.695283,[71 46] ; [187  90],[76.6142132 40.3857868] ; [181.3857868  95.6142132],0
d3,1,0.215301,1.535417,[67 50] ; [177 100],[72.45685279 44.54314721] ; [171.54314721 105.45685279],0
u1,1,0.28602,1.138259,[ 16 102] ; [ 50 229],[19.61712846 98.38287154] ; [ 46.38287154 232.61712846],0
a2,1,0.425593,0.634819,[26 92] ; [ 72 207],[29.12846348 88.87153652] ; [ 68.87153652 210.12846348],0
a8,1,0.457884,0.551061,[11 96] ; [ 34 226],[13.11989101 93.88010899] ; [ 31.88010899 228.11989101],0
n1,1,0.49668,0.462023,[24 29] ; [28 26],[25.75700935 27.24299065] ; [26.24299065 27.75700935],0
a1,1,0.635556,0.224601,[ 11 107] ; [ 22 257],[  9.80856423 108.19143577] ; [ 23.19143577 255.80856423],0
b4,1,0.660648,0.192737,[64 54] ; [158 121],[65.98488665 52.01511335] ; [156.01511335 122.98488665],0
s4,1,0.777318,0.079985,[20 97] ; [ 44 232],[19.05343511 97.94656489] ; [ 44.94656489 231.05343511],0
b3,1,0.801227,0.063383,[25 47] ; [ 63 110],[25.86122449 46.13877551] ; [ 62.13877551 110.86122449],0
b2,1,0.801227,0.063383,[25 47] ; [ 63 110],[25.86122449 46.13877551] ; [ 62.13877551 110.86122449],0
p1,1,0.983997,0.000402,[ 11 107] ; [ 26 251],[ 11.05316456 106.94683544] ; [ 25.94683544 251.05316456],0
u4,1,0.988712,0.0002,[  3 115] ; [  7 271],[  2.97979798 115.02020202] ; [  7.02020202 270.97979798],0
