Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b2,1,0.000144,14.445579,[12  1] ; [119 184],[5.38924051 7.61075949] ; [125.61075949 177.38924051],1
b3,1,0.000144,14.445579,[12  1] ; [119 184],[5.38924051 7.61075949] ; [125.61075949 177.38924051],1
a1,1,0.000239,13.495471,[ 3 10] ; [ 16 469],[ 0.49598394 12.50401606] ; [ 18.50401606 466.49598394],1
s8,1,0.000345,12.807052,[12  1] ; [204 277],[5.68421053 7.31578947] ; [210.31578947 270.68421053],1
a2,1,0.000367,12.693715,[8 5] ; [ 99 386],[ 2.79317269 10.20682731] ; [104.20682731 380.79317269],1
p5,1,0.001018,10.794576,[5 7] ; [ 52 426],[ 1.39591837 10.60408163] ; [ 55.60408163 422.39591837],0
v3,1,0.003292,8.638257,[8 1] ; [187 278],[3.70253165 5.29746835] ; [191.29746835 273.70253165],0
d2,1,0.004585,8.036276,[11  2] ; [216 265],[5.97368421 7.02631579] ; [221.02631579 259.97368421],0
s3,1,0.006462,7.416646,[12  1] ; [256 216],[7.18350515 5.81649485] ; [260.81649485 211.18350515],0
a4,1,0.008688,6.885845,[10  3] ; [196 287],[5.39919355 7.60080645] ; [200.60080645 282.39919355],0
s7,1,0.008913,6.840136,[11  2] ; [223 243],[6.35073069 6.64926931] ; [227.64926931 238.35073069],0
s2,1,0.010703,6.513938,[11  2] ; [233 245],[6.46028513 6.53971487] ; [237.53971487 240.46028513],0
p12,1,0.0127,6.210475,[4 9] ; [ 46 433],[ 1.32113821 11.67886179] ; [ 48.67886179 430.32113821],0
d1,1,0.012956,6.175052,[12  1] ; [281 204],[7.64859438 5.35140562] ; [285.35140562 199.64859438],0
v1,1,0.02536,4.999102,[9 1] ; [256 214],[5.52083333 4.47916667] ; [259.47916667 210.52083333],0
p3,1,0.028869,4.775428,[10  3] ; [223 259],[6.11919192 6.88080808] ; [226.88080808 255.11919192],0
u1,1,0.043403,4.079642,[5 8] ; [ 82 403],[ 2.27108434 10.72891566] ; [ 84.72891566 400.27108434],0
s6,1,0.057675,3.603022,[12  1] ; [321 155],[8.85276074 4.14723926] ; [324.14723926 151.85276074],0
p4,1,0.063177,3.451943,[11  2] ; [282 196],[7.75763747 5.24236253] ; [285.24236253 192.75763747],0
a5,1,0.096272,2.766248,[12  1] ; [345 139],[9.33802817 3.66197183] ; [347.66197183 136.33802817],0
p6,1,0.135246,2.231233,[7 6] ; [161 314],[4.47540984 8.52459016] ; [163.52459016 311.47540984],0
a8,1,0.144905,2.125081,[3 7] ; [ 60 376],[1.41255605 8.58744395] ; [ 61.58744395 374.41255605],0
v2,1,0.18443,1.761561,[8 2] ; [277 191],[5.9623431 4.0376569] ; [279.0376569 188.9623431],0
s1,1,0.253785,1.302349,[ 1 12] ; [ 12 463],[ 0.34631148 12.65368852] ; [ 12.65368852 462.34631148],0
d3,1,0.259974,1.268898,[11  2] ; [339 144],[9.1733871 3.8266129] ; [340.8266129 142.1733871],0
p8,1,0.276951,1.181991,[9 4] ; [256 218],[7.07392197 5.92607803] ; [257.92607803 216.07392197],0
s4,1,0.393285,0.728762,[ 1 12] ; [ 79 398],[ 2.12244898 10.87755102] ; [ 77.87755102 399.12244898],0
n4,1,0.519297,0.415289,[11  2] ; [372 111],[10.03830645  2.96169355] ; [372.96169355 110.03830645],0
a6,1,0.589225,0.291557,[10  3] ; [338 145],[9.12096774 3.87903226] ; [338.87903226 144.12096774],0
b4,1,0.63308,0.227907,[7 6] ; [293 192],[7.8313253 5.1686747] ; [292.1686747 192.8313253],0
p7,1,0.650571,0.205181,[9 4] ; [294 172],[8.22338205 4.77661795] ; [294.77661795 171.22338205],0
r1,1,0.663556,0.189233,[11  2] ; [385  98],[10.37903226  2.62096774] ; [385.62096774  97.37903226],0
a7,1,0.665495,0.186917,[9 4] ; [360 123],[9.67137097 3.32862903] ; [359.32862903 123.67137097],0
d5,1,0.755239,0.097181,[11  2] ; [393  91],[10.56740443  2.43259557] ; [393.43259557  90.56740443],0
p2,1,0.79391,0.068244,[11  2] ; [418  62],[11.31237323  1.68762677] ; [417.68762677  62.31237323],0
p1,1,0.874471,0.024958,[ 1 12] ; [ 43 437],[ 1.16024341 11.83975659] ; [ 42.83975659 437.16024341],0
s5,1,0.88052,0.022593,[4 7] ; [160 308],[3.76617954 7.23382046] ; [160.23382046 307.76617954],0
b5,1,0.958506,0.002707,[8 5] ; [295 190],[7.90963855 5.09036145] ; [295.09036145 189.90963855],0
