Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,117.873225,[122 115] ; [618 104],[182.87799791  54.12200209] ; [557.12200209 164.87799791],1
p9,1,0.0,93.10153,[137  97] ; [631  91],[187.9832636  46.0167364] ; [580.0167364 141.9832636],1
r3,1,0.0,69.579685,[192  50] ; [701  28],[222.56024717  19.43975283] ; [670.43975283  58.56024717],1
p2,1,0.0,65.265579,[149  94] ; [620 105],[193.04442149  49.95557851] ; [575.95557851 149.04442149],1
n6,1,0.0,51.501199,[156  85] ; [624 103],[194.19421488  46.80578512] ; [585.80578512 141.19421488],1
p8,1,0.0,49.925994,[ 71 169] ; [401 316],[118.36990596 121.63009404] ; [353.63009404 363.36990596],1
r4,1,0.0,46.095204,[175  70] ; [656  78],[207.96220633  37.03779367] ; [623.03779367 110.96220633],1
v4,1,0.0,34.627923,[203  40] ; [692  35],[224.21134021  18.78865979] ; [670.78865979  56.21134021],1
p7,1,0.0,33.58158,[107 131] ; [469 240],[144.76029567  93.23970433] ; [431.23970433 277.76029567],1
n4,1,0.0,26.574267,[150  93] ; [574 158],[180.44307692  62.55692308] ; [543.55692308 188.44307692],1
p4,1,0.0,25.501217,[101 140] ; [439 286],[134.72049689 106.27950311] ; [405.27950311 319.72049689],1
b1,1,1e-06,24.324838,[129 116] ; [256 478],[ 96.34831461 148.65168539] ; [288.65168539 445.34831461],1
n5,1,1e-06,24.300688,[145  97] ; [554 172],[174.75  67.25] ; [524.25 201.75],1
p3,1,0.000127,14.690221,[ 87 155] ; [365 363],[112.76701031 129.23298969] ; [339.23298969 388.76701031],1
v2,1,0.000136,14.550192,[101 134] ; [404 301],[126.25 108.75] ; [378.75 326.25],1
v1,1,0.000309,13.013291,[ 99 144] ; [386 327],[123.2792887 119.7207113] ; [361.7207113 351.2792887],1
s8,1,0.000702,11.4852,[ 76 167] ; [317 410],[ 98.45257732 144.54742268] ; [294.54742268 432.45257732],1
r1,1,0.000828,11.17689,[167  76] ; [579 152],[186.11704312  56.88295688] ; [559.88295688 171.11704312],1
a5,1,0.001176,10.527904,[152  93] ; [535 198],[172.10122699  72.89877301] ; [514.89877301 218.10122699],0
s1,1,0.001261,10.398859,[ 18 224] ; [ 20 701],[  9.54932503 232.45067497] ; [ 28.45067497 692.54932503],0
p12,1,0.00134,10.286685,[  6 236] ; [ 62 661],[ 17.05284974 224.94715026] ; [ 50.94715026 672.05284974],0
p6,1,0.003998,8.284855,[ 63 175] ; [263 454],[ 81.24397906 156.75602094] ; [244.75602094 472.24397906],0
a6,1,0.004686,7.996681,[142 102] ; [498 233],[160.16410256  83.83589744] ; [479.83589744 251.16410256],0
r2,1,0.006919,7.293953,[211  29] ; [676  48],[220.82987552  19.17012448] ; [666.17012448  57.82987552],0
s6,1,0.008839,6.855137,[134 105] ; [469 247],[150.9078534  88.0921466] ; [452.0921466 263.9078534],0
u2,1,0.015393,5.870879,[38 49] ; [128  89],[47.50657895 39.49342105] ; [118.49342105  98.50657895],0
p5,1,0.019487,5.457266,[ 16 225] ; [ 87 638],[ 25.69668737 215.30331263] ; [ 77.30331263 647.69668737],0
n2,1,0.025825,4.967713,[63 36] ; [115  35],[70.77108434 28.22891566] ; [107.22891566  42.77108434],0
d4,1,0.033596,4.51515,[182  61] ; [593 137],[193.55087359  49.44912641] ; [581.44912641 148.55087359],0
n3,1,0.042383,4.119843,[60 36] ; [112  38],[67.12195122 28.87804878] ; [104.87804878  45.12195122],0
s7,1,0.04524,4.009661,[ 89 134] ; [334 368],[101.9772973 121.0227027] ; [321.0227027 380.9772973],0
d1,1,0.051281,3.799087,[122 123] ; [418 316],[135.13789581 109.86210419] ; [404.86210419 329.13789581],0
v3,1,0.05145,3.793559,[ 75 159] ; [278 432],[ 87.50211864 146.49788136] ; [265.49788136 444.50211864],0
s3,1,0.071703,3.243588,[117 125] ; [394 322],[129.08350731 112.91649269] ; [381.91649269 334.08350731],0
s4,1,0.073554,3.201882,[ 51 193] ; [115 608],[ 41.88624612 202.11375388] ; [124.11375388 598.88624612],0
a3,1,0.079045,3.084425,[155  86] ; [515 217],[165.95066804  75.04933196] ; [504.04933196 227.95066804],0
a1,1,0.088321,2.904712,[ 17 228] ; [ 31 703],[ 12.01225741 232.98774259] ; [ 35.98774259 698.01225741],0
d5,1,0.100053,2.704698,[181  62] ; [582 150],[190.16307692  52.83692308] ; [572.83692308 159.16307692],0
u3,1,0.134456,2.240289,[43 45] ; [127  91],[48.88888889 39.11111111] ; [121.11111111  96.88888889],0
a8,1,0.196384,1.669067,[ 23 199] ; [ 92 579],[ 28.58902576 193.41097424] ; [ 86.41097424 584.58902576],0
s2,1,0.210214,1.56995,[108 136] ; [354 370],[116.45454545 127.54545455] ; [345.54545455 378.45454545],0
s5,1,0.2169,1.524764,[ 67 164] ; [236 471],[ 74.61940299 156.38059701] ; [228.38059701 478.61940299],0
b4,1,0.237342,1.396315,[135 110] ; [436 298],[142.89581205 102.10418795] ; [428.10418795 305.89581205],0
b5,1,0.237705,1.394156,[154  91] ; [430 304],[146.14913177  98.85086823] ; [437.85086823 296.14913177],0
a7,1,0.265214,1.241333,[163  80] ; [518 213],[169.90041068  73.09958932] ; [511.09958932 219.90041068],0
d3,1,0.288947,1.124523,[154  88] ; [493 239],[160.75359343  81.24640657] ; [486.24640657 245.75359343],0
b2,1,0.315437,1.007774,[41 86] ; [170 288],[45.80683761 81.19316239] ; [165.19316239 292.80683761],0
b3,1,0.315437,1.007774,[41 86] ; [170 288],[45.80683761 81.19316239] ; [165.19316239 292.80683761],0
d2,1,0.425664,0.634624,[119 124] ; [336 394],[113.63309353 129.36690647] ; [341.36690647 388.63309353],0
n1,1,0.462729,0.539285,[39 58] ; [53 96],[36.27642276 60.72357724] ; [55.72357724 93.27642276],0
u1,1,0.645172,0.212041,[ 37 208] ; [120 614],[ 39.29009193 205.70990807] ; [117.70990807 616.29009193],0
a2,1,0.794874,0.067593,[ 54 191] ; [156 578],[ 52.55362615 192.44637385] ; [157.44637385 576.55362615],0
a4,1,0.876798,0.024034,[103 140] ; [314 417],[104.03593429 138.96406571] ; [312.96406571 418.03593429],0
p1,1,0.972736,0.001168,[ 21 223] ; [ 63 663],[ 21.12989691 222.87010309] ; [ 62.87010309 663.12989691],0
