Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,157.398837,[497  84] ; [32 75],[446.72819767 134.27180233] ; [82.27180233 24.72819767],1
p11,1,0.0,84.449046,[478 116] ; [43 68],[438.97021277 155.02978723] ; [82.02978723 28.97021277],1
p2,1,0.0,45.948896,[485 104] ; [59 52],[457.73714286 131.26285714] ; [86.26285714 24.73714286],1
n6,1,0.0,41.822719,[497  88] ; [65 46],[472.37068966 112.62931034] ; [89.62931034 21.37068966],1
r3,1,0.0,41.180809,[558  31] ; [85 26],[541.03857143  47.96142857] ; [101.96142857   9.03857143],1
r4,1,0.0,38.168134,[523  71] ; [72 39],[501.31914894  92.68085106] ; [93.68085106 17.31914894],1
v4,1,1e-06,24.383609,[553  35] ; [88 22],[539.98280802  48.01719198] ; [101.01719198   8.98280802],1
r2,1,1e-06,24.240853,[551  32] ; [89 21],[538.41269841  44.58730159] ; [101.58730159   8.41269841],1
a7,1,6e-06,20.619829,[440 151] ; [59 52],[420.0982906 170.9017094] ; [78.9017094 32.0982906],1
p8,1,8e-06,19.915024,[295 286] ; [30 79],[273.65942029 307.34057971] ; [51.34057971 57.65942029],1
a6,1,8.8e-05,15.382131,[410 182] ; [55 55],[392.13675214 199.86324786] ; [72.86324786 37.13675214],1
v2,1,0.000236,13.522634,[326 244] ; [41 67],[308.53982301 261.46017699] ; [58.46017699 49.53982301],1
r1,1,0.000324,12.92461,[461 129] ; [69 42],[446.07703281 143.92296719] ; [83.92296719 27.07703281],1
d3,1,0.000358,12.739678,[415 177] ; [58 52],[398.88319088 193.11680912] ; [74.11680912 35.88319088],1
n5,1,0.000608,11.752227,[417 167] ; [61 50],[401.65755396 182.34244604] ; [76.34244604 34.65755396],1
s8,1,0.002067,9.488676,[234 356] ; [26 82],[219.77077364 370.22922636] ; [40.22922636 67.77077364],0
p7,1,0.002284,9.305714,[339 232] ; [48 62],[324.48898678 246.51101322] ; [62.51101322 47.48898678],0
p4,1,0.002586,9.0788,[323 262] ; [44 67],[308.46982759 276.53017241] ; [58.53017241 52.46982759],0
s6,1,0.002719,8.987091,[375 208] ; [53 55],[361.10564399 221.89435601] ; [66.89435601 41.10564399],0
v1,1,0.003049,8.778165,[297 281] ; [40 71],[282.70827286 295.29172714] ; [54.29172714 56.70827286],0
a1,1,0.00307,8.765289,[ 18 576] ; [ 10 101],[ 23.59148936 570.40851064] ; [  4.40851064 106.59148936],0
s7,1,0.004977,7.887625,[256 312] ; [30 70],[243.18562874 324.81437126] ; [42.81437126 57.18562874],0
s5,1,0.005033,7.867443,[185 384] ; [20 86],[172.80740741 396.19259259] ; [32.19259259 73.80740741],0
d1,1,0.007202,7.221801,[339 255] ; [48 63],[326.06808511 267.93191489] ; [60.93191489 50.06808511],0
s2,1,0.007227,7.215587,[279 308] ; [37 73],[266.12912482 320.87087518] ; [49.87087518 60.12912482],0
d5,1,0.011378,6.405283,[474 119] ; [76 34],[463.94025605 129.05974395] ; [86.05974395 23.94025605],0
a3,1,0.012687,6.212177,[396 193] ; [61 50],[384.53285714 204.46714286] ; [72.46714286 38.53285714],0
a5,1,0.014592,5.965027,[412 181] ; [64 47],[400.94886364 192.05113636] ; [75.05113636 35.94886364],0
p12,1,0.018948,5.506315,[ 47 540] ; [  2 109],[ 41.20773639 545.79226361] ; [  7.79226361 103.20773639],0
s3,1,0.019815,5.428093,[307 272] ; [45 65],[295.80261248 283.19738752] ; [56.19738752 53.80261248],0
n1,1,0.021887,5.254749,[ 44 105] ; [22 24],[50.43076923 98.56923077] ; [15.56923077 30.43076923],0
v3,1,0.02819,4.816393,[219 349] ; [29 77],[208.99703264 359.00296736] ; [39.00296736 66.99703264],0
d4,1,0.030297,4.692353,[477 114] ; [78 31],[468.57857143 122.42142857] ; [86.42142857 22.57857143],0
n2,1,0.036924,4.353921,[112  38] ; [27 19],[106.37755102  43.62244898] ; [32.62244898 13.37755102],0
s1,1,0.081901,3.026759,[ 21 562] ; [  8 103],[ 24.36167147 558.63832853] ; [  4.63832853 106.36167147],0
u1,1,0.110998,2.539952,[100 494] ; [12 99],[ 94.36595745 499.63404255] ; [17.63404255 93.36595745],0
p5,1,0.128154,2.314725,[ 59 528] ; [  6 104],[ 54.74175036 532.25824964] ; [10.25824964 99.74175036],0
n4,1,0.135831,2.224565,[434 156] ; [74 37],[427.56062767 162.43937233] ; [80.43937233 30.56062767],0
p6,1,0.174832,1.841014,[189 392] ; [28 80],[182.98548621 398.01451379] ; [34.01451379 73.98548621],0
b5,1,0.209634,1.573954,[364 230] ; [75 36],[369.88085106 224.11914894] ; [69.11914894 41.88085106],0
u3,1,0.256221,1.28906,[100  96] ; [30 20],[103.57723577  92.42276423] ; [26.42276423 23.57723577],0
p3,1,0.292415,1.108469,[255 335] ; [42 69],[249.97146933 340.02853067] ; [47.02853067 63.97146933],0
b3,1,0.303468,1.05889,[134 219] ; [21 46],[130.27380952 222.72619048] ; [24.72619048 42.27380952],0
b2,1,0.303468,1.05889,[134 219] ; [21 46],[130.27380952 222.72619048] ; [24.72619048 42.27380952],0
n3,1,0.33949,0.912357,[104  45] ; [28 17],[101.3814433  47.6185567] ; [30.6185567 14.3814433],0
u2,1,0.40399,0.696418,[103  93] ; [22 26],[100.40983607  95.59016393] ; [24.59016393 23.40983607],0
s4,1,0.591565,0.287906,[104 483] ; [17 92],[102.05028736 484.94971264] ; [18.94971264 90.05028736],0
p1,1,0.631224,0.230404,[ 51 538] ; [  8 102],[ 49.71530758 539.28469242] ; [  9.28469242 100.71530758],0
a2,1,0.667971,0.183985,[123 471] ; [21 90],[121.32765957 472.67234043] ; [22.67234043 88.32765957],0
a4,1,0.761466,0.092147,[238 353] ; [46 64],[239.43509272 351.56490728] ; [44.56490728 65.43509272],0
d2,1,0.94188,0.005316,[263 327] ; [49 60],[263.34763948 326.65236052] ; [48.65236052 60.34763948],0
a8,1,0.942415,0.005218,[ 68 465] ; [13 91],[ 67.7755102 465.2244898] ; [13.2244898 90.7755102],0
b4,1,0.942971,0.005117,[350 244] ; [65 46],[349.65957447 244.34042553] ; [65.34042553 45.65957447],0
