Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.000579,11.843135,[219  43] ; [271 106],[200.90766823  61.09233177] ; [289.09233177  87.90766823],1
p8,1,0.001854,9.688693,[155 105] ; [177 199],[135.72327044 124.27672956] ; [196.27672956 179.72327044],0
p9,1,0.001952,9.594217,[217  45] ; [271 104],[200.71585557  61.28414443] ; [287.28414443  87.71585557],0
r3,1,0.002909,8.863507,[249  14] ; [335  47],[238.12713178  24.87286822] ; [345.87286822  36.12713178],0
r4,1,0.016073,5.794898,[232  34] ; [308  77],[220.64516129  45.35483871] ; [319.35483871  65.64516129],0
p7,1,0.027639,4.85045,[185  74] ; [237 139],[172.12283465  86.87716535] ; [249.87716535 126.12283465],0
p2,1,0.043737,4.066703,[214  48] ; [284  95],[203.55070203  58.44929797] ; [294.44929797  84.55070203],0
n4,1,0.058763,3.571959,[217  49] ; [290  95],[207.16129032  58.83870968] ; [299.83870968  85.16129032],0
n5,1,0.06607,3.378048,[212  54] ; [282 102],[202.16  63.84] ; [291.84  92.16],0
n6,1,0.067911,3.332807,[213  53] ; [283 100],[203.29121726  62.70878274] ; [292.70878274  90.29121726],0
p4,1,0.07211,3.234318,[169  95] ; [217 164],[157.99069767 106.00930233] ; [228.00930233 152.99069767],0
v4,1,0.078061,3.104817,[246  17] ; [342  40],[239.75813953  23.24186047] ; [348.24186047  33.75813953],0
a5,1,0.108025,2.582886,[205  61] ; [275 110],[196.12903226  69.87096774] ; [283.87096774 101.12903226],0
p3,1,0.112905,2.513079,[153 110] ; [197 183],[143.15707621 119.84292379] ; [206.84292379 173.15707621],0
v2,1,0.116641,2.461853,[137 113] ; [179 191],[127.41935484 122.58064516] ; [188.58064516 181.41935484],0
s8,1,0.127882,2.318029,[126 137] ; [159 221],[116.57076205 146.42923795] ; [168.42923795 211.57076205],0
p6,1,0.138602,2.193413,[110 149] ; [137 237],[101.06319115 157.93680885] ; [145.93680885 228.06319115],0
p5,1,0.143421,2.14087,[ 41 222] ; [ 44 335],[ 34.82087227 228.17912773] ; [ 50.17912773 328.82087227],0
a6,1,0.177007,1.822572,[173  92] ; [230 153],[164.80709877 100.19290123] ; [238.19290123 144.80709877],0
r1,1,0.180351,1.794727,[208  56] ; [285  99],[200.85185185  63.14814815] ; [292.14814815  91.85185185],0
d1,1,0.181095,1.788616,[153 113] ; [201 184],[144.64516129 121.35483871] ; [209.35483871 175.64516129],0
v1,1,0.186482,1.745191,[141 115] ; [188 190],[132.84542587 123.15457413] ; [196.15457413 181.84542587],0
d4,1,0.278797,1.172944,[216  49] ; [298  84],[210.52550232  54.47449768] ; [303.47449768  78.52550232],0
p12,1,0.285271,1.141806,[ 20 241] ; [ 21 357],[ 16.74647887 244.25352113] ; [ 24.25352113 353.74647887],0
r2,1,0.28593,1.138684,[238  24] ; [336  45],[233.88491446  28.11508554] ; [340.11508554  40.88491446],0
s3,1,0.288062,1.128658,[151 109] ; [204 175],[144.44444444 115.55555556] ; [210.55555556 168.44444444],0
a3,1,0.34441,0.893948,[198  67] ; [274 110],[192.72727273  72.27272727] ; [279.27272727 104.72727273],0
u1,1,0.392503,0.731172,[ 46 220] ; [ 57 328],[ 42.08602151 223.91397849] ; [ 60.91397849 324.08602151],0
b2,1,0.401971,0.702423,[ 64 108] ; [ 77 155],[ 60.02970297 111.97029703] ; [ 80.97029703 151.02970297],0
b3,1,0.401971,0.702423,[ 64 108] ; [ 77 155],[ 60.02970297 111.97029703] ; [ 80.97029703 151.02970297],0
v3,1,0.402286,0.701484,[100 157] ; [134 242],[ 95.00473934 161.99526066] ; [138.99526066 237.00473934],0
u2,1,0.441782,0.591651,[43 24] ; [63 45],[40.58285714 26.41714286] ; [65.41714286 42.58285714],0
n2,1,0.443457,0.58732,[35 13] ; [66 33],[32.97959184 15.02040816] ; [68.02040816 30.97959184],0
a2,1,0.444527,0.584569,[ 67 199] ; [ 87 298],[ 62.92473118 203.07526882] ; [ 91.07526882 293.92473118],0
s4,1,0.461455,0.542363,[ 37 224] ; [ 62 318],[ 40.31045242 220.68954758] ; [ 58.68954758 321.31045242],0
s2,1,0.495958,0.463575,[133 129] ; [183 198],[128.75894246 133.24105754] ; [187.24105754 193.75894246],0
a4,1,0.499127,0.456792,[131 134] ; [179 204],[126.77469136 138.22530864] ; [183.22530864 199.77469136],0
s1,1,0.505671,0.443015,[  9 254] ; [ 17 363],[ 10.63452566 252.36547434] ; [ 15.36547434 364.63452566],0
n1,1,0.51128,0.431446,[26 21] ; [48 49],[24.15277778 22.84722222] ; [49.84722222 47.15277778],0
d3,1,0.532141,0.390301,[168  98] ; [232 150],[164.19753086 101.80246914] ; [235.80246914 146.19753086],0
n3,1,0.586278,0.296195,[35 12] ; [68 29],[33.61805556 13.38194444] ; [69.38194444 27.61805556],0
s6,1,0.613302,0.255395,[162  94] ; [228 144],[158.98089172  97.01910828] ; [231.01910828 140.98089172],0
b5,1,0.634503,0.226004,[147 119] ; [220 165],[149.95698925 116.04301075] ; [217.04301075 167.95698925],0
s7,1,0.654282,0.200544,[123 130] ; [167 190],[120.27868852 132.72131148] ; [169.72131148 187.27868852],0
d5,1,0.696785,0.151838,[204  61] ; [289  93],[201.92426584  63.07573416] ; [291.07573416  90.92426584],0
a8,1,0.707586,0.1407,[ 35 213] ; [ 47 313],[ 33.44736842 214.55263158] ; [ 48.55263158 311.44736842],0
a7,1,0.749922,0.101597,[170  95] ; [241 142],[168.0787037  96.9212963] ; [242.9212963 140.0787037],0
a1,1,0.757545,0.095299,[ 19 247] ; [ 30 355],[ 20.02150538 245.97849462] ; [ 28.97849462 356.02150538],0
d2,1,0.876271,0.024242,[135 131] ; [192 191],[134.02465331 131.97534669] ; [192.97534669 190.02465331],0
u3,1,0.885122,0.020874,[44 24] ; [70 40],[43.5505618 24.4494382] ; [70.4494382 39.5505618],0
p1,1,0.894757,0.0175,[ 22 241] ; [ 33 348],[ 22.46118012 240.53881988] ; [ 32.53881988 348.46118012],0
s5,1,0.925036,0.008853,[ 80 173] ; [118 251],[ 80.53697749 172.46302251] ; [117.46302251 251.53697749],0
b4,1,0.947489,0.004338,[152 114] ; [221 164],[152.40860215 113.59139785] ; [220.59139785 164.40860215],0
