Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,240.445861,[609  57] ; [31 72],[554.27828349 111.72171651] ; [85.72171651 17.27828349],1
p11,1,0.0,35.014575,[563 106] ; [62 42],[540.91203105 128.08796895] ; [84.08796895 19.91203105],1
b1,1,0.000169,14.146108,[232 437] ; [56 48],[249.25226391 419.74773609] ; [38.74773609 65.25226391],1
p3,1,0.000526,12.021821,[363 306] ; [37 66],[346.63212435 322.36787565] ; [53.36787565 49.63212435],1
p8,1,0.001626,9.930544,[388 272] ; [44 60],[373.19371728 286.80628272] ; [58.80628272 45.19371728],0
p5,1,0.00203,9.52222,[ 90 578] ; [  3 101],[ 80.47150259 587.52849741] ; [12.52849741 91.47150259],0
p12,1,0.006085,7.524961,[ 58 609] ; [  1 102],[ 51.10779221 615.89220779] ; [ 7.89220779 95.10779221],0
p4,1,0.008057,7.020752,[436 231] ; [54 50],[423.90402075 243.09597925] ; [66.09597925 37.90402075],0
p6,1,0.012197,6.282064,[270 392] ; [28 73],[258.55307995 403.44692005] ; [39.44692005 61.55307995],0
p7,1,0.034321,4.478658,[457 199] ; [61 42],[447.70487484 208.29512516] ; [70.29512516 32.70487484],0
p1,1,0.685656,0.163828,[ 60 608] ; [ 8 95],[ 58.9156939 609.0843061] ; [ 9.0843061 93.9156939],0
