Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b3,1,0.000165,14.197198,[12  1] ; [157 236],[5.41133005 7.58866995] ; [163.58866995 229.41133005],1
b2,1,0.000165,14.197198,[12  1] ; [157 236],[5.41133005 7.58866995] ; [163.58866995 229.41133005],1
s8,1,0.001252,10.412186,[12  1] ; [296 332],[6.24648986 6.75351014] ; [301.75351014 326.24648986],0
a2,1,0.001487,10.09507,[8 5] ; [148 484],[3.14418605 9.85581395] ; [152.85581395 479.14418605],0
a1,1,0.002986,8.816249,[ 3 10] ; [ 30 602],[ 0.66511628 12.33488372] ; [ 32.33488372 599.66511628],0
v3,1,0.004195,8.197366,[8 1] ; [251 355],[3.7902439 5.2097561] ; [255.2097561 350.7902439],0
d2,1,0.006795,7.326452,[11  2] ; [294 335],[6.17601246 6.82398754] ; [298.82398754 330.17601246],0
p5,1,0.007173,7.22912,[5 7] ; [ 88 539],[ 1.74647887 10.25352113] ; [ 91.25352113 535.74647887],0
s3,1,0.012319,6.264313,[12  1] ; [358 262],[7.59873618 5.40126382] ; [362.40126382 257.59873618],0
p12,1,0.01541,5.868972,[4 9] ; [ 63 566],[ 1.35669782 11.64330218] ; [ 65.64330218 563.35669782],0
s7,1,0.016877,5.709117,[11  2] ; [311 297],[6.74074074 6.25925926] ; [315.25925926 292.74074074],0
d1,1,0.018654,5.5337,[12  1] ; [380 252],[7.90077519 5.09922481] ; [384.09922481 247.90077519],0
a4,1,0.019549,5.451731,[10  3] ; [280 351],[5.85403727 7.14596273] ; [284.14596273 346.85403727],0
s2,1,0.021556,5.281292,[11  2] ; [328 297],[6.90752351 6.09247649] ; [332.09247649 292.90752351],0
v1,1,0.036502,4.373509,[9 1] ; [348 262],[5.75806452 4.24193548] ; [351.24193548 258.75806452],0
u1,1,0.054742,3.689935,[5 8] ; [112 520],[ 2.35813953 10.64186047] ; [114.64186047 517.35813953],0
s6,1,0.071813,3.241078,[12  1] ; [427 191],[9.04437401 3.95562599] ; [429.95562599 188.04437401],0
p3,1,0.109297,2.564356,[10  3] ; [344 286],[7.15707621 5.84292379] ; [346.84292379 283.15707621],0
p4,1,0.13602,2.222417,[11  2] ; [407 222],[8.46417445 4.53582555] ; [409.53582555 219.46417445],0
a8,1,0.149323,2.079158,[3 7] ; [ 81 500],[1.4213198 8.5786802] ; [ 82.5786802 498.4213198],0
b1,1,0.151035,2.06177,[7 6] ; [219 413],[4.55503876 8.44496124] ; [221.44496124 410.55503876],0
a5,1,0.179637,1.800627,[12  1] ; [483 149],[9.97674419 3.02325581] ; [485.02325581 146.97674419],0
v2,1,0.182572,1.776565,[8 2] ; [356 246],[5.94771242 4.05228758] ; [358.05228758 243.94771242],0
d3,1,0.237675,1.394329,[11  2] ; [438 193],[9.0636646 3.9363354] ; [439.9363354 191.0636646],0
p6,1,0.246128,1.345147,[7 6] ; [237 386],[4.98742138 8.01257862] ; [239.01257862 383.98742138],0
s1,1,0.255424,1.293388,[ 1 12] ; [ 16 609],[ 0.34639498 12.65360502] ; [ 16.65360502 608.34639498],0
s4,1,0.394767,0.724208,[ 1 12] ; [103 521],[ 2.12244898 10.87755102] ; [101.87755102 522.12244898],0
p8,1,0.474223,0.512118,[9 4] ; [370 253],[7.74685535 5.25314465] ; [371.25314465 251.74685535],0
a6,1,0.581325,0.304098,[10  3] ; [440 190],[9.09797823 3.90202177] ; [440.90202177 189.09797823],0
n4,1,0.702985,0.145385,[11  2] ; [508 124],[10.46046512  2.53953488] ; [508.53953488 123.46046512],0
r1,1,0.714959,0.133374,[11  2] ; [506 122],[10.48517941  2.51482059] ; [506.51482059 121.48517941],0
b4,1,0.733668,0.11577,[7 6] ; [370 262],[7.59844961 5.40155039] ; [369.40155039 262.59844961],0
a7,1,0.758346,0.094651,[9 4] ; [461 170],[9.48757764 3.51242236] ; [460.51242236 170.48757764],0
p2,1,0.761402,0.092197,[11  2] ; [550  79],[11.35981308  1.64018692] ; [549.64018692  79.35981308],0
d5,1,0.801363,0.063294,[11  2] ; [516 114],[10.65474339  2.34525661] ; [516.34525661 113.65474339],0
b5,1,0.819411,0.052122,[8 5] ; [369 263],[7.59844961 5.40155039] ; [369.40155039 262.59844961],0
p1,1,0.83738,0.042126,[ 1 12] ; [ 59 571],[ 1.21306376 11.78693624] ; [ 58.78693624 571.21306376],0
s5,1,0.929664,0.007791,[4 7] ; [214 396],[3.86151369 7.13848631] ; [214.13848631 395.86151369],0
p7,1,0.982301,0.000492,[9 4] ; [424 191],[8.9633758 4.0366242] ; [424.0366242 190.9633758],0
