Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,26.303293,[271 106] ; [122 115],[241.30456026 135.69543974] ; [151.69543974  85.30456026],1
p7,1,1.1e-05,19.324855,[237 139] ; [107 131],[210.65798046 165.34201954] ; [133.34201954 104.65798046],1
p8,1,1.6e-05,18.634437,[177 199] ; [ 71 169],[151.37662338 224.62337662] ; [ 96.62337662 143.37662338],1
p3,1,0.000105,15.048548,[197 183] ; [ 87 155],[173.50482315 206.49517685] ; [110.49517685 131.50482315],1
p4,1,0.000255,13.37557,[217 164] ; [101 140],[194.78778135 186.21221865] ; [123.21221865 117.78778135],1
n4,1,0.000291,13.129746,[290  95] ; [150  93],[269.74522293 115.25477707] ; [170.25477707  72.74522293],1
p2,1,0.000315,12.979547,[284  95] ; [149  94],[263.83762058 115.16237942] ; [169.16237942  73.83762058],1
n5,1,0.000404,12.514187,[282 102] ; [145  97],[261.92971246 122.07028754] ; [165.07028754  76.92971246],1
p9,1,0.000461,12.265769,[271 104] ; [137  97],[251.23152709 123.76847291] ; [156.76847291  77.23152709],1
r3,1,0.004993,7.881936,[335  47] ; [192  50],[322.61858974  59.38141026] ; [204.38141026  37.61858974],0
s8,1,0.007952,7.044192,[159 221] ; [ 76 167],[143.33868379 236.66131621] ; [ 91.66131621 151.33868379],0
p6,1,0.00899,6.824907,[137 237] ; [ 63 175],[122.22222222 251.77777778] ; [ 77.77777778 160.22222222],0
r4,1,0.013148,6.149068,[308  77] ; [175  70],[295.16666667  89.83333333] ; [187.83333333  57.16666667],0
a5,1,0.013971,6.041808,[275 110] ; [152  93],[260.94444444 124.05555556] ; [166.05555556  78.94444444],0
n6,1,0.014712,5.950586,[283 100] ; [156  85],[269.45032051 113.54967949] ; [169.54967949  71.45032051],0
v1,1,0.028224,4.814327,[188 190] ; [ 99 144],[174.69565217 203.30434783] ; [112.30434783 130.69565217],0
v4,1,0.028894,4.773902,[342  40] ; [203  40],[333.104  48.896] ; [211.896  31.104],0
u3,1,0.036906,4.354763,[70 40] ; [43 45],[62.77777778 47.22222222] ; [50.22222222 37.77777778],0
p5,1,0.041292,4.163973,[ 44 335] ; [ 16 225],[ 36.67741935 342.32258065] ; [ 23.32258065 217.67741935],0
u2,1,0.041761,4.144864,[63 45] ; [38 49],[55.93846154 52.06153846] ; [45.06153846 41.93846154],0
a3,1,0.064877,3.408112,[274 110] ; [155  86],[263.5776 120.4224] ; [165.4224  75.5776],0
p12,1,0.06712,3.352079,[ 21 357] ; [  6 236],[ 16.46129032 361.53870968] ; [ 10.53870968 231.46129032],0
s7,1,0.105113,2.626195,[167 190] ; [ 89 134],[157.57241379 199.42758621] ; [ 98.42758621 124.57241379],0
s1,1,0.117791,2.446454,[ 17 363] ; [ 18 224],[ 21.38263666 358.61736334] ; [ 13.61736334 228.38263666],0
r1,1,0.135095,2.232956,[285  99] ; [167  76],[276.82296651 107.17703349] ; [175.17703349  67.82296651],0
s4,1,0.146611,2.107164,[ 62 318] ; [ 51 193],[ 68.81410256 311.18589744] ; [ 44.18589744 199.81410256],0
b5,1,0.154561,2.026654,[220 165] ; [154  91],[228.55555556 156.44444444] ; [145.44444444  99.55555556],0
s3,1,0.182722,1.775345,[204 175] ; [117 125],[195.90821256 183.09178744] ; [125.09178744 116.90821256],0
n1,1,0.193859,1.688044,[48 49] ; [39 58],[43.5 53.5] ; [43.5 53.5],0
v2,1,0.194202,1.685449,[179 191] ; [101 134],[171.23966942 198.76033058] ; [108.76033058 126.23966942],0
s6,1,0.199739,1.644284,[228 144] ; [134 105],[220.39934534 151.60065466] ; [141.60065466  97.39934534],0
n3,1,0.263801,1.248698,[68 29] ; [60 36],[64.33160622 32.66839378] ; [63.66839378 32.33160622],0
