Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,97.029765,[44 59] ; [497  84],[81.46637427 21.53362573] ; [459.53362573 121.46637427],1
n5,1,0.000418,12.448257,[58 49] ; [417 167],[73.552822 33.447178] ; [401.447178 182.552822],1
p4,1,0.00129,10.357003,[41 66] ; [323 262],[56.28323699 50.71676301] ; [307.71676301 277.28323699],0
a7,1,0.001491,10.089555,[63 43] ; [440 151],[76.4964132 29.5035868] ; [426.5035868 164.4964132],0
s6,1,0.001578,9.985155,[51 55] ; [375 208],[65.53846154 40.46153846] ; [360.46153846 222.53846154],0
p3,1,0.001798,9.74535,[29 78] ; [255 335],[43.59827834 63.40172166] ; [240.40172166 349.59827834],0
p8,1,0.00186,9.683045,[36 69] ; [295 286],[50.66326531 54.33673469] ; [280.33673469 300.66326531],0
n6,1,0.001865,9.677521,[77 29] ; [497  88],[88.05209841 17.94790159] ; [485.94790159  99.05209841],0
p2,1,0.006468,7.415056,[76 31] ; [485 104],[86.24568966 20.75431034] ; [474.75431034 114.24568966],0
a5,1,0.006473,7.413601,[60 47] ; [412 181],[72.14857143 34.85142857] ; [399.85142857 193.14857143],0
d5,1,0.006992,7.275143,[73 34] ; [474 119],[83.61285714 23.38714286] ; [463.38714286 129.61285714],0
s2,1,0.007121,7.242247,[35 70] ; [279 308],[47.64450867 57.35549133] ; [266.35549133 320.64450867],0
d3,1,0.01292,6.180087,[62 45] ; [415 177],[73.01716738 33.98283262] ; [403.98283262 188.01716738],0
s7,1,0.013996,6.038673,[33 70] ; [256 312],[44.36214605 58.63785395] ; [244.63785395 323.36214605],0
r2,1,0.023888,5.102723,[94 12] ; [551  32],[99.23076923  6.76923077] ; [545.76923077  37.23076923],0
v1,1,0.03185,4.60655,[42 63] ; [297 281],[52.11566618 52.88433382] ; [286.88433382 291.11566618],0
p5,1,0.036583,4.369725,[  4 103] ; [ 59 528],[ 9.71325648 97.28674352] ; [ 53.28674352 533.71325648],0
p7,1,0.039557,4.236781,[51 54] ; [339 232],[60.57692308 44.42307692] ; [329.42307692 241.57692308],0
s8,1,0.042017,4.134507,[31 75] ; [234 356],[40.3591954 65.6408046] ; [224.6408046 365.3591954],0
v3,1,0.044638,4.03228,[30 76] ; [219 349],[39.16023739 66.83976261] ; [209.83976261 358.16023739],0
v4,1,0.046147,3.976209,[95 12] ; [553  35],[99.76402878  7.23597122] ; [548.23597122  39.76402878],0
d1,1,0.04754,3.926186,[50 57] ; [339 255],[59.37660485 47.62339515] ; [329.62339515 264.37660485],0
a6,1,0.054329,3.702573,[64 43] ; [410 182],[72.55793991 34.44206009] ; [401.44206009 190.55793991],0
s3,1,0.055171,3.676922,[45 60] ; [307 272],[54.03508772 50.96491228] ; [297.96491228 281.03508772],0
r4,1,0.056245,3.644792,[87 20] ; [523  71],[93.10984308 13.89015692] ; [516.89015692  77.10984308],0
v2,1,0.057126,3.618926,[49 55] ; [326 244],[57.86350148 46.13649852] ; [317.13649852 252.86350148],0
p12,1,0.057985,3.594097,[  3 103] ; [ 47 540],[ 7.64790765 98.35209235] ; [ 42.35209235 544.64790765],0
s5,1,0.0631,3.453975,[24 79] ; [185 384],[32.03422619 70.96577381] ; [176.96577381 392.03422619],0
