Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b2,1,0.001017,10.797118,[157 236] ; [13  3],[163.34963325 229.65036675] ; [6.65036675 9.34963325],0
b3,1,0.001017,10.797118,[157 236] ; [13  3],[163.34963325 229.65036675] ; [6.65036675 9.34963325],0
d2,1,0.001267,10.389623,[294 335] ; [14  2],[300.35968992 328.64031008] ; [7.64031008 8.35968992],0
a2,1,0.00247,9.1629,[148 484] ; [9 7],[153.12345679 478.87654321] ; [ 3.87654321 12.12345679],0
d1,1,0.006476,7.41273,[380 252] ; [15  1],[385.24691358 246.75308642] ; [9.75308642 6.24691358],0
s8,1,0.006989,7.275864,[296 332] ; [13  3],[301.32298137 326.67701863] ; [7.67701863 8.32298137],0
u1,1,0.007918,7.051915,[112 520] ; [7 9],[116.0617284 515.9382716] ; [ 2.9382716 13.0617284],0
a1,1,0.011864,6.331045,[ 30 602] ; [ 3 13],[ 32.18518519 599.81481481] ; [ 0.81481481 15.18518519],0
a4,1,0.015051,5.910479,[280 351] ; [12  4],[284.77897991 346.22102009] ; [7.22102009 8.77897991],0
v3,1,0.019628,5.444645,[251 355] ; [9 3],[254.95145631 351.04854369] ; [5.04854369 6.95145631],0
p2,1,0.028262,4.811988,[550  79] ; [11  5],[547.08372093  81.91627907] ; [13.91627907  2.08372093],0
p5,1,0.035849,4.404273,[ 88 539] ; [ 5 10],[ 90.8271028 536.1728972] ; [ 2.1728972 12.8271028],0
v1,1,0.046563,3.961109,[348 262] ; [11  2],[351.50882825 258.49117175] ; [7.49117175 5.50882825],0
p12,1,0.052384,3.763476,[ 63 566] ; [ 4 12],[ 65.3379845 563.6620155] ; [ 1.6620155 14.3379845],0
s7,1,0.059505,3.551142,[311 297] ; [12  4],[314.71794872 293.28205128] ; [8.28205128 7.71794872],0
s3,1,0.059676,3.546359,[358 262] ; [13  3],[361.66666667 258.33333333] ; [9.33333333 6.66666667],0
a3,1,0.062278,3.475658,[460 171] ; [15  1],[463.25347759 167.74652241] ; [11.74652241  4.25347759],0
b1,1,0.074001,3.191972,[219 413] ; [9 7],[222.37037037 409.62962963] ; [ 5.62962963 10.37037037],0
s2,1,0.074704,3.176504,[328 297] ; [12  4],[331.51326053 293.48673947] ; [8.48673947 7.51326053],0
s6,1,0.114185,2.495328,[427 191] ; [14  2],[429.87066246 188.12933754] ; [11.12933754  4.87066246],0
n1,1,0.143795,2.136865,[44 70] ; [3 1],[45.40677966 68.59322034] ; [1.59322034 2.40677966],0
n5,1,0.185471,1.753232,[506 122] ; [15  1],[508.05590062 119.94409938] ; [12.94409938  3.05590062],0
v2,1,0.196147,1.670834,[356 246] ; [10  3],[358.26341463 243.73658537] ; [7.73658537 5.26341463],0
n2,1,0.245437,1.349093,[87 28] ; [2 2],[86.00840336 28.99159664] ; [2.99159664 1.00840336],0
n3,1,0.294976,1.096772,[84 30] ; [2 2],[83.08474576 30.91525424] ; [2.91525424 1.08474576],0
a5,1,0.300691,1.071126,[483 149] ; [14  2],[484.72839506 147.27160494] ; [12.27160494  3.72839506],0
s4,1,0.307641,1.040776,[103 521] ; [ 1 14],[101.55868545 522.44131455] ; [ 2.44131455 12.55868545],0
d3,1,0.308922,1.035281,[438 193] ; [13  3],[439.84698609 191.15301391] ; [11.15301391  4.84698609],0
a8,1,0.349848,0.874009,[ 81 500] ; [ 3 10],[ 82.16161616 498.83838384] ; [ 1.83838384 11.16161616],0
s1,1,0.364372,0.822768,[ 16 609] ; [ 1 15],[ 16.57566303 608.42433697] ; [ 0.42433697 15.57566303],0
b5,1,0.40579,0.691102,[369 263] ; [11  5],[370.61728395 261.38271605] ; [9.38271605 6.61728395],0
p7,1,0.460403,0.544914,[424 191] ; [9 6],[422.69047619 192.30952381] ; [10.30952381  4.69047619],0
n4,1,0.477276,0.505082,[508 124] ; [14  2],[509.11111111 122.88888889] ; [12.88888889  3.11111111],0
r1,1,0.487742,0.481504,[506 122] ; [14  2],[507.08074534 120.91925466] ; [12.91925466  3.08074534],0
n6,1,0.495629,0.464282,[554  74] ; [15  1],[554.86335404  73.13664596] ; [14.13664596  1.86335404],0
p3,1,0.530812,0.392837,[344 286] ; [10  6],[345.23219814 284.76780186] ; [8.76780186 7.23219814],0
d5,1,0.564727,0.331586,[516 114] ; [14  2],[516.87306502 113.12693498] ; [13.12693498  2.87306502],0
v4,1,0.592854,0.285909,[602  23] ; [15  1],[601.59906396  23.40093604] ; [15.40093604  0.59906396],0
s5,1,0.613432,0.255208,[214 396] ; [ 4 10],[213.10897436 396.89102564] ; [4.89102564 9.10897436],0
p6,1,0.642612,0.215343,[237 386] ; [7 9],[237.89045383 385.10954617] ; [6.10954617 9.89045383],0
a6,1,0.656646,0.197623,[440 190] ; [12  4],[440.80495356 189.19504644] ; [11.19504644  4.80495356],0
p1,1,0.671619,0.179714,[ 59 571] ; [ 1 15],[ 58.51393189 571.48606811] ; [ 1.48606811 14.51393189],0
a7,1,0.701603,0.146809,[461 170] ; [11  5],[460.32766615 170.67233385] ; [11.67233385  4.32766615],0
p4,1,0.738007,0.111886,[407 222] ; [11  5],[407.63100775 221.36899225] ; [10.36899225  5.63100775],0
p8,1,0.800689,0.063734,[370 253] ; [9 7],[369.51017214 253.48982786] ; [9.48982786 6.51017214],0
b4,1,0.854065,0.033832,[370 262] ; [9 7],[369.64197531 262.35802469] ; [9.35802469 6.64197531],0
