Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a8,1,0.002713,8.991365,[3 2] ; [ 34 226],[0.69811321 4.30188679] ; [ 36.30188679 223.69811321],0
b2,1,0.028039,4.825673,[6 2] ; [ 63 110],[3.04972376 4.95027624] ; [ 65.95027624 107.04972376],0
b3,1,0.028039,4.825673,[6 2] ; [ 63 110],[3.04972376 4.95027624] ; [ 65.95027624 107.04972376],0
v3,1,0.078464,3.096442,[5 2] ; [104 166],[2.75451264 4.24548736] ; [106.24548736 163.75451264],0
a1,1,0.084682,2.972675,[2 6] ; [ 22 257],[0.66898955 7.33101045] ; [ 23.33101045 255.66898955],0
a2,1,0.126236,2.338187,[4 4] ; [ 72 207],[2.1184669 5.8815331] ; [ 73.8815331 205.1184669],0
u1,1,0.159393,1.979971,[3 5] ; [ 50 229],[1.47735192 6.52264808] ; [ 51.52264808 227.47735192],0
d3,1,0.168869,1.892951,[7 1] ; [177 100],[5.16491228 2.83508772] ; [178.83508772  98.16491228],0
s8,1,0.175513,1.835214,[6 2] ; [141 137],[4.11188811 3.88811189] ; [142.88811189 135.11188811],0
b5,1,0.226918,1.460078,[6 2] ; [149 130],[4.32055749 3.67944251] ; [150.67944251 128.32055749],0
d2,1,0.234448,1.413671,[6 2] ; [150 129],[4.34843206 3.65156794] ; [151.65156794 127.34843206],0
s7,1,0.25559,1.292489,[6 2] ; [145 120],[4.42490842 3.57509158] ; [146.57509158 118.42490842],0
p5,1,0.318095,0.996762,[2 5] ; [ 41 235],[1.06360424 5.93639576] ; [ 41.93639576 234.06360424],0
v2,1,0.325801,0.965517,[5 2] ; [139 125],[3.7195572 3.2804428] ; [140.2804428 123.7195572],0
d1,1,0.337738,0.918999,[6 2] ; [162 117],[4.68292683 3.31707317] ; [163.31707317 115.68292683],0
s3,1,0.421116,0.647198,[6 2] ; [167 107],[4.90780142 3.09219858] ; [168.09219858 105.90780142],0
a4,1,0.491942,0.472277,[5 3] ; [140 139],[4.04181185 3.95818815] ; [140.95818815 138.04181185],0
p11,1,0.539307,0.376827,[7 1] ; [219  60],[6.29965157 1.70034843] ; [219.70034843  59.29965157],0
a6,1,0.548835,0.359408,[6 2] ; [180  98],[5.2027972 2.7972028] ; [180.7972028  97.2027972],0
p4,1,0.566645,0.328328,[6 2] ; [182  97],[5.24041812 2.75958188] ; [182.75958188  96.24041812],0
d5,1,0.575853,0.312988,[7 1] ; [220  57],[6.37192982 1.62807018] ; [220.62807018  56.37192982],0
p3,1,0.616569,0.25072,[4 4] ; [163 114],[4.6877193 3.3122807] ; [162.3122807 114.6877193],0
p12,1,0.640786,0.217715,[1 7] ; [ 22 255],[0.64561404 7.35438596] ; [ 22.35438596 254.64561404],0
a7,1,0.655049,0.199593,[6 2] ; [187  90],[5.41754386 2.58245614] ; [187.58245614  89.41754386],0
d4,1,0.672573,0.178607,[7 1] ; [227  51],[6.54545455 1.45454545] ; [227.45454545  50.54545455],0
r1,1,0.68341,0.166312,[6 1] ; [220  57],[5.57042254 1.42957746] ; [220.42957746  56.57042254],0
n4,1,0.705066,0.143255,[6 1] ; [223  56],[5.6048951 1.3951049] ; [223.3951049  55.6048951],0
s2,1,0.706543,0.141754,[5 3] ; [154 122],[4.47887324 3.52112676] ; [154.52112676 121.47887324],0
p8,1,0.722576,0.126038,[4 4] ; [156 121],[4.49122807 3.50877193] ; [155.50877193 121.49122807],0
b4,1,0.741086,0.109174,[5 3] ; [158 121],[4.54355401 3.45644599] ; [158.45644599 120.54355401],0
p2,1,0.754565,0.097735,[7 1] ; [230  46],[6.67605634 1.32394366] ; [230.32394366  45.67605634],0
p7,1,0.775337,0.081454,[6 2] ; [192  81],[5.63701068 2.36298932] ; [192.36298932  80.63701068],0
p6,1,0.807086,0.059627,[3 5] ; [115 160],[3.33568905 4.66431095] ; [114.66431095 160.33568905],0
s5,1,0.9633,0.002117,[3 5] ; [ 98 169],[2.93818182 5.06181818] ; [ 98.06181818 168.93818182],0
