Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,26.303293,[122 115] ; [271 106],[151.69543974  85.30456026] ; [241.30456026 135.69543974],1
u3,1,0.036906,4.354763,[43 45] ; [70 40],[50.22222222 37.77777778] ; [62.77777778 47.22222222],0
p5,1,0.041292,4.163973,[ 16 225] ; [ 44 335],[ 23.32258065 217.67741935] ; [ 36.67741935 342.32258065],0
u2,1,0.041761,4.144864,[38 49] ; [63 45],[45.06153846 41.93846154] ; [55.93846154 52.06153846],0
a3,1,0.064877,3.408112,[155  86] ; [274 110],[165.4224  75.5776] ; [263.5776 120.4224],0
p12,1,0.06712,3.352079,[  6 236] ; [ 21 357],[ 10.53870968 231.46129032] ; [ 16.46129032 361.53870968],0
s7,1,0.105113,2.626195,[ 89 134] ; [167 190],[ 98.42758621 124.57241379] ; [157.57241379 199.42758621],0
s1,1,0.117791,2.446454,[ 18 224] ; [ 17 363],[ 13.61736334 228.38263666] ; [ 21.38263666 358.61736334],0
r1,1,0.135095,2.232956,[167  76] ; [285  99],[175.17703349  67.82296651] ; [276.82296651 107.17703349],0
s4,1,0.146611,2.107164,[ 51 193] ; [ 62 318],[ 44.18589744 199.81410256] ; [ 68.81410256 311.18589744],0
b5,1,0.154561,2.026654,[154  91] ; [220 165],[145.44444444  99.55555556] ; [228.55555556 156.44444444],0
s3,1,0.182722,1.775345,[117 125] ; [204 175],[125.09178744 116.90821256] ; [195.90821256 183.09178744],0
n1,1,0.193859,1.688044,[39 58] ; [48 49],[43.5 53.5] ; [43.5 53.5],0
v2,1,0.194202,1.685449,[101 134] ; [179 191],[108.76033058 126.23966942] ; [171.23966942 198.76033058],0
s6,1,0.199739,1.644284,[134 105] ; [228 144],[141.60065466  97.39934534] ; [220.39934534 151.60065466],0
n3,1,0.263801,1.248698,[60 36] ; [68 29],[63.66839378 32.33160622] ; [64.33160622 32.66839378],0
a4,1,0.286463,1.136168,[103 140] ; [179 204],[109.46645367 133.53354633] ; [172.53354633 210.46645367],0
a7,1,0.289729,1.120879,[163  80] ; [241 142],[156.82428115  86.17571885] ; [247.17571885 135.82428115],0
a8,1,0.331575,0.942738,[ 23 199] ; [ 47 313],[ 26.70103093 195.29896907] ; [ 43.29896907 316.70103093],0
s2,1,0.356754,0.849286,[108 136] ; [183 198],[113.6064 130.3936] ; [177.3936 203.6064],0
v3,1,0.364023,0.823966,[ 75 159] ; [134 242],[ 80.17377049 153.82622951] ; [128.82622951 247.17377049],0
d4,1,0.36872,0.807973,[182  61] ; [298  84],[186.624  56.376] ; [293.376  88.624],0
s5,1,0.442736,0.589181,[ 67 164] ; [118 251],[ 71.225 159.775] ; [113.775 255.225],0
d3,1,0.466899,0.529306,[154  88] ; [232 150],[149.69871795  92.30128205] ; [236.30128205 145.69871795],0
d1,1,0.554903,0.348607,[122 123] ; [201 184],[125.61111111 119.38888889] ; [197.38888889 187.61111111],0
b4,1,0.570152,0.322428,[135 110] ; [221 164],[138.44444444 106.55555556] ; [217.55555556 167.44444444],0
a6,1,0.644687,0.212664,[142 102] ; [230 153],[144.76555024  99.23444976] ; [227.23444976 155.76555024],0
n2,1,0.654558,0.200202,[63 36] ; [66 33],[64.5 34.5] ; [64.5 34.5],0
a1,1,0.691044,0.157957,[ 17 228] ; [ 30 355],[ 18.27777778 226.72222222] ; [ 28.72222222 356.27777778],0
d5,1,0.741511,0.108803,[181  62] ; [289  93],[182.736  60.264] ; [287.264  94.736],0
d2,1,0.777384,0.079936,[119 124] ; [192 191],[120.72364217 122.27635783] ; [190.27635783 192.72364217],0
b3,1,0.861262,0.030544,[41 86] ; [ 77 155],[41.74373259 85.25626741] ; [ 76.25626741 155.74373259],0
b2,1,0.861262,0.030544,[41 86] ; [ 77 155],[41.74373259 85.25626741] ; [ 76.25626741 155.74373259],0
a2,1,0.870203,0.0267,[ 54 191] ; [ 87 298],[ 54.83333333 190.16666667] ; [ 86.16666667 298.83333333],0
r2,1,0.918763,0.010402,[211  29] ; [336  45],[211.40096618  28.59903382] ; [335.59903382  45.40096618],0
u1,1,0.9188,0.010393,[ 37 208] ; [ 57 328],[ 36.55555556 208.44444444] ; [ 57.44444444 327.55555556],0
p1,1,0.981001,0.000567,[ 21 223] ; [ 33 348],[ 21.0816 222.9184] ; [ 32.9184 348.0816],0
