Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.005498,7.707996,[135 131] ; [11  1],[139.69784173 126.30215827] ; [6.30215827 5.69784173],0
s2,1,0.005525,7.699174,[133 129] ; [11  1],[137.69343066 124.30656934] ; [6.30656934 5.69343066],0
b2,1,0.009677,6.693473,[ 64 108] ; [9 3],[ 68.23913043 103.76086957] ; [4.76086957 7.23913043],0
b3,1,0.009677,6.693473,[ 64 108] ; [9 3],[ 68.23913043 103.76086957] ; [4.76086957 7.23913043],0
s8,1,0.016382,5.761368,[126 137] ; [10  2],[130.06545455 132.93454545] ; [5.93454545 6.06545455],0
s7,1,0.018765,5.523314,[123 130] ; [10  2],[126.97735849 126.02264151] ; [6.02264151 5.97735849],0
s3,1,0.020449,5.373153,[151 109] ; [11  1],[154.85294118 105.14705882] ; [7.14705882 4.85294118],0
p10,1,0.024417,5.064766,[219  43] ; [7 5],[216.10218978  45.89781022] ; [9.89781022 2.10218978],0
u1,1,0.032852,4.553497,[ 46 220] ; [5 7],[ 48.79856115 217.20143885] ; [2.20143885 9.79856115],0
p12,1,0.034502,4.469642,[ 20 241] ; [3 9],[ 21.98901099 239.01098901] ; [ 1.01098901 10.98901099],0
p2,1,0.045269,4.008593,[214  48] ; [7 5],[211.32116788  50.67883212] ; [9.67883212 2.32116788],0
a2,1,0.056051,3.650527,[ 67 199] ; [6 6],[ 69.84892086 196.15107914] ; [3.15107914 8.84892086],0
p7,1,0.064637,3.414217,[185  74] ; [5 6],[182.25925926  76.74074074] ; [7.74074074 3.25925926],0
a4,1,0.083171,3.001823,[131 134] ; [9 3],[133.93501805 131.06498195] ; [6.06498195 5.93501805],0
s6,1,0.1568,2.00482,[162  94] ; [10  2],[164.29850746  91.70149254] ; [7.70149254 4.29850746],0
d5,1,0.23256,1.425136,[204  61] ; [11  1],[205.68592058  59.31407942] ; [9.31407942 2.68592058],0
p6,1,0.278134,1.176185,[110 149] ; [7 5],[111.81918819 147.18081181] ; [5.18081181 6.81918819],0
r1,1,0.281096,1.161784,[208  56] ; [11  1],[209.47826087  54.52173913] ; [9.52173913 2.47826087],0
b4,1,0.290178,1.118796,[152 114] ; [5 7],[150.22302158 115.77697842] ; [6.77697842 5.22302158],0
n3,1,0.292485,1.108149,[35 12] ; [2 2],[34.09803922 12.90196078] ; [2.90196078 1.09803922],0
