Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,28.444211,[26 12] ; [ 37 121],[12.21428571 25.78571429] ; [ 50.78571429 107.21428571],1
p8,1,0.0,26.583013,[21 17] ; [ 26 137],[ 8.88557214 29.11442786] ; [ 38.11442786 124.88557214],1
p4,1,0.000347,12.798104,[20 17] ; [ 39 122],[11.02525253 25.97474747] ; [ 47.97474747 113.02525253],1
p3,1,0.000368,12.686012,[20 17] ; [ 40 124],[11.04477612 25.95522388] ; [ 48.95522388 115.04477612],1
p9,1,0.0028,8.933711,[30  8] ; [82 75],[21.82564103 16.17435897] ; [90.17435897 66.82564103],0
p5,1,0.020405,5.376914,[ 6 32] ; [  8 151],[ 2.70050761 35.29949239] ; [ 11.29949239 147.70050761],0
p12,1,0.037834,4.312474,[ 5 33] ; [  7 156],[ 2.26865672 35.73134328] ; [  9.73134328 153.26865672],0
p1,1,0.098581,2.728359,[ 6 32] ; [ 12 152],[ 3.38613861 34.61386139] ; [ 14.61386139 149.38613861],0
p10,1,0.121496,2.397928,[25 13] ; [83 77],[20.72727273 17.27272727] ; [87.27272727 72.72727273],0
p11,1,0.206789,1.593764,[24 14] ; [85 79],[20.5049505 17.4950495] ; [88.4950495 75.5049505],0
b1,1,0.892217,0.01836,[19 19] ; [80 84],[18.62376238 19.37623762] ; [80.37623762 83.62376238],0
