Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,35.662454,[299 100] ; [148 132],[262.67010309 136.32989691] ; [184.32989691  95.67010309],1
p5,1,0.002712,8.991989,[ 77 321] ; [ 30 248],[ 62.99704142 335.00295858] ; [ 44.00295858 233.99704142],0
p2,1,0.003282,8.643831,[371  28] ; [243  39],[359.74449339  39.25550661] ; [254.25550661  27.74449339],0
p10,1,0.007154,7.233884,[353  46] ; [227  53],[340.82474227  58.17525773] ; [239.17525773  40.82474227],0
p9,1,0.00809,7.013343,[358  43] ; [231  50],[346.31818182  54.68181818] ; [242.68181818  38.31818182],0
p3,1,0.014312,5.999273,[282 119] ; [173 109],[267.13762811 133.86237189] ; [187.86237189  94.13762811],0
p11,1,0.015154,5.898532,[342  59] ; [221  62],[330.0628655  70.9371345] ; [232.9371345  50.0628655],0
p12,1,0.06786,3.334034,[ 38 363] ; [ 16 267],[ 31.65789474 369.34210526] ; [ 22.34210526 260.65789474],0
p1,1,0.161,1.964804,[ 44 355] ; [ 22 260],[ 38.66960352 360.33039648] ; [ 27.33039648 254.66960352],0
b1,1,0.345403,0.890273,[166 235] ; [107 176],[160.04824561 240.95175439] ; [112.95175439 170.04824561],0
