Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.002793,8.937889,[97  9] ; [85 26],[88.90322581 17.09677419] ; [93.09677419 17.90322581],0
r4,1,0.006298,7.462856,[87 20] ; [72 39],[78.0412844 28.9587156] ; [80.9587156 30.0412844],0
p2,1,0.006584,7.383085,[76 31] ; [59 52],[66.26146789 40.73853211] ; [68.73853211 42.26146789],0
n6,1,0.029218,4.754735,[77 29] ; [65 46],[69.3640553 36.6359447] ; [72.6359447 38.3640553],0
p9,1,0.053432,3.730348,[44 59] ; [32 75],[37.27619048 65.72380952] ; [38.72380952 68.27619048],0
r1,1,0.065061,3.403427,[79 28] ; [69 42],[72.64220183 34.35779817] ; [75.35779817 35.64220183],0
v4,1,0.075091,3.168067,[95 12] ; [88 22],[90.23502304 16.76497696] ; [92.76497696 17.23502304],0
p3,1,0.090871,2.85887,[29 78] ; [42 69],[34.84862385 72.15137615] ; [36.15137615 74.84862385],0
n2,1,0.103889,2.644804,[28  9] ; [27 19],[24.51807229 12.48192771] ; [30.48192771 15.51807229],0
r2,1,0.112557,2.517947,[94 12] ; [89 21],[89.80555556 16.19444444] ; [93.19444444 16.80555556],0
a6,1,0.146436,2.108988,[64 43] ; [55 55],[58.67741935 48.32258065] ; [60.32258065 49.67741935],0
n1,1,0.156337,2.009306,[12 25] ; [22 24],[15.15662651 21.84337349] ; [18.84337349 27.15662651],0
v2,1,0.177717,1.816614,[49 55] ; [41 67],[44.1509434 59.8490566] ; [45.8490566 62.1509434],0
a1,1,0.206082,1.598737,[  5 102] ; [ 10 101],[ 7.36238532 99.63761468] ; [  7.63761468 103.36238532],0
n3,1,0.266781,1.233225,[28 10] ; [28 17],[25.63855422 12.36144578] ; [30.36144578 14.63855422],0
s1,1,0.275897,1.187191,[  4 101] ; [  8 103],[ 5.83333333 99.16666667] ; [  6.16666667 104.83333333],0
p8,1,0.284227,1.146765,[36 69] ; [30 79],[32.38317757 72.61682243] ; [33.61682243 75.38317757],0
a7,1,0.351223,0.869033,[63 43] ; [59 52],[59.59447005 46.40552995] ; [62.40552995 48.59447005],0
b4,1,0.368657,0.808185,[69 38] ; [65 46],[65.7706422 41.2293578] ; [68.2293578 42.7706422],0
s8,1,0.392213,0.732071,[31 75] ; [26 82],[28.23364486 77.76635514] ; [28.76635514 79.23364486],0
s5,1,0.431914,0.617671,[24 79] ; [20 86],[21.68421053 81.31578947] ; [22.31578947 83.68421053],0
a2,1,0.435538,0.608011,[16 91] ; [21 90],[18.16055046 88.83944954] ; [18.83944954 92.16055046],0
d3,1,0.439676,0.597127,[62 45] ; [58 52],[59.17050691 47.82949309] ; [60.82949309 49.17050691],0
p1,1,0.44005,0.596153,[  5 100] ; [  8 102],[ 6.34883721 98.65116279] ; [  6.65116279 103.34883721],0
b5,1,0.44318,0.588034,[67 40] ; [75 36],[69.69724771 37.30275229] ; [72.30275229 38.69724771],0
d2,1,0.458834,0.548737,[53 53] ; [49 60],[50.28837209 55.71162791] ; [51.71162791 57.28837209],0
p7,1,0.468023,0.526639,[51 54] ; [48 62],[48.34883721 56.65116279] ; [50.65116279 59.34883721],0
a3,1,0.468435,0.525664,[64 43] ; [61 50],[61.35321101 45.64678899] ; [63.64678899 47.35321101],0
u1,1,0.472271,0.516657,[15 92] ; [12 99],[13.25229358 93.74770642] ; [13.74770642 97.25229358],0
s4,1,0.498219,0.458727,[13 92] ; [17 92],[14.71962617 90.28037383] ; [15.28037383 93.71962617],0
u4,1,0.504335,0.445803,[  3 104] ; [  5 106],[  3.9266055 103.0733945] ; [  4.0733945 106.9266055],0
p5,1,0.54661,0.363426,[  4 103] ; [  6 104],[  4.93087558 102.06912442] ; [  5.06912442 104.93087558],0
v1,1,0.548504,0.360004,[42 63] ; [40 71],[39.86111111 65.13888889] ; [42.13888889 68.86111111],0
p6,1,0.557459,0.344123,[31 74] ; [28 80],[29.08450704 75.91549296] ; [29.91549296 78.08450704],0
d1,1,0.605006,0.267512,[50 57] ; [48 63],[48.10091743 58.89908257] ; [49.89908257 61.10091743],0
p12,1,0.613758,0.254739,[  3 103] ; [  2 109],[  2.44239631 103.55760369] ; [  2.55760369 108.44239631],0
d4,1,0.623904,0.240418,[79 27] ; [78 31],[77.40465116 28.59534884] ; [79.59534884 29.40465116],0
a8,1,0.666653,0.185542,[14 82] ; [13 91],[12.96 83.04] ; [14.04 89.96],0
u3,1,0.68336,0.166369,[24 19] ; [30 20],[24.96774194 18.03225806] ; [29.03225806 20.96774194],0
s7,1,0.753584,0.098544,[33 70] ; [30 70],[31.96551724 71.03448276] ; [31.03448276 68.96551724],0
s3,1,0.772257,0.083766,[45 60] ; [45 65],[43.95348837 61.04651163] ; [46.04651163 63.95348837],0
a5,1,0.813498,0.055657,[60 47] ; [64 47],[60.86238532 46.13761468] ; [63.13761468 47.86238532],0
p4,1,0.841441,0.04002,[41 66] ; [44 67],[41.72018349 65.27981651] ; [43.27981651 67.72018349],0
u2,1,0.865476,0.028699,[20 22] ; [22 26],[19.6 22.4] ; [22.4 25.6],0
v3,1,0.878202,0.023485,[30 76] ; [29 77],[29.5 76.5] ; [29.5 76.5],0
s6,1,0.888177,0.019772,[51 55] ; [53 55],[51.51401869 54.48598131] ; [52.48598131 55.51401869],0
d5,1,0.890563,0.018932,[73 34] ; [76 34],[73.47004608 33.52995392] ; [75.52995392 34.47004608],0
n5,1,0.911545,0.012341,[58 49] ; [61 50],[58.40825688 48.59174312] ; [60.59174312 50.40825688],0
a4,1,0.917055,0.010846,[44 63] ; [46 64],[44.37788018 62.62211982] ; [45.62211982 64.37788018],0
b2,1,0.92003,0.010079,[22 50] ; [21 46],[22.27338129 49.72661871] ; [20.72661871 46.27338129],0
b3,1,0.92003,0.010079,[22 50] ; [21 46],[22.27338129 49.72661871] ; [20.72661871 46.27338129],0
n4,1,0.922105,0.009562,[72 35] ; [74 37],[71.66055046 35.33944954] ; [74.33944954 36.66055046],0
s2,1,0.962465,0.002215,[35 70] ; [37 73],[35.1627907 69.8372093] ; [36.8372093 73.1627907],0
